"","clues","answers"
"1","Does a standard dog trick ","BEGS"
"2","Flock members ","EWES"
"3","Actor Cary of ""Twister"" ","ELWES"
"4","To be, in Toulon ","ETRE"
"5","Ernie's ""Sesame Street"" pal ","BERT"
"6","___-lance (pit viper) ","FERDE"
"7","Kind of instrument ","REED"
"8","The ""B"" of N.B. ","BENE"
"9","Nourishes ","FEEDS"
"10","Country club employees ","GREENSKEEPERS"
"11","Ink for une plume ","ENCRE"
"12","Sulky state ","PET"
"13","Lao-___ ","TSE"
"14","Originally named ","NEE"
"15","Coral formation ","REEF"
"16","Long John Silver, e.g. ","PEGLEG"
"17","Ironed ","EVENED"
"18","___-majesté ","LESE"
"19","Col. Klink player on ""Hogan's Heroes"" ","WERNERKLEMPERER"
"20","Certain util. ","ELEC"
"21","Channel swimmer Gertrude ","EDERLE"
"22","Remove the pits from ","DESEED"
"23","Capt. Hook's companion ","SMEE"
"24","Martians, e.g. ","ETS"
"25","Glimpse ","SEE"
"26","Animal doc ","VET"
"27","Assail ","BESET"
"28","Peppermint liqueur ","CREMEDEMENTHE"
"29","Hinder ","DETER"
"30","Actress Campbell ","NEVE"
"31","""God shed His grace on ___"" ","THEE"
"32","News subject ","EVENT"
"33","Large number ","SLEW"
"34","Projector load ","REEL"
"35","Gives up ","CEDES"
"36","They're seven positions after today's theme ","ELLS"
"37","Scots Gaelic ","ERSE"
"38","""Murphy Brown"" star ","BERGEN"
"39","Timeless, to a poet ","ETERNE"
"40","Where Zeus was worshiped ","GREECE"
"41","Passover meal ","SEDER"
"42","Recedes ","EBBS"
"43","Time span ","WEEK"
"44","Sea eagle ","ERNE"
"45","Brew ","STEEP"
"46","Decadent ","EFFETE"
"47","Playboy's gaze ","LEER"
"48","Hulk Hogan, for one ","WRESTLER"
"49","Hall-of-Famer Roush ","EDD"
"50","His or her, in France ","SES"
"51","Audacity ","NERVE"
"52","Energy ","PEP"
"53","Late ruler Mobotu ___ Seko ","SESE"
"54","River through Bavaria ","EGER"
"55","Poetic contraction ","EER"
"56","Three-time speed skating gold medalist Karin ","ENKE"
"57","Circus impresario Irvin and others ","FELDS"
"58","Mirth ","GLEE"
"59","Suffix with exist ","ENCE"
"60","Consider ","DEEM"
"61","Joins in holy matrimony ","WEDS"
"62","Gen. Robt. ___ ","ELEE"
"63","Completely excised, in surgery ","RESECTED"
"64","G.I. chow in Desert Storm ","MRE"
"65","Military academy freshman ","PLEBE"
"66","Turns inside out ","EVERTS"
"67","Rep. foe ","DEM"
"68","Book after Nehemiah ","ESTHER"
"69","Giggles ","TEHEES"
"70","TV's ""Remington ___"" ","STEELE"
"71","High-strung ","TENSE"
"72","___ nous ","ENTRE"
"73","Actress Russo ","RENE"
"74","Place for a farmer? ","DELL"
"75","Daredevil Knievel ","EVEL"
"76","British stables ","MEWS"
"77","Jan. preceder ","DEC"
"78","Night before ","EVE"
