"","clues","answers"
"1","Music direction meaning ""with the bow"" ","ARCO"
"2","What a physiognomist studies ","FACES"
"3","Some servers ","IBMS"
"4","Cardinal feature ","BEAK"
"5","Window treatment ","DRAPE"
"6","""Star Trek: T.N.G."" crew member ","TROI"
"7","""Supposedly, some Australian birds can participate in the America's Cup,"" palindromically ","EMUSSAILIASSUME"
"8","What all politics is said to be ","LOCAL"
"9","One turned on by a rock star? ","AMP"
"10","Can't take ","HATES"
"11","One for the money? ","UNUM"
"12","Tending to wear away ","ERODENT"
"13","Peter the Great, Mother Teresa and Bob Marley, palindromically ","ATSARANUNARASTA"
"14","Go with ","SEE"
"15","Superficially injure ","SKIN"
"16","Word with bar or blanket ","WET"
"17","The last of the Pillars of Islam ","HADJ"
"18","Last word in the Gettysburg Address ","EARTH"
"19","Goes back ","EBBS"
"20","Silence fillers ","UMS"
"21","Kia subcompact ","RIO"
"22","""My concealment of that footwear was so unfortunate,"" palindromically ","TOOBADIHIDABOOT"
"23","Many lab rats ","ALBINOS"
"24","___ Moss (women's clothing label) ","ELLA"
"25","Sam of ""Jurassic Park"" ","NEILL"
"26","Praise that's not prose ","ODE"
"27","Resulted in ","LEDTO"
"28","That tropical entry could not have captured first place in the fruit competition, palindromically ","NOWAYAPAPAYAWON"
"29","Dash ","ELAN"
"30","Cause of some cries from the crib ","COLIC"
"31","Advanced high school class, informally ","CALC"
"32","Monopoly expense ","RENT"
"33","Official pronouncement ","EDICT"
"34","Stevenson villain ","HYDE"
"35","San ___ (resort locale) ","REMO"
"36","Got together for a party? ","CAUCUSED"
"37","Rx overseer ","FDA"
"38","Henry Purcell's ""Dido's Lament,"" e.g. ","ARIA"
"39","Composed ","CALM"
"40","Help for one with serious allergies ","EPIPEN"
"41","Host ","SEA"
"42","""We're on!"" ","ITSADATE"
"43","Savages ","BRUTES"
"44","Second cousin? ","MOMENT"
"45","Time out? ","SIESTA"
"46","Offensive words ","SLURS"
"47","Strengthen, with ""up"" ","SHORE"
"48","Gets by ","MAKESDO"
"49","Tree with ""helicopter seeds"" ","ASH"
"50","Spot of ___ ","TEA"
"51","Long in Hollywood ","NIA"
"52","Ecstatic ","JUBILANT"
"53","Prefix with cycle ","TRI"
"54","Where some long runs take place ","BROADWAY"
"55","Science class, informally ","BIO"
"56","One who has trouble passing the bar? ","SOT"
"57","Virile ","MANLY"
"58","Venture (forth) ","SALLY"
"59","Worker with hides ","TANNER"
"60","World Cup chant ","OLEOLE"
"61","Luke's Jedi mentor ","OBIWAN"
"62","Turn white, maybe ","BLEACH"
"63","""The Persistence of Memory"" artist ","DALI"
"64","It's a long story ","EPIC"
"65","Related ","TOLD"
"66","Never to be repeated ","ONCE"
"67","Home Depot competitor ","ACE"
"68","Pretense ","ACT"
