"","clues","answers"
"1","Manual ","STICK"
"2","What ""you had me at,"" in a classic movie line ","HELLO"
"3","Sauce commonly served with seafood ","AIOLI"
"4","Had a home-cooked meal ","ATEIN"
"5","Treasure lost on the Spanish Main ","ORO"
"6","Material that may be acid-washed ","DENIM"
"7","*Legoland, for one ","THEMEPARK"
"8","Cut ","OMIT"
"9","Busy time at Speedway or Churchill Downs ","RACEDAY"
"10","Next-to-last word in a fairy tale ","EVER"
"11","Actor with the movie line ""Me, I always tell the truth. Even when I lie"" ","PACINO"
"12","*Tricky football play ","DOUBLEREVERSE"
"13","First word in a fairy tale ","ONCE"
"14","Actress Sorvino ","MIRA"
"15","*Like you or me? ","GENDERNEUTRAL"
"16","South American wildcat ","EYRA"
"17","Does something with ","USES"
"18","*Essential feature of a PC ","INTERNALDRIVE"
"19","Art house showings ","INDIES"
"20","Level ","TIER"
"21","Rig ","FIX"
"22","Aid for store security ","MALLCOP"
"23","Sign on again ","REUP"
"24","*Equal rival ","SWEETNLOW"
"25","Some help they are! ","MAIDS"
"26","Place for a stud ","EAR"
"27","TV actor Jason ","OMARA"
"28","One of eight popes ","URBAN"
"29","Home of Team Coco ","TBS"
"30","Hear again, as a case ","RETRY"
"31","Quintet representing the ends of the answers to the five starred clues ","PRNDL"
"32","Pathetic ","SAD"
"33","Very rare baseball result ","TIE"
"34","Lithium-___ battery ","ION"
"35","Award coveted on ""Mad Men"" ","CLIO"
"36","Late-night host on ABC ","KIMMEL"
"37","Mad ___ ","HATTER"
"38","Old verb ending ","ETH"
"39","Be creepy, in a way ","LEER"
"40","Home of the oldest continuously functioning university in the Americas ","LIMAPERU"
"41","Common diamond measure ","ONECARAT"
"42","One who lines up speakers? ","ROADIE"
"43","Firth of Clyde island ","ARRAN"
"44","Locale of a Godzilla rampage ","TOKYO"
"45","Weightlifter's pride ","PECS"
"46","""___ been thinking ..."" ","IVE"
"47","Hubbub ","ADO"
"48","Tennis court determination ","LONG"
"49","Brownish purple ","PUCE"
"50","Leftover ","REMNANT"
"51","Strive ","VIE"
"52","Smoke ___ ","DETECTOR"
"53","""Look this way"" ","EYESONME"
"54","School basics, in a manner of speaking ","RRR"
"55","Pioneering sci-fi play ","RUR"
"56","""In your dreams!"" ","ASIF"
"57","Big name in jeans ","LEVI"
"58","Prurient interest ","SEX"
"59","Do-nothings ","IDLERS"
"60","West ___ virus ","NILE"
"61","What the Heimlich maneuver clears ","AIRWAY"
"62","Big name in jeans ","LEE"
"63","Generate, as support ","DRUMUP"
"64","""No more for me, please"" ","IMSET"
"65","Muslim princely title ","NAWAB"
"66","Map showing property divisions ","PLAT"
"67","Catherine who married Henry VIII ","PARR"
"68","Bobby who won two Stanley Cups ","ORR"
"69","Son of, in foreign names ","IBN"
"70","Jay on ""Modern Family,"" e.g. ","DAD"
"71","Show for which Conan O'Brien once wrote, in brief ","SNL"
