"","clues","answers"
"1","""Bor-r-ring"" ","HOHUM"
"2","Part of a parade ","FLOAT"
"3","Stir-fry pan ","WOK"
"4","Lofty abode ","AERIE"
"5","Reverence ","AWE"
"6","Stable base for a drilling rig ","OILPLATFORM"
"7","Deuce, in tennis ","TIE"
"8","___ Leppard ","DEF"
"9","Part of the lymphatic system ","SPLEEN"
"10","Muffler attachment ","TAILPIPE"
"11","See-through ","SHEER"
"12","Forerunners of cellphones ","PAGERS"
"13","Feisty ","SPIRITED"
"14","Tony, e.g. ","AWARD"
"15","Spanish ___ (historic site in Rome) ","STEPS"
"16","""Bravo!"" ","OLE"
"17","Launch party? ","NASA"
"18","Dark-tongued Chinese dogs ","CHOWS"
"19","Bed smaller than a queen ","TWIN"
"20","Slam ","DIS"
"21","Poles, e.g. ","SLAVS"
"22","Prominent cockatoo feature ","CREST"
"23","""A little thing that makes a big difference,"" per a popular saying ","ATTITUDE"
"24","Props (up) ","SHORES"
"25","Weapon in Clue ","LEADPIPE"
"26","Late bloomers ","ASTERS"
"27","Comes down with ","GETS"
"28","Bankroll ","WAD"
"29","Universal life force ","CHI"
"30","How a perfect pitch comes ... or a hint to the missing parts of the shaded answers ","DOWNTHEPIPE"
"31","Overly ","TOO"
"32","Loathing ","ODIUM"
"33","Wash off ","RINSE"
"34","Ares, to Zeus ","SON"
"35","Rector's residence ","MANSE"
"36","Feast without yeast ","SEDER"
"37","Cobra feature ","HOOD"
"38","Tony's counterpart ","OBIE"
"39","Feature of a skate park ","HALFPIPE"
"40","Ballpark figure ","UMP"
"41","Green-headed duck ","MALLARD"
"42","Like some errors and attractions ","FATAL"
"43","Split ","LEFT"
"44","Treasure on the Spanish Main ","ORO"
"45","Blimps and zeppelins ","AIRSHIPS"
"46","Tones down ","TEMPERS"
"47","Tall landmark in many a town ","WATERTOWER"
"48","Boo-boo ","OWIE"
"49","Eager ","KEEN"
"50","Garage sale caveat ","ASIS"
"51","Welcoming wreath ","LEI"
"52","Prefix with watt ","TERA"
"53","Gushes ","SPEWS"
"54","Symbol of China ","PANDA"
"55","Be in store for ","AWAIT"
"56","Business often combined with a minimart ","GASSTATION"
"57","Hat worn by Abraham Lincoln ","STOVEPIPE"
"58","Dedicatee of a Beethoven bagatelle ","ELISE"
"59","Dings ","DENTS"
"60","Of questionable repute ","SHADY"
"61","Popular mixer ","CLUBSODA"
"62","Trampled ","TROD"
"63","""American Idol"" quest ","STARDOM"
"64","They may follow shots ","CHASERS"
"65","Boiling blood ","IRE"
"66","Meyers of late-night TV ","SETH"
"67","""I can take it from here"" ","LETME"
"68","Stops procrastinating ","ACTS"
"69","""Get outta here!"" ","SHOO"
"70","Serengeti herd ","GNUS"
"71","Trachea ","WINDPIPE"
"72","Vaulted recess ","APSE"
"73","Certain animals playing in ""Home on the Range"" ","DEER"
"74","Have the best time, say ","WIN"
"75","Kind of filling ","PIE"
