"","clues","answers"
"1","Pennsylvania Dutch treat ","SHOOFLYPIE"
"2","Angry response ","SLAM"
"3","Bridge material? ","FALSETEETH"
"4","Mineral that glistens ","MICA"
"5","Work necessities, for some ","GREENCARDS"
"6","Like some debaters ","ANTI"
"7","Answer to ""Who wants ...?"" ","IDO"
"8","Sharp punches ","AWLS"
"9","Calves may wear them ","LEGWARMERS"
"10","Mont Blanc feature? ","NASAL"
"11","Some winds ","REEDS"
"12","Alphabet trio ","RST"
"13","""Key Largo"" Oscar winner ","TREVOR"
"14","Broadway aunt ","ELLER"
"15","Allegany Reservation residents ","SENECAS"
"16","Extraction ","LINEAGE"
"17","Plug ","DAMUP"
"18","Imp, say ","BADBOY"
"19","Jerk ","ASS"
"20","Oscar-winning actress Kedrova and others ","LILAS"
"21","Fine glove material ","LISLE"
"22","Be effective ","GETRESULTS"
"23","O.E.D. stuff ","DEFS"
"24","Torpedoes ","HEROS"
"25","Kind of call ","MAIL"
"26","Two- or three-striper, briefly ","NCO"
"27","Not docked ","ASEA"
"28","Sci-fi command site ","BATTLESTAR"
"29","Writer Berenstain famous for the Berenstain Bears ","STAN"
"30","""Bye!"" ","IMOUTAHERE"
"31","Gobblers ","TOMS"
"32","Handicapping aids ","DOPESHEETS"
"33","N.L. West team ","SFGIANTS"
"34","Nuts and bolts ","HARDWARE"
"35","Half an old vaudeville duo ","OLEOLSEN"
"36","Suffix with tuber ","OSE"
"37","___ shui (Chinese practice) ","FENG"
"38","Mil. rank ","LTCOL"
"39","""The Right Stuff"" role ","YEAGER"
"40","Nearest approach ","PERIGEE"
"41","""___ be my pleasure!"" ","ITD"
"42","Sounds of surprise ","EHS"
"43","Gushing flattery ","SMARM"
"44","Persist ","LINGER"
"45","Pitt and Penn ","ACTORS"
"46","Common town sign ","MAINST"
"47","Certain depot ","ARSENAL"
"48","Put away ","SAVED"
"49","""Um ..."" ","WELL"
"50","Offhand ","ADLIB"
"51","Places ","LOCALES"
"52","""Caddyshack"" director ","RAMIS"
"53","Updated, perhaps ","REDID"
"54","___ Sea, next to the Philippines ","SULU"
"55","Like some voters ","ABSENTEE"
"56","Battery-powered vehicle ","GOLFCART"
"57","Blots ","EYESORES"
"58","Handheld device ","PALMTOP"
"59","Shocked ","AGHAST"
"60","Looks after ","SEESTO"
"61","Channel ","STREAM"
"62","Work of Pygmalion ","STATUE"
"63","Sheepskin leathers ","ROANS"
"64","Gets choked (up) ","SILTS"
"65","Mrs. Rabin ","LEAH"
"66","Two hearts, say ","BID"
"67","""O Deus, Ego ___ Te"" (Latin hymn) ","AMO"
