"","clues","answers"
"1","Precision woodworking tool ","FRETSAW"
"2","Passionate ","ARDENT"
"3","Ingredient in a Caesar salad ","ROMAINE"
"4","A tick or a tock ","SECOND"
"5","Highly luminous galactic object ","QUASAR"
"6","*""Let's stick with what we've got …"" ","ABIRDINTHEHAND"
"7","Dissimilar to ","UNLIKE"
"8","Trivia lover, maybe ","NERD"
"9","Blockhead ","TWIT"
"10","SkyMiles offerer ","DELTA"
"11","Pulitzer winner James ","AGEE"
"12","Modern dance pioneer Duncan ","ISADORA"
"13","*""How clever we both are ..."" ","GREATMINDS"
"14","Spice grinder ","PESTLE"
"15","Locale of Hephaestus' forge, in mythology ","ETNA"
"16","Jessica of ""The Illusionist"" ","BIEL"
"17","Writer/humorist Frazier ","IAN"
"18","""What a pity!"" ","ALAS"
"19","A butterfly flying into your home is a good one, some say ","OMEN"
"20","They may be yawning ","CHASMS"
"21","*""Look who it is ..."" ","SPEAKOFTHEDEVIL"
"22","Ground grain ","MEAL"
"23","Road hog? ","HARLEY"
"24","Kind of cable, for short ","AUX"
"25","Twitter boss Musk ","ELON"
"26","Target of tetracycline ","ACNE"
"27","""Little"" car of song that's ""really lookin' fine"" ","GTO"
"28","Orion's belt points to it ","SIRIUS"
"29","Groovy ","FAB"
"30","Chew out ","RIP"
"31","*""Timid types shouldn't be here ..."" ","IFYOUCANTSTANDTHEHEAT"
"32","Spot for a tat ","PEC"
"33","Male turkey ","TOM"
"34","Obsolescent circus workers ","TAMERS"
"35","Fate ","LOT"
"36","Carpenter's tool ","ADZE"
"37","Goes up and down ","BOBS"
"38","Honey ","BAE"
"39","Hardly tiptoes ","CLOMPS"
"40","Classic Memphis-based record label ","STAX"
"41","*""Looks can be deceiving ..."" ","ALLTHATGLITTERS"
"42","From A to Z, maybe ","SORTED"
"43","Pants, slangily ","TROU"
"44","Except ","SAVE"
"45","Palindromic prefix ","NON"
"46","Director Kazan ","ELIA"
"47","Something a beanie lacks ","BRIM"
"48","Parody ","SENDUP"
"49","*""Well, if the locals are doing it ..."" ","WHENINROME"
"50","Tammy who sang ""Stand by Your Man"" ","WYNETTE"
"51","Occupied ","HELD"
"52","Greek word meaning ""character"" ","ETHOS"
"53","Where there's smoke ","FLUE"
"54","Gather, as volunteers ","ENLIST"
"55","""Etc., etc."" … or a statement about answers to this puzzle's starred clues? ","YOUKNOWTHEREST"
"56","Commonly contracted two-word phrase ","ARENOT"
"57","Why you might run out ","ERRAND"
"58","Makes gassy ","AERATES"
"59","Get goose bumps, say ","TINGLE"
"60","""Ciao!"" ","SEEYA"
"61","Popular papal name ","GREGORY"
"62","Nickname that drops -ces ","FRAN"
"63","Very formal, or very informal, garment ","ROBE"
"64","Royal title ","EMIR"
"65","The time machine on ""Doctor Who"" ","TARDIS"
"66","""Toy Story"" antagonist ","SID"
"67","What makes creamer creamier? ","ANI"
"68","Use as a rendezvous point ","MEETAT"
"69","Essen exclamation ","ACH"
"70","What an ""@"" might signify ","ROADGAME"
"71","Word with ear or peace ","INNER"
"72","Confuse ","ADDLE"
"73","Like swimming and surfing ","AQUATIC"
"74","It's worth one point in cricket ","RUN"
"75","Complete, as a .pdf contract ","ESIGN"
"76","Au naturel ","NAKED"
"77","Canopy makeup ","TREES"
"78","British draft horse ","SHIRE"
"79","English dos ","TWO"
"80","Four to five spaces, typically ","TAB"
"81","Police operation requiring patience ","STAKEOUT"
"82","Rose gold, e.g. ","ALLOY"
"83","""It's ... OK"" ","MEH"
"84","Family member that's also a letter in the NATO alphabet ","PAPA"
"85","One charged with climate policy ","ENERGYCZAR"
"86","Go-ahead ","NOD"
"87","Sorta ","ISH"
"88","Deck treatment ","STAIN"
"89","""Who's That Girl?"" rapper ","EVE"
"90","It's nothing ","NIL"
"91","Where a grilled cheese can be found at McDonald's ","SECRETMENU"
"92","Suffix for a fad ","MANIA"
"93","Was out ","SLEPT"
"94","Choir voice ","ALTO"
"95","Smart ","HURT"
"96","Have a life ","EXIST"
"97","Sends high into the sky ","LOFTS"
"98","""I don't think so"" ","NAH"
"99","Its largest islands are Savai'i and Upolu ","SAMOA"
"100","The Jazz, on scoreboards ","UTA"
"101","Carnival dance ","SAMBA"
"102","Glamping option named for its shape ","BELLTENT"
"103","""No bid"" ","IPASS"
"104","Gave, as nourishment ","FEDTO"
"105","Male swan ","COB"
"106","Shipshape ","NEAT"
"107","Bottom of the barrel ","DREGS"
"108","Knee-slapper ","HOOT"
"109","Like many suitcase handles ","EXTENDING"
"110","Club relative ","BLT"
"111","Canon offering, in brief ","SLR"
"112","Spotted nocturnal mammal ","CIVET"
"113","Play thing? ","PROP"
"114","Bit of redacted info, for short ","SSN"
"115","Indubitably ","TOBESURE"
"116","""Ben-___"" ","HUR"
"117","A little light combat? ","LASERTAG"
"118","___ Lilly & Co. ","ELI"
"119","Breakfast nook ","DINETTE"
"120","""Have you heard about batik? It's a dyeing ___"" (groaner) ","ART"
"121","Childish plea ","IWANNA"
"122","""Holy smokes!"" ","MYGOD"
"123","Do some maintenance on, as a PC's disk ","DEFRAG"
"124","Resource in the game Catan ","WHEAT"
"125","French name that is an anagram of a German river ","HENRI"
"126","Pompeo of ""Grey's Anatomy"" ","ELLEN"
"127","""Now I remember!"" ","OHYES"
"128","Poet Marianne ","MOORE"
"129","Mother of Apollo and Artemis ","LETO"
"130","Account holder, e.g. ","USER"
"131","Popular online marketplace ","ETSY"
"132","Day on Mars ","SOL"
"133","Either of two lead characters in ""Kiss Me, Kate"" ","KAY"
"134","Poetic palindrome ","ERE"
