"","clues","answers"
"1","Archaeological find ","TOMB"
"2","Opposite of dry ","HUMID"
"3","View from Lucerne ","ALPS"
"4","Polygon measurement ","AREA"
"5","Foe ","ENEMY"
"6","Chick's sound ","PEEP"
"7","TV producer Norman ","LEAR"
"8","Split to be joined? ","ELOPE"
"9","Jewish round dance ","HORA"
"10","Old king's edict? ","COLESLAW"
"11","Cryptographer's aid ","KEY"
"12","Rock concert venue ","STADIUM"
"13","Like propellers ","BLADED"
"14","Hockey's Esposito ","PHIL"
"15","Take up again ","RENEW"
"16","Witty Orson's patter? ","BEANSTALK"
"17","Facial flare-up ","ACNE"
"18","Hang back ","TARRY"
"19","Country star Jackson ","ALAN"
"20","T-shirt? ","SHORTSTOP"
"21","""Symposium"" author ","PLATO"
"22","It's banked in Bangkok ","BAHT"
"23","""You ready?"" ","ALLSET"
"24","Oblivious ","UNAWARE"
"25","Miss. neighbor ","ALA"
"26","Silly mistake ","BONER"
"27","Chess piece's move? ","PAWNSHOP"
"28","Administered with a spoon, say ","ORAL"
"29","Vegetation ","FLORA"
"30","Timber wolf ","LOBO"
"31","In the thick of ","AMID"
"32","Duck that's not a duck ","DECOY"
"33","Genesis victim ","ABEL"
"34","Soviet news agency ","TASS"
"35","Neural transmitters ","AXONS"
"36","Toy that ""sleeps"" ","YOYO"
"37","Rash soother ","TALC"
"38","Cookie that has its name on it ","OREO"
"39","Freebie on a long flight ","MEAL"
"40","Unadorned ","BARE"
"41","Followed, as a dog its master ","HEELED"
"42","Separate the strands of, as rope ","UNLAY"
"43","Cat sound ","MEOW"
"44","Troublemaker ","IMP"
"45","Just for Men, e.g. ","DYE"
"46","Garden insect ","APHID"
"47","""The Naked Truth"" star Téa ___ ","LEONI"
"48","Lost in France ","PERDU"
"49","Tic ","SPASM"
"50","Distort ","SKEW"
"51","""The Laughing Cavalier"" artist ","HALS"
"52","Like some cheddar ","SHARP"
"53","Minuscule ","TINY"
"54","They have shoulder straps ","BRAS"
"55","Nobelist Walesa ","LECH"
"56","___ mundi ","ANNO"
"57","Animals with fawns ","DEER"
"58","Wash ","BATHE"
"59","Built like Wilt ","TALL"
"60","""Unfortunately ..."" ","ALAS"
"61","Overdue ","LATE"
"62","Shoelace problem ","KNOT"
"63","Romanov ruler ","TSAR"
"64","Skier's transport ","TBAR"
"65","Blueprint ","PLAN"
"66","Irving Berlin classic ","ALWAYS"
"67","The Lusitania's undoer ","UBOAT"
"68","Bellini opera ","NORMA"
"69","Novelist Nin ","ANAIS"
"70","Fuses by heat ","WELDS"
"71","Moses' brother ","AARON"
"72","Somewhat, in music ","POCO"
"73","Do in ","SLAY"
"74","Nonpaying train passenger ","HOBO"
"75","Word in old wedding vows ","OBEY"
"76","Game on horseback ","POLO"
"77","Pharm. watchdog ","FDA"
"78","N.Y.C. subway, with ""the"" ","LEX"
