"","clues","answers"
"1","Sounds from Santa ","HOS"
"2","Habitually, for short ","OFT"
"3","""Men in Black"" actor ","RIPTORN"
"4","*Settler in a pharmacy ","ANTACID"
"5","Retell ","ITERATE"
"6","Bawl club? ","WEEPERS"
"7","Dressed down ","BERATED"
"8","Some sorority women ","KAPPAS"
"9","Actor Jannings ","EMIL"
"10","*""___ Island"" ","FANTASY"
"11","Oodles ","ALOT"
"12","Tracks ","OVALS"
"13","Conjecture ","SPECULATE"
"14","Crumbs ","BITS"
"15","Year in Trajan's reign ","CII"
"16","Emergency lights ","FLARES"
"17","It's like ""-like"" ","ISH"
"18","""Treasure Island"" monogram ","RLS"
"19","Sir Richard who co-founded the Spectator ","STEELE"
"20","Western treaty grp. ","OAS"
"21","Nabors role ","PYLE"
"22","Spilling one's drink at a shindig, for one ","PARTYFOUL"
"23","Neighborhoods in New York and London ","SOHOS"
"24","Italian bone ","OSSO"
"25","*Where Delta Air Lines is headquartered ","ATLANTA"
"26","Dinesen who wrote ""Out of Africa"" ","ISAK"
"27","Product once pitched by Pelé ","VIAGRA"
"28","Like juicy biographies ","TELLALL"
"29","Some cricketers ","BATSMEN"
"30","Bygone McDonald's mascot ","SPEEDEE"
"31","*Cast a spell over ","ENCHANT"
"32","Gently towels off ","PATSDRY"
"33","One in a series ","NTH"
"34","Directory data: Abbr. ","NOS"
"35","Peddle ","HAWK"
"36","___-Day ","ONEA"
"37","Ones joining the family ","STEPFATHERS"
"38","Oodles ","OCEANS"
"39","Historic event ","FIRST"
"40","QBs' scores ","TDS"
"41","Hearty steak ","RIBEYE"
"42","Gossip's subject ","ITEM"
"43","Prefix with scope or meter ","PERI"
"44","Refrain from singing? ","TRALALA"
"45","Stable particle ","OAT"
"46","Interstate sign abbr. ","RTE"
"47","Consternates: Var. ","APPALS"
"48","Home to some elephants ","ASIA"
"49","Actress Mary Martin's actor son ","LARRYHAGMAN"
"50","Opera set in Cyprus ","OTELLO"
"51","The ""Working Girl"" girl and others ","TESSES"
"52","San Luis ___ ","OBISPO"
"53","Outlooks ","VISTAS"
"54","Corporate money mgrs. ","CFOS"
"55","German city on the Danube ","ULM"
"56","Person who's often sent compliments ","CHEF"
"57","Wield ","PLY"
"58","One way to stand ","TALL"
"59","Study for astronomes ","ETOILES"
"60","White, granular powder ","POTASH"
"61","Annie with a gun ","OAKLEY"
"62","Teller ","SNITCH"
"63","___-dernier (penultimate: Fr.) ","AVANT"
"64","High-school org. ","SADD"
"65","Yank or Ranger ","ALER"
"66","The Biggest Little City in the World ","RENO"
"67","""Marchers"" through the answers to the five starred clues ","ANTS"
"68","Cough syrup amt. ","TSP"
"69","DDT banner ","EPA"
"70","Reason for a third serve ","LET"
"71","Little Joe's pa on ""Bonanza"" ","BEN"
