"","clues","answers"
"1","Energy source ","GRANOLABAR"
"2","Troy Aikman, John Elway and others, in brief ","MVPS"
"3","Home of the National Automobile Museum ","RENONEVADA"
"4","Self-styled world salsa capital ","CALI"
"5","First lady who was once a prominent radio actress ","EVITAPERON"
"6","Catch ","SNAG"
"7","Tick off ","ENRAGE"
"8","Bull Halsey's org. ","USN"
"9","Rap sheet abbr. ","AKA"
"10","Machu Picchu, for one ","RUIN"
"11","Swell ","NEATO"
"12","Certain campus Greeks ","DELTS"
"13","Ages ","EON"
"14","X maker, at times ","VOTER"
"15","Two Ralph Waldo Emerson collections ","ESSAYS"
"16","Political payoff, perhaps ","SINECURE"
"17","Word with speed or fire ","TRAP"
"18","___ P. Halliburton, founder of the Halliburton company ","ERLE"
"19","Pops ","OLDTIMER"
"20","Sandinista's foe ","CONTRA"
"21","TV chef Deen ","PAULA"
"22","JetBlue competitor ","TED"
"23","""The Beverly Hillbillies"" star ","EBSEN"
"24","Gambler's option ","STUD"
"25","Spots ","ADS"
"26","Trawler equipment ","NET"
"27","""Gulliver's Travels,"" e.g. ","SATIRE"
"28","Remain ","BIDE"
"29","One who deals in futures ","HOROSCOPER"
"30","High places ","ALPS"
"31","Construction equipment ","ERECTORSET"
"32","Break ","REST"
"33","Angels ","MESSENGERS"
"34","Pineapple, e.g. ","GRENADE"
"35","Takes back ","REVOKES"
"36","Brutes ","ANIMALS"
"37","___ roll ","ONA"
"38","Object of a miracle of Jesus ","LEPER"
"39","Pennsylvania, e.g. ","AVENUE"
"40","En estos lugares se habla español ","BARRIOS"
"41","""Oklahoma!"" girl ","ADOANNIE"
"42","""You ___?"" ","RANG"
"43","D.J.'s, at times ","MCS"
"44","Drub ","PLASTER"
"45","Gentleman of Verona ","SIGNORE"
"46","Wrap ","ENVELOP"
"47","Dawn-of-mammals epoch ","EOCENE"
"48","Tell ","TATTLE"
"49","Modern dwellers of ancient Ebla ","SYRIANS"
"50","___ Hill ","SAM"
"51","Place with cages ","PETSTORE"
"52","Where drinks aren't on you ","OPENBAR"
"53","Scraps ","DUSTUPS"
"54","Turns in ","RETIRES"
"55","Tramp ","TRAIPSE"
"56","Highlands relative of an elk ","REDDEER"
"57","Maintains ","ASSERTS"
"58","Some hogs ","DUROCS"
"59","Villa ___ ","DESTE"
"60","""Sorry to intrude ..."" ","AHEM"
"61","Winner of Wimbledon for five consecutive years ","BORG"
"62","Store sign abbr. ","EST"
"63","Yardbird ","CON"
