"","clues","answers"
"1","Algonquian Indian tribe ","MIAMI"
"2","Went sniggling ","EELED"
"3","Sci-fi character whose name is an anagram of CAROLINA ISLANDS ","LANDOCALRISSIAN"
"4","Otoscope user, for short ","ENT"
"5","Have quite enough for ","SATIATE"
"6","MedWatch agcy. ","FDA"
"7","""I'm ready for the weekend!"" ","TGIF"
"8","Chalon-sur-___, France ","SAONE"
"9","""The Da Vinci Code"" priory ","SION"
"10","""Half ___ ..."" ","ALOAF"
"11","Bygone Ford ","LTD"
"12","Place to find a C-note? ","OPERA"
"13","Climber's support ","TENDRIL"
"14","Indian pastries ","SAMOSAS"
"15","___ Herbert, TV's Mr. Wizard ","DON"
"16","Hands out ","ASSIGNS"
"17","Constellation between Cygnus and Pisces ","PEGASUS"
"18","They're plucked ","LUTES"
"19","Bird: Prefix ","AVI"
"20","Star ___ ","ANISE"
"21","""___ of Six"" (Joseph Conrad story collection) ","ASET"
"22","""A parlor utensil for subduing the impenitent visitor"": Ambrose Bierce ","PIANO"
"23","Mooring site ","RIA"
"24","Stuffed with cheese, in Mexican cooking ","RELLENO"
"25","D-Day arena: Abbr. ","ETO"
"26","Some licensed practitioners ","MEMBERSOFTHEBAR"
"27","Exercise animal? ","QUICKBROWNFOX"
"28","Hopscotch ","POTSY"
"29","Tough to dig into, as soil ","ROOTY"
"30","Notice ","MENTION"
"31","A long time in Lisbon ","ANOS"
"32","Fuchsite and alurgite ","MICAS"
"33","Assuming even that ","IFATALL"
"34","They'll give you the run-around ","ERRANDS"
"35","Illuminati ","ELITE"
"36","Place, e.g. ","LOSE"
"37","More than exalts ","DEIFIES"
"38","Sound of change ","JANGLE"
"39","Mr. Rosewater in Kurt Vonnegut's ""God Bless You, Mr. Rosewater"" ","ELIOT"
"40","Clear the way to ","LETAT"
"41","Some babysitters ","NANAS"
"42","South Beach, e.g. ","FADDIET"
"43","Northwest tribe ","SPOKANE"
"44","Corinthian conclusion ","OMEGA"
"45","Country ___ ","INN"
"46","It can fill a yard ","ALE"
"47","Elevator button ","ALARM"
"48","Make hot ","STEAMUP"
"49","Passes effortlessly ","SAILSBY"
"50","Miss badly ","PINEFOR"
"51","Seaman in a ceremonial honor guard ","SIDEBOY"
"52","Excise on some out-of-state purchases ","USETAX"
"53","Mr. abroad ","SENOR"
"54","Pluck ","VALOR"
"55","Extra benefits ","PERKS"
"56","When a football may be hiked ","ONTWO"
"57","Geom. figure ","RECT"
"58","""This is disastrous!"" ","OHNO"
"59","Pulitzer category, briefly ","BIO"
"60","Red ___ (young amphibian) ","EFT"
