"","clues","answers"
"1","Home of the Natl. Hollerin' Contest ","NCAR"
"2","Spicy cuisine ","THAI"
"3","Beat ___ horse ","ADEAD"
"4","Complain ","MOAN"
"5","Tenant's desire ","ROOM&BOARD"
"6","Really rough ","DOWN&DIRTY"
"7","As a refutation ","INREBUTTAL"
"8","Acquirers of lost property ","ABANDONEES"
"9","Part of New Eng. ","CONN"
"10","Bit of cheer ","RAH"
"11","Major source of the narcotic qat ","YEMEN"
"12","Plain ___ ","TOSEE"
"13","Words under Washington's picture ","ONEDOLLAR"
"14","""American Justice"" network ","A&E"
"15","International retailer whose name is an acronym ","IKEA"
"16","Stolen ","HOT"
"17","Former German president Johannes ","RAU"
"18","Major finale? ","ETTE"
"19","Desert attribute ","ARIDNESS"
"20","Noisy celebration ","SHIVAREE"
"21","Knock over ","AWE"
"22","Writes without pen or pencil ","EMAILS"
"23","Keys ","OPENERS"
"24","Lollobrigida and others ","GINAS"
"25","Tip for a calligrapher ","NIB"
"26","Dandy ","FOP"
"27","President who won by one electoral vote ","HAYES"
"28","Space shuttle supply ","OXYGEN"
"29","Locale for a vision of the Apostle Paul ","TROAS"
"30","Sicken ","NAUSEATE"
"31","Candy treat ","M&M"
"32","Basic infirmities ","ACHES&PAINS"
"33","Cousin of a credit union ","S&L"
"34","Friendly ","AMICABLE"
"35","Dimensions and tolerances, say ","SPECS"
"36","Taste ","SAMPLE"
"37","Tot minder ","NANNY"
"38","Major player in the movie biz? ","VCR"
"39","Certain parallel: Abbr. ","LAT"
"40","Some Sony computers ","VAIOS"
"41","Apple product ","ITUNES"
"42","Proclaims ","HERALDS"
"43","Extends ","RENEWS"
"44","The whole song and dance? ","ACT"
"45","Subject of Cyrus the Great ","MEDE"
"46","Registers ","CHECKSIN"
"47","Nickelodeon explorer ","DORA"
"48","Fuss ","ADO"
"49","Fairy queen, in Shakespeare ","MAB"
"50","Underwriter's assessment ","RISK"
"51","It's typically off base ","R&R"
"52","Bottom line ","NETINCOME"
"53","Bistro adjunct ","PATIO"
"54","Round top ","BERET"
"55","Long of ""Boyz N the Hood"" ","NIA"
"56","Cease pleading ","REST"
"57","Building support ","CROSSBRACE"
"58","No matter what ","ATALLCOSTS"
"59","Bruised ","BLACK&BLUE"
"60","Nursery rhyme dish ","CURDS&WHEY"
"61","""___ I!"" ","SODO"
"62","Theodore of ""The Defiant Ones"" ","BIKEL"
"63","Subject of una sinfonia ","TEMA"
"64","Prosperity ","WEAL"
"65","""You're doing it all wrong!"" ","NONONO"
"66","Cream-filled pastry ","CORNET"
"67","Doctor ","AMEND"
"68","Music category ","R&B"
"69","Calculate, as the bill ","TOTALUP"
"70","Kind of yoga ","HATHA"
"71","Parseghian of Notre Dame ","ARA"
"72","Without thinking ","IDLY"
"73","First two ","ADAM&EVE"
"74","Old ""Romper Room"" character with bouncing antennae ","DOBEE"
"75","Actor McGregor ","EWAN"
"76","Newswoman Compton ","ANN"
"77","Game with orcs and half-elves ","D&D"
"78","Like the labyrinth of Knossos ","MINOAN"
"79","Graded materials ","ORES"
"80","Suit to ___ ","ATEE"
"81","Financial inits. ","NYSE"
"82","Japanese electronics giant ","RICOH"
"83","Sack materials ","BURLAPS"
"84","Was overly nice ","DOTED"
"85","Choice at a restaurant ","EATIN"
"86","Unfinished threat ","ORELSE"
"87","Breathe ","RESPIRE"
"88","Cause of a red face ","IRE"
"89","German port ","KIEL"
"90","E Street Band's leader, informally ","THEBOSS"
"91","Ones with incendiary ideas ","ARSONISTS"
"92","Simple ","EASYASPIE"
"93","Equal alternative ","SWEET&LOW"
"94","Beyond understanding ","SENSELESS"
"95","Neither hor. nor vert. ","DIAG"
"96","Barker's attention-getter ","ARF"
"97","Legend in one's own mind ","EGOMANIAC"
"98","Sign at a store clothing bin ","MIX&MATCH"
"99","Imminently ","ANYMINUTE"
"100","One way to take it ","ONTHECHIN"
"101","Contented responses ","AHS"
"102","Arctic explorer John ","RAE"
"103","Go for the gold? ","PAN"
"104","Snare ","NAB"
"105","Part of a bee ","SPELLER"
"106","___ Enterprise ","USS"
"107","Year in the reign of Antoninus Pius ","CLV"
"108","Like Longfellow's Evangeline ","ACADIAN"
"109","King's longtime home ","CNN"
"110","Assent ","AYE"
"111","Photographer Richard ","AVEDON"
"112","Locks in a stable ","MANE"
"113","Hi-___ ","RES"
"114","Part of a conference sched. ","SESS"
"115","Fishing gear ","ROD&REEL"
"116","Have great affection for ","ADORE"
"117","Punches a new number in ","REDIALS"
"118","Commercial ending with Water ","PIK"
"119","English royal known as the Empress Maud ","MATILDA"
"120","""Cooks who know trust"" this, in an old slogan ","CRISCO"
"121","Tourist info spot ","KIOSK"
"122","TV title role for Brandy Norwood ","MOESHA"
"123","Beverage named for a Dutch river ","AMSTEL"
"124","Actress Blair ","BETSY"
"125","Idée ___ (accepted idea, in French) ","RECUE"
"126","Gird for battle, say ","ENARM"
"127","Oscar nominee for ""The Insider"" ","CROWE"
"128","Banned chemicals ","PCBS"
"129","Odious one ","TOAD"
"130","Shy ","BALK"
"131","""The ability to describe others as they see themselves"": Lincoln ","TACT"
"132","Offerer of cozy accommodations ","B&B"
"133","Baseball stat ","RBI"
"134","Election day: Abbr. ","TUE"
"135","Musical genre ","C&W"
