"","clues","answers"
"1","Sleeper, e.g. ","SOFA"
"2","Suddenly spoke (up) ","PIPED"
"3","Winner's gesture ","VSIGN"
"4","Grassy plain ","LLANO"
"5","""Here we go again …"" ","OHBOY"
"6","Eventually ","ONEDAY"
"7","Dirty money ","LUCRE"
"8","Holiday celebrating the first day of spring ","TET"
"9","Lowdown ","INFO"
"10","Stop texting after a first date, say ","GHOST"
"11","Gift of ___ ","GAB"
"12","Plethora ","SLEW"
"13","""Again!"" ","ENCORE"
"14","N.B.A. star Westbrook, to fans ","RUSS"
"15","Long, loose hood ","COWL"
"16","Word before loose or tight ","HANG"
"17","Div. for the Tampa Bay Rays ","ALEAST"
"18","Tiny bit ","IOTA"
"19","Screening org. ","TSA"
"20","Eat dirt? ","ERODE"
"21","Cold-weather cryptid ","YETI"
"22","One volt divided by one ampere ","OHM"
"23","Performer's comment to the audience ","ASIDE"
"24","Tree that's a source of salicylic acid, a precursor to aspirin ","WILLOW"
"25","Get some perspective … or what you do once you've solved a jigsaw puzzle? ","SEETHEBIGPICTURE"
"26","Animal that wears red pajamas in a popular children's book ","LLAMA"
"27","Porter alternative ","LAGER"
"28","Residents of Splitsville? ","EXES"
"29","Choose to participate ","OPTIN"
"30","Run into a hitch? ","ELOPE"
"31","""The ___ is silence"": Hamlet ","REST"
"32","Something that may be raised on a farm ","SILO"
"33","Nation bordering the Arabian Sea ","OMAN"
"34","Dunaway of ""Mommie Dearest"" ","FAYE"
"35","By no means basic ","ACIDIC"
"36","Like a frisky puppy ","PLAYFUL"
"37","Feeling crummy ","ILL"
"38","Gloomy atmosphere ","PALL"
"39","""Quit it!"" ","ENOUGH"
"40","Medicinal rinse ","DOUCHE"
"41","Elects ","VOTESIN"
"42","""This is a library!"" ","SHH"
"43","""Yeah, right"" ","IBET"
"44","Opposite of ""da"" ","NYET"
"45","Some scuba gear ","TANKS"
"46","Evil clown in a horror film, e.g. ","TROPE"
"47","Intl. group with members on three continents ","OPEC"
"48","___-savvy ","TECH"
"49","St. ___ Girl (beer brand) ","PAULI"
"50","Number of hole cards in Texas hold 'em ","TWO"
"51","Relative of a raccoon ","COATI"
"52","Dada pioneer Max ","ERNST"
"53","Dreamcast console maker ","SEGA"
"54","Console whose name sounds like a pronoun ","WII"
"55","Sluggish ","LOGY"
"56","N.F.L. Hall-of-Famer Michael ","STRAHAN"
"57","Word that might be said while pointing ","THOSE"
"58","TV series named second-best of all time by Rolling Stone, but which never won an Emmy ","THEWIRE"
"59","Story used for storage ","ATTIC"
"60","What skullcap mushrooms aren't ","EDIBLE"
"61","Call back ","REDIAL"
"62","Instagram effect ","FILTER"
"63","""A little ___?"" ","HELP"
"64","Charcuterie selection ","MEAT"
"65","Brand originally called Froffles ","EGGO"
"66","Sumptuous and expensive ","LUXE"
"67","Minerals ending in -ite, often ","ORES"
"68","Mae who said ""To err is human, but it feels divine"" ","WEST"
"69","""All right, I've heard plenty"" ","TMI"
"70","Vim ","PEP"
