"","clues","answers"
"1","Union station? ","ALTAR"
"2","It may help you get a grip ","CLEAT"
"3","Pro with books ","CPA"
"4","Death in Venice ","MORTE"
"5","Alternative to Italian ","RANCH"
"6","Chinese dynasty name ","HAN"
"7","Management group for a pro team ","FROFFTONICE"
"8","N.Y.C. subway ","IRT"
"9","Kind of dress ","MIDI"
"10","Overdue ","OWED"
"11","Petrographer's collection ","ROCKS"
"12","Salmonella's shape ","ROD"
"13","Post-accident comment ","IMOKAY"
"14","""A Star Is Born"" co-star ","KRISTONERSOFF"
"15","Capone pal ","NITTI"
"16","Sistine Chapel figure ","ADAM"
"17","No neatnik ","SLOB"
"18","Tactical station, for short ","OPS"
"19","Smokes at a poker game ","STOGIES"
"20","Sen. Roth created one ","IRA"
"21","Kind of test ","BETA"
"22","Home of Iowa State ","AMES"
"23","Not so naughty ","NICER"
"24","Gridiron ploy ","OFFSIDEKICKON"
"25","Newscast feature ","SPORTS"
"26","When the French fry? ","ETE"
"27","Local ___ ","COLOR"
"28","Like some dorms ","COED"
"29","Black-eyed ones ","PEAS"
"30","Dr. J's first league: Abbr. ","ABA"
"31","Developer's investment ","LOT"
"32","Ibid. relative ","OPCIT"
"33","Certain Honda ","ACURA"
"34","Pink-slip ","AXE"
"35","Steer shockers ","PRODS"
"36","Schussed ","SKIED"
"37","Broadcasting bands ","AMFM"
"38","Actress Petty ","LORI"
"39","Tramped ","TROD"
"40","Initially ","ATFIRST"
"41","Official ","REF"
"42","Unpleasant thing to eat ","CROW"
"43","Swimmer's assignment ","LANE"
"44","""National Velvet"" author Bagnold ","ENID"
"45","Duke's grp. ","ACC"
"46","Hot beginning? ","THERMO"
"47","Film popular with female audiences ","CHICKFLICK"
"48","Tundra cover-up ","PARKA"
"49","On pins and needles ","ANTSY"
"50","Pother ","TODO"
"51","Punch responses ","OOFS"
"52","Leader of a lush life in Mayberry? ","OTIS"
"53","""Woe ___"" ","ISME"
"54","Drawer part ","KNOB"
"55","Fully developed ","RIPE"
"56","One of the Judds ","NAOMI"
"57","Sharpened ","EDGED"
"58","Poker ploy ","RAISE"
"59","DoubleStuf treat ","OREO"
"60","Source of some lows ","BARN"
"61","Foreign news source ","TASS"
"62","Huff ","SNIT"
"63","Big do ","AFRO"
"64","Chip maker ","ICEPICK"
"65","Sitcom set in Fort Courage ","FTROOP"
"66","Adidas alternative ","KEDS"
"67","Milan's La ___ ","SCALA"
"68","FedEx won't deliver to it ","POBOX"
"69","""The Wizard ___"" ","OFID"
"70","Some newts ","EFTS"
"71","Pin holder ","ETUI"
"72","Roe source ","SHAD"
"73","Big inits. in news ","NPR"
"74","Lived ","WAS"
