"","clues","answers"
"1","Poet Sandburg ","CARL"
"2","Sand bar ","SHOAL"
"3","Jemima, e.g. ","AUNT"
"4","Guy with an Irish Rose ","ABIE"
"5","""College Bowl"" host Robert ","EARLE"
"6","Chew (on) ","GNAW"
"7","Off-color ","SUGGESTIVE"
"8","New York theater award ","OBIE"
"9","Escalator alternative ","STAIRS"
"10","Boat propellers ","OARS"
"11","""___ Maria"" ","AVE"
"12","Tear-jerker in the kitchen ","ONION"
"13","""Bald"" baby bird ","EAGLET"
"14","Big toe woe ","BUNION"
"15","Patsy's pal on TV's ""Absolutely Fabulous"" ","EDINA"
"16","Dapper fellow ","DAN"
"17","Foe ","ENEMY"
"18","Numbskull ","DUNCE"
"19","Catch sight of ","ESPY"
"20","Saccharine ","SWEET"
"21","Garbage boat ","SCOW"
"22","Chartres chapeau ","BERET"
"23","""Deutschland uber ___"" ","ALLES"
"24","High season, on the Riviera ","ETE"
"25","Before the due date ","EARLY"
"26","African antelopes ","ELANDS"
"27","Actress Loren ","SOPHIA"
"28","Four-time Gold Glove winner Garvey ","STEVE"
"29","Chicken ___ king ","ALA"
"30","___ platter (Polynesian menu choice) ","PUPU"
"31","Bug's antenna ","FEELER"
"32","What not to yell in a crowded theater ","FIRE"
"33","Off-key ","DISCORDANT"
"34","Tied, as a score ","EVEN"
"35","Revolutionary patriot Allen ","ETHAN"
"36","Lo-cal ","LITE"
"37","Funnyman Foxx ","REDD"
"38","Horned zoo beast ","RHINO"
"39","Son of Seth ","ENOS"
"40","Elliot of the Mamas and the Papas ","CASS"
"41","Be next to ","ABUT"
"42","Latvia's capital ","RIGA"
"43","French Foreign ___ ","LEGION"
"44","Rap or jam periods ","SESSIONS"
"45","Stetson, e.g. ","HAT"
"46","Betelgeuse's constellation ","ORION"
"47","Thomas Edison's middle name ","ALVA"
"48","Looked lecherously ","LEERED"
"49","In the past ","AGO"
"50","Off-center ","UNBALANCED"
"51","Innocent ","NAIVE"
"52","Sound from an aviary ","TWEET"
"53","Sgt. Bilko ","ERNIE"
"54","Stated ","SAID"
"55","Street sign with an arrow ","ONEWAY"
"56","Wildebeests ","GNUS"
"57","Pedestal ","BASE"
"58","Off-guard ","UNPREPARED"
"59","Embroidered hole ","EYELET"
"60","Cotillion V.I.P. ","DEB"
"61","Director Brooks ","MEL"
"62","Bunkhouse beds ","COTS"
"63","Female sheep ","EWE"
"64","""You bet!"" ","YEAH"
"65","It's used for a call in Madrid ","TELEFONO"
"66","Excursion ","TRIP"
"67","Lifeguard, sometimes ","SAVER"
"68","Giver of compliments ","LAUDER"
"69","Thread's partner ","NEEDLE"
"70","Martini garnish ","OLIVE"
"71","Japanese dish ","SUSHI"
"72","___ helmet (safari wear) ","PITH"
"73","Reclined ","LAIN"
"74","Inner: Prefix ","ENTO"
"75","Finis ","END"
"76","Campbell's container ","CAN"
