"","clues","answers"
"1","Underlying ","BASAL"
"2","Foggy ","ADDLED"
"3","Thanksgiving and Pride both have one ","PARADE"
"4","Person who lives on discarded food ","FREEGAN"
"5","Dark-magic device with which to achieve immortality, in Harry Potter ","HORCRUX"
"6","""Desperate Housewives"" co-star ","LONGORIA"
"7","Boo-boo ","OUCHIE"
"8","Well done, in Italy ","MOLTOBENE"
"9","Makeup of some canopies ","TREES"
"10","Coarse flour ","MEAL"
"11","Gentle giant on ""Game of Thrones"" ","HODOR"
"12","Heartless ","COLD"
"13","Over and done with ","PAST"
"14","Actress Phillipa of Broadway's ""Hamilton"" ","SOO"
"15","Lacto-___ vegetarian ","OVO"
"16","Bordeaux et Bourgogne, par exemple ","VINS"
"17","Icy drink ","SLUSHIE"
"18","Cognitive contortions ","MENTALGYMNASTICS"
"19","Words read with feeling ","BRAILLE"
"20","Relieve ","EASE"
"21","Abraham Lincoln, for one: Abbr. ","REP"
"22","Enero o febrero, por ejemplo ","MES"
"23","Speed of sound ","MACH"
"24","Smallish branch ","SECT"
"25","Scissors Palace, Anita Haircut or Do or Dye (all real places!) ","SALON"
"26","Hose problem ","KINK"
"27","Man of the cloth ","PADRE"
"28","Familiar soap opera device ","PLOTTWIST"
"29","Scorches ","SINGES"
"30","Creates ","FASHIONS"
"31","An unrivaled champion, in slang ","THEGOAT"
"32","[More details below] ","SEENOTE"
"33","Comical character in ""A Midsummer Night's Dream"" ","BOTTOM"
"34","Brought (in) ","REELED"
"35","Secretly watch ","SPYON"
"36","Home to the largest football stadium in Europe ","BARCELONA"
"37","Like eyebrows ","ARCHED"
"38","Mumbai wraps ","SARIS"
"39","Together, musically ","ADUE"
"40","Justinian law ","LEX"
"41","Solvent ","AFLOAT"
"42","Like some ""Monty Python"" humor ","DROLL"
"43","Depression ","DENT"
"44","Danish tourist attraction with multiple play areas ","LEGOHOUSE"
"45","Result of a compliment, typically ","EGOBOOST"
"46","Ventured ","DARED"
"47","Kind of coffee made with a flask and a filter ","POUROVER"
"48","Young hombre ","NINO"
"49","Hair-straightening tool ","HOTCOMB"
"50","Atmospheric prefix ","AER"
"51","Like a breakup gone bad ","MESSY"
"52","Animal skin ailment ","MANGE"
"53","Tablets ","PILLS"
"54","/ or \ ","SLASH"
"55","One with a big heart? ","VALENTINE"
"56","Chips, e.g. ","SNACK"
"57","Gorilla with a job to do ","HIREDGOON"
"58","Kind of sandwich ","ICECREAM"
"59","Exercise with Zener cards ","ESPTEST"
"60","Chalamet of ""Dune"" ","TIMOTHEE"
"61","Fated ","MEANT"
"62","Shot an airball, say ","MISSED"
"63","Serenaded ","SANGTO"
"64","Screen rating, in brief? ","SPF"
"65","Regrettably ","ALAS"
"66","Schlump ","LOSER"
"67","Kunta ___ (""Roots"" role) ","KINTE"
"68","One of the seven gifts of the Holy Spirit, in Catholicism ","PIETY"
"69","Warm covering ","WOOL"
"70","Factory ","SHOP"
"71","Venue for many TV reruns ","TBS"
