"","clues","answers"
"1","In front ","AHEAD"
"2","Where a person in charge is making the rounds? ","BAR"
"3","Shouts, as an order ","BARKS"
"4","Lawn game ","BOCCE"
"5","Suffix with project ","ILE"
"6","___-garde ","AVANT"
"7","Units of firewood ","CORDS"
"8","___ Gatos, Calif. ","LOS"
"9","""Hawaii ___"" ","FIVEO"
"10","Why the hunter couldn't shoot the mallards? ","DUCKSOUTOFVIEW"
"11","""Wailing"" instrument ","SAX"
"12","The ""she"" in the lyric ""She's a good old worker and a good old pal"" ","SAL"
"13","Reason a cow swatted herself? ","FLIESINTHEFACE"
"14","AT&T Park team ","GIANTS"
"15","Who's doing this crossword ","YOU"
"16","Appropriate rhyme for ""cram"" ","EXAM"
"17","Leaves ","EXITS"
"18","Prankster ","IMP"
"19","Rome's ___ Fountain ","TREVI"
"20","Marathon marking ","MILE"
"21","Words of tribute ","ODE"
"22","His last words were ""The rest is silence"" ","HAMLET"
"23","Circus animals enjoying some chocolate? ","SEALSWITHAKISS"
"24","Fig. in annual reports ","CEO"
"25","Lead-in to long ","ERE"
"26","Whose conversation might be about shaggy hair and Himalayan peaks? ","YAKSONTHEPHONE"
"27","Novelist George ","ELIOT"
"28","Spoiled ","BAD"
"29","The end ","OMEGA"
"30","Big Swiss chocolatier ","LINDT"
"31","Stadium cheer ","OLE"
"32","Become one ","MERGE"
"33","Annual math celebration ","PIDAY"
"34","Checked off ","XED"
"35","Forest moon of the Ewoks ","ENDOR"
"36","""Black-ish"" network ","ABC"
"37","Home turf ","HOOD"
"38","Wedding dress shade ","ECRU"
"39","""Highway to Hell"" band ","ACDC"
"40","Combo office accessories ","DESKSETS"
"41","""___ Blues"" (Neil Simon play) ","BILOXI"
"42","Baseball family name ","ALOU"
"43","Traveler's convenience ","RESTSTOP"
"44","Confound ","BAFFLE"
"45","Tel ___ ","AVIV"
"46","Sitarist Shankar ","RAVI"
"47","Word with high or hole ","KNEE"
"48","Put away ","STOW"
"49","Reason for a parental reprimand ","SASS"
"50","Many a single-gear bicycle ","FIXIE"
"51","""The Greatest"" daughter? ","LAILA"
"52","""Experience what's inside"" sloganeer ","INTEL"
"53","N.L.'er wearing blue and orange ","NYMET"
"54","Physicist Enrico ","FERMI"
"55","Skating leaps ","AXELS"
"56","Places for Neanderthals ","CAVES"
"57","Give off ","EMIT"
"58","Crown inlays ","GEMS"
"59","Boob tube ","IDIOTBOX"
"60","Not-so-intimidating sort of test ","TAKEHOME"
"61","Wilson of ""The Royal Tenenbaums"" ","OWEN"
"62","Relative of a zither ","HARP"
"63","Who was instructed to ""Beam me up"" on old TV ","SCOTTY"
"64","Obeyed ","HEEDED"
"65","Crowdsourced review site ","YELP"
"66","Et ___ (and others) ","ALII"
"67","Tenderhearted ","KIND"
"68","Common mixer ","SODA"
"69","In good shape ","HALE"
"70","Unsettling dream, maybe ","OMEN"
"71","Put-down that nowadays may be worn as a badge of honor ","NERD"
"72","Frozen waffle brand ","EGGO"
"73","___ Lingus ","AER"
