"","clues","answers"
"1","You can sink your feet into them ","SHAGCARPETS"
"2","Bus line? ","STEPTOTHEREAR"
"3","Caribbean cruise port of call ","CHARLOTTEAMALIE"
"4","Diwali revelers ","HINDUS"
"5","Sprinted, perhaps ","RANARACE"
"6","Home of the Cotopaxi volcano ","ANDES"
"7","Early film actress Pitts ","ZASU"
"8","Rolling Stone cover subject ","IDOL"
"9","Abbr. after an author's name, maybe ","IBID"
"10","Marty's mentor in ""Back to the Future"" ","DOC"
"11","Where Japanese shares are bought and sold: Abbr. ","TSE"
"12","Mountain ","TON"
"13","Utah's ___ Mountains ","UINTA"
"14","Comparable to a wet hen ","ASMAD"
"15","Pointed warning? ","ENGARDE"
"16","This-and-that recording for a friend or a party ","MIXTAPE"
"17","Time immemorial ","AEONS"
"18","Van ___ of ""Double Team"" and ""Double Impact"" ","DAMME"
"19","Some ""wax"" ","LPS"
"20","___-Bo ","TAE"
"21","Beer may be on this ","TAP"
"22","Cement layer's work ","WALK"
"23","Word before and after ""against"" ","HOPE"
"24","Marvel Comics series ","XMEN"
"25","Major component of kidney stones ","URICACID"
"26","Hula-hoop, say ","GYRATE"
"27","Start of a series ","TELEVISIONPILOT"
"28","___ diet, food plan emphasizing olive oil, fish, fruit, vegetables and red wine ","MEDITERRANEAN"
"29","Gulf war offensive ","DESERTSTORM"
"30","Star performer's reward ","STANDINGO"
"31","Got together ","HERDED"
"32","Hotel room option ","COT"
"33","Draw ","ATTRACT"
"34","Birds with a name from Greek myth ","RHEAS"
"35","Squirt ","PEANUT"
"36","Most affected by pathos ","TEARIEST"
"37","Leaves alone, sometimes ","SALAD"
"38","It's guarded in a soccer game ","SHINBONE"
"39","""Copacabana"" antagonist ","RICO"
"40","Coffee alternative ","CHAITEA"
"41","Third-longest river of California ","EEL"
"42","Daydreamed, with ""out"" ","ZONED"
"43","Pulled off ","DID"
"44","Partner of Coburg, historically ","SAXE"
"45","Major in astronomy? ","URSA"
"46","Site of the King Hussein Mosque ","AMMAN"
"47","Language of India with a palindromic name ","MALAYALAM"
"48","Home of Lawrence University ","APPLETON"
"49","Accessories for a secretary ","DESKSET"
"50","Go ahead of ","ANTECEDE"
"51","Dennis the Menace, for one ","IMP"
"52","Accepted bad treatment ","ATEDIRT"
"53","Heat up ","EXCITE"
"54","Like someone who's been fooled before ","WARIER"
"55","Wickiup, for one ","HUT"
"56","Self-styled ""Family City U.S.A."" ","OREM"
"57","Scrooge McDuck, notably ","MISER"
"58","Sleep: Prefix ","HYPNO"
"59","National competitor ","AVIS"
"60","Swatter's target ","GNAT"
"61","Places for gurneys, for short ","ORS"
