"","clues","answers"
"1","Like major channels ","NAVIGABLE"
"2","Term ender ","FINAL"
"3","Tartish ","ACIDULOUS"
"4","""Waterworld"" girl ","ENOLA"
"5","Singles bar acquisition ","TELEPHONENUMBER"
"6","Notwithstanding ","DESPITE"
"7","Texas college or its locale ","ODESSA"
"8","Kind of agent ","IRS"
"9","Spoon handle ","STEM"
"10","Upright ","SPINET"
"11","Dismissed ","LAIDOFF"
"12","Palm Springs and others ","OASES"
"13","Like some forces in the Balkans ","NATO"
"14","Range ","ROAM"
"15","Eastman invention ","FILM"
"16","Bank deposit, e.g. ","PAYIN"
"17","Against ","INTO"
"18","Relative diagram ","TREE"
"19","Dutch ___ ","OVEN"
"20","Quarterback known as ""The Snake"" ","STABLER"
"21","Completely new ","REMADE"
"22","Dudley Do-Right's love ","NELL"
"23","Night deposit? ","DEW"
"24","One of Rocky's rivals ","APOLLO"
"25","Hardly holy ","GODLESS"
"26","""Over my dead body!"" ","NOTIFICANHELPIT"
"27","Give one-on-one help ","TUTOR"
"28","Piccolo relative ","ALTOFLUTE"
"29","Obdurate ","STONY"
"30","You wouldn't want to be in this! ","PASTTENSE"
"31","Actor Pendleton ","NAT"
"32","Shot one ","ACED"
"33","Foul ","VILE"
"34","Rainbow fish ","GUPPIES"
"35","Pete Fountain collaborator ","ALHIRT"
"36","Fires ","BOOTS"
"37","Moon over my ami? ","LUNE"
"38","Abilene-to-Waco dir. ","ESE"
"39","Quarreled bitterly ","FEUDED"
"40","Many a tribute title ","INMEMORIAM"
"41","Wealthy Londoners ","NOBS"
"42","Round in the pub ","ALES"
"43","Olympic skier Magoni ","LARA"
"44","Knickknack ","NOTION"
"45","Pillow material ","SATIN"
"46","Luge event ","PAIRS"
"47","Mont-Saint-Michel, e.g. ","ISLET"
"48","Strangulation victim of myth ","NEMEANLION"
"49","___ cake ","LAYER"
"50","""Julia"" star ","FONDA"
"51","Without a choice in the matter ","FATED"
"52","Omphaloskepsis focus ","NAVEL"
"53","Gourmand's wish ","MORE"
"54","Greek for ""many"" ","POLLOI"
"55","Where to spot a ringer ","BELFRY"
"56","More than popular ","REDHOT"
"57","Taboos ","DONTS"
"58","Sugar bowl team? ","ANTS"
"59","Displease Santa, in a way ","POUT"
"60","Conductor Luening ","OTTO"
"61","Showy ","GALA"
"62","George Sand's ""___ et lui"" ","ELLE"
"63","Centrifugalized ","SPUN"
"64","Isn't off one's rocker ","SITS"
"65","Diamond topper ","CAP"
"66","Three-way joint ","TEE"
