"","clues","answers"
"1","Common street food purveyor ","TACOTRUCK"
"2","Big name in dining guides ","ZAGAT"
"3","Port city built on a crater of an ancient volcano ","ADENYEMEN"
"4","Make a slight correction? ","ATONE"
"5","O.K. ","TOLERABLE"
"6","Common treatment for anxiety and panic disorders ","XANAX"
"7","Design credential ","ARTDEGREE"
"8","Elaboration phrase ","IDEST"
"9","Lo-___ ","RES"
"10","C, as in coach? ","AISLESEAT"
"11","Very far from ","NONETOO"
"12","Sex drive? ","LOVERSLANE"
"13","Commercial suffix akin to -apalooza ","ORAMA"
"14","Bottled spirits? ","GENII"
"15","Dance prop for Fred Astaire ","CANE"
"16","Lab assistant in ""Young Frankenstein"" ","INGA"
"17","Royal flush in draw poker, say ","PATHAND"
"18","Long part of a longarm ","GUNBARREL"
"19","Something to chew on ","CUD"
"20","Bacchanal ","WILDPARTY"
"21","""Beavis and Butt-head"" spinoff ","DARIA"
"22","Once more ","OVERAGAIN"
"23","Extra ","ADDON"
"24","Go from variable to fixed-rate, say ","REFINANCE"
"25","Binary response option ","YESNO"
"26","Language whose alphabet went from Arabic to Latin to Cyrillic ","TATAR"
"27","Can't get enough of ","ADORE"
"28","Worshipers of the goddess Rhiannon ","CELTS"
"29","Linear ","ONED"
"30","Lebanese city on the Mediterranean ","TYRE"
"31","First family with the dogs Lucky and Rex ","REAGANS"
"32","Darkest moon of Uranus, whose name is related to the Latin for ""shadow"" ","UMBRIEL"
"33","Keyboard instrument heard in ""Dance of the Sugar Plum Fairy"" ","CELESTA"
"34","Use, as a prie-dieu ","KNEELON"
"35","Line of depth ","ZAXIS"
"36","Hopelessly stuck ","ATADEADEND"
"37","Cooperated (with) ","GONEALONG"
"38","Evil stepsister of Cinderella, in Disney ","ANASTASIA"
"39","Word with book or box ","TEXT"
"40","Nondiscriminatory hiring abbr. ","EOE"
"41","Victim of Hercules' first labor ","NEMEANLION"
"42","Mouths: Lat. ","ORA"
"43","First name of the first man to walk on the moon ","NEIL"
"44","Sets of points on graphs ","LOCI"
"45","Fruity refreshment ","ORANGEADE"
"46","Leaders of movements ","VANGUARDS"
"47","Lead-in to X or Y ","GEN"
"48","New Deal agcy. that helped build La Guardia Airport ","WPA"
"49","One really trying ","STRIVER"
"50","Progressives ","THELEFT"
"51","Sword-bearing shoulder belt ","BALDRIC"
"52","Aid to digestion ","BEANO"
"53","Origami creation ","CRANE"
"54","Upstate New York college ","UTICA"
"55","Synthetic fiber once used in wigmaking ","DYNEL"
"56","Kind of card, familiarly ","BDAY"
"57","Part of a French door ","PANE"
"58","Ice cream thickener ","AGAR"
