"","clues","answers"
"1","Luxuriate ","BASK"
"2","Bread that may be stuffed with shawarma ","PITA"
"3","Moves like a dog's tail ","WAGS"
"4","Clamp that transposes a guitar's pitch ","CAPO"
"5","""Hurry! We're late!"" ","CMON"
"6","Horse, in Latin ","EQUUS"
"7","Unfair dig in an argument ","CHEAPSHOT"
"8","""We ___ please"" ","AIMTO"
"9","Actress Ward of ""CSI: NY"" and ""FBI"" ","SELA"
"10","Choose ","ELECT"
"11","Red October in ""The Hunt for Red October,"" e.g. ","SUB"
"12","San Francisco neighborhood with the GLBT Historical Society Museum, with ""the"" ","CASTRO"
"13","""I'm not THAT gullible!"" ","OHSURE"
"14","""Not feeling it"" ","NAH"
"15","Witnessed ","SEEN"
"16","One pitching in ","HELPER"
"17","Scratch like an unhappy tabby ","CLAWAT"
"18","Sci-fi or horror ","GENRE"
"19","Challenge for a translator, maybe ","IDIOM"
"20","What free TV usually comes with ","ADS"
"21","Elephant of children's literature ","BABAR"
"22","""Me too!"" ","SODOI"
"23","Quick plunge ","DIP"
"24","Sky-blue ","AZURE"
"25","Cataclysm in the lore of many world cultures ","FLOOD"
"26","Space missions that collect data without landing ","FLYBYS"
"27","Professional occupation ","CAREER"
"28","Actor ___ Patrick Harris ","NEIL"
"29","Article of cricket equipment ","BAT"
"30","Opposed (to) ","AVERSE"
"31","Distilled coal product used to preserve wood ","TAROIL"
"32","Maya who designed the Vietnam Veterans Memorial ","LIN"
"33","Some travel packages ","TOURS"
"34","Roughly half of binary code ","ONES"
"35","Unleavened Passover staple ","MATZO"
"36","On again, as a flame or romance ","REIGNITED"
"37","Oktoberfest vessel ","STEIN"
"38","Swanky party ","GALA"
"39","In the area ","NEAR"
"40","Upper hand ","EDGE"
"41","Ice cream brand ","EDYS"
"42","Green that might go in a smoothie ","KALE"
"43","Include covertly in an email thread ","BCC"
"44","Sounds of bliss ","AAHS"
"45","Electronic device for a person with voice impairment ","SPEECHAID"
"46","Eucalyptus-eating ""bear"" ","KOALA"
"47","Mac alternatives ","PCS"
"48","Egotist's ""The party can start now!"" ","IMHERE"
"49","Response from someone who merely glanced at an online post, maybe ","TOOLONGDIDNTREAD"
"50","Poker buy-in ","ANTE"
"51","What a U.F.O. might turn out to be ","WEATHERBALLOON"
"52","E.P.A. pollution stat ","AQI"
"53","Clogs, as a machine or process ","GUMSUP"
"54","Surgeon's stitch ","SUTURE"
"55","Clearheaded ","SOBER"
"56","Go through one of life's significant moments ","PASSAMILESTONE"
"57","Journalist/political analyst Nate ","COHN"
"58","Vietnamese New Year ","TET"
"59","Sordid ","SLEAZY"
"60","Long-running CBS police drama ","NCIS"
"61","Designer Gucci ","ALDO"
"62","Low-frequency speaker ","WOOFER"
"63","Mind reader's ability, in brief ","ESP"
"64","Hubbub ","ADO"
"65","Beverage mixed with tapioca pearls ... or a description of this puzzle's circled letters? ","BUBBLETEA"
"66","One of the Starks on ""Game of Thrones"" ","ARYA"
"67","Breather ","REST"
"68","Black-and-white cookie ","OREO"
"69","Christmas tree ","FIR"
"70","Quiets ","CALMS"
"71","Pilot a plane ","AVIATE"
"72","Like apartments and many tuxedos ","RENTED"
"73","With little effort ","EASILY"
"74","Bold way to solve a sudoku ","ININK"
"75","Impulse ","URGE"
"76","Notary public's authorizing stamp ","SEAL"
"77","Sharp turn ","ZIG"
"78","Nitrous oxide, e.g. ","GAS"
"79","""Dr."" who performed at the Super Bowl LVI halftime show ","DRE"
