"","clues","answers"
"1","Heartbeat ","PULSE"
"2","Impersonator in ""Little Red Riding Hood"" ","WOLF"
"3","Heavy, durable furniture wood ","TEAK"
"4","Santa ___ racetrack ","ANITA"
"5","Jai ___ ","ALAI"
"6","Folkie Guthrie ","ARLO"
"7","Think tank products ","IDEAS"
"8","Not so much ","LESS"
"9","Skeptic ","DOUBTINGTHOMAS"
"10","Web address ender ","EDU"
"11","""Little"" girl of ""Uncle Tom's Cabin"" ","EVA"
"12","Washed (down), as a sidewalk ","HOSED"
"13","Just managed, with ""out"" ","EKED"
"14","Historic time ","ERA"
"15","Cut ___ (dance) ","ARUG"
"16","Ways ","MODES"
"17","Nose-in-the-air type ","SNOB"
"18","Snoring sound ","ZZZ"
"19","Plain crazy ","LOCO"
"20","Scalds, e.g. ","BURNS"
"21","Baseball stat ","RBI"
"22","Hoopsters' org. ","NBA"
"23","Tobacco plug ","CHAW"
"24","Jacob's twin ","ESAU"
"25","Designer Donna ","KARAN"
"26","Wintry ","COLD"
"27","Angry outburst ","RANT"
"28","Turn inside out ","EVERT"
"29","Meowers ","CATS"
"30","Bend in the wind ","SWAY"
"31","Settled up ","PAID"
"32","Nullify ","UNDO"
"33","Stead ","LIEU"
"34","Knife ","STAB"
"35","Where Cockney is spoken in London ","EASTEND"
"36","Heavy, durable furniture wood ","WALNUT"
"37","Designer Cassini ","OLEG"
"38","Bringing up the rear ","LAST"
"39","Unfriendly looks ","FISHEYES"
"40","I.R.S. worker ","TAXMAN"
"41","Humorist Bombeck ","ERMA"
"42","""Oh, woe!"" ","ALAS"
"43","Some boxing wins, briefly ","KOS"
"44","Wedding words ","IDO"
"45","""Ars Amatoria"" poet ","OVID"
"46","Maker of the Rodeo ","ISUZU"
"47","Computer storage unit, informally ","MEG"
"48","Words before roses or lettuce ","BEDOF"
"49","Instrument making HI notes? ","UKE"
"50","Variety ","GENRE"
"51","Do post-laundry work ","IRON"
"52","Setters of indents ","TABS"
"53","Having a bit of smog ","HAZY"
"54","Ricelike pasta ","ORZO"
"55","Nicknames ","MONIKERS"
"56","Columbus Day's mo. ","OCT"
"57","Pharmaceutical workplaces ","LABS"
"58","Relative of a quilt ","BLANKET"
"59","After-Christmas shopping scenes ","CROWDS"
"60","Working, as a police officer ","ONDUTY"
"61","Sash in Sapporo ","OBI"
"62","""Stop!"" ","WHOA"
"63","""Stop!"" ","HALT"
"64","""The Last Time ___ Paris"" ","ISAW"
"65","Comic Carvey ","DANA"
"66","""I ___ at the office"" ","GAVE"
"67","Wee warbler ","WREN"
"68","Male deer ","HART"
"69","Not duped by ","ONTO"
