"","clues","answers"
"1","Presses (down) ","TAMPS"
"2","Org. for the Houston Dynamo and Austin F.C. ","MLS"
"3","Along for the ride, say ","INTOW"
"4","""Yeah, lunch now works for me"" ","ICOULDEAT"
"5","Taurasi who leads the W.N.B.A. in career scoring ","DIANA"
"6","Showing promise ","LOOKINGUP"
"7","Tag ","LABEL"
"8","What you'd love to own and drive ","DREAMCAR"
"9","Acknowledgment with a shrug ","WELLOK"
"10","""This ___ here!"" ","ENDS"
"11","Partner of day ","AGE"
"12","Spirals out over the winter holidays? ","HAMS"
"13","Endorsement, for short ","REC"
"14","Gymnast Mary ___ Retton ","LOU"
"15","Unearned advantage based on sex ","MALEPRIVILEGE"
"16","Hit HBO series based on a Liane Moriarty novel ","BIGLITTLELIES"
"17","What ""minuscule"" is often misspelled with ","ANI"
"18","Stub hub? ","TOE"
"19","Prep class subject, for short ","LSAT"
"20","Costa ___ ","RICA"
"21","Activity common in nightclubs, in brief ","PDA"
"22","Italian for ""so"" ","COSI"
"23","Tab on a Google search ","IMAGES"
"24","Band together against ","GANGUPON"
"25","Lite ","LOCAL"
"26","Question that's rarely a sign of good news ","CANWETALK"
"27","Buncha ","LOTTA"
"28","Get overly personal, perhaps ","HITANERVE"
"29","Environmentalist Adams ","ANSEL"
"30","They're good to know ","INS"
"31","Compound with a fruity smell ","ESTER"
"32","Key symbol near ""!"" ","TILDE"
"33","Tough nut to crack ","ACORN"
"34","Sang part of ""Old MacDonald"" ","MOOED"
"35","Beadlike bit on a surfer's necklace ","PUKASHELL"
"36","Improbable ","SLIM"
"37","Ginormous ","MEGA"
"38","Garage brand ","STP"
"39","Like some threats ","IDLE"
"40","""Slow Hands"" singer ___ Horan ","NIALL"
"41","Four on the floor? ","TABLELEGS"
"42","Like tutoring, typically ","ONEONONE"
"43","Peaceful protest ","WALKOUT"
"44","Party org. ","DNC"
"45","Pests for a grain farmer ","WEEVILS"
"46","Be sycophantic ","GROVEL"
"47","Had quite a trip? ","ATEIT"
"48","Styles associated with the Beatles ","MOPTOPS"
"49","Taken care of, with ""out"" ","SORTED"
"50","___ Cruz, so-called ""Queen of Salsa"" ","CELIA"
"51","Hat tricks are seen in them ","MAGICACTS"
"52","""Thanks a ___!"" ","MIL"
"53","Parts of many rom-coms ","MEETCUTES"
"54","Quick post-wedding getaway ","MINIMOON"
"55","World's largest pasta producer ","BARILLA"
"56","Fire ___ (gemstone) ","AGATE"
"57","""Wasn't the first time enough?!"" ","AGAIN"
"58","Genre for Bridget Riley's ""Shadow Play"" ","OPART"
"59","Crack ","SOLVE"
"60","Aide for a cartoonist ","INKER"
"61","It doesn't offer flights on Saturday mornings ","ELAL"
"62","Workers you wouldn't want to see in the office? ","ANTS"
"63","Group co-founded by Eazy-E ","NWA"
"64","Splicing target ","GENE"
"65","X ","CHI"
