"","clues","answers"
"1","Nosh ","BITE"
"2","Only O.T. book that never mentions God: Abbr. ","ESTH"
"3","Jack who could eat no fat ","SPRAT"
"4","Certain charge card, informally ","AMEX"
"5","Aria, typically ","SOLO"
"6","Ragú rival ","PREGO"
"7","Tiffany creation ","LAMP"
"8","Ones ranking below cpls. ","PFCS"
"9","Conger catcher ","EELER"
"10","Bit of derring-do ","EXPLOIT"
"11","Here and now ","PRESENT"
"12","Alpha's opposite ","OMEGA"
"13","""Swan Lake"" swan ","ODETTE"
"14","Put the tape back to the start ","REWIND"
"15","French actor Alain ","DELON"
"16","Cremona craftsman ","AMATI"
"17","Pastoral poem ","IDYL"
"18","Big mouth, slangily ","TRAP"
"19","___ Pinafore ","HMS"
"20","Photo blowup: Abbr. ","ENL"
"21","When doubled, a food fish ","MAHI"
"22","Oboe or clarinet ","REED"
"23","Big tournaments for university teams, informally ","NCAAS"
"24","Fled to wed ","ELOPED"
"25","Nickelodeon's parent company ","VIACOM"
"26","Anglo-___ ","SAXON"
"27","Aromatic sticks ","INCENSE"
"28","Home entertainment centerpiece ","CONSOLE"
"29","Producer of sweat and tears, but not blood ","GLAND"
"30","""Go ahead!"" ","DOIT"
"31","Done ","OVER"
"32","Painting surface ","GESSO"
"33","Auto on the autobahn ","AUDI"
"34","In the cellar ","LAST"
"35","Web-footed mammal ","OTTER"
"36","Catchall abbreviation ","MISC"
"37","""What ___?"" ","ELSE"
"38","Unit of cotton ","BALE"
"39","Supersized movie screen format ","IMAX"
"40","Short-term worker, for short ","TEMP"
"41","Take advantage of ","EXPLOIT"
"42","Spotted ","ESPIED"
"43","Start of either syllable in ""ginger"" ","SOFTG"
"44","An attentive doc gives it to a patient ","TLC"
"45","Doctor's place: Abbr. ","HOSP"
"46","Swimwear brand ","SPEEDO"
"47","Show, in a show-and-tell ","PRESENT"
"48","Lease to a new tenant ","RELET"
"49","Rich cake ","TORTE"
"50","___ vincit amor ","OMNIA"
"51","Status symbol car, familiarly ","ROLLS"
"52","Prepare to drive, as a golf ball ","ADDRESS"
"53","Obama adviser Emanuel ","RAHM"
"54","Austen novel ","EMMA"
"55","Get the grime off ","WASH"
"56","Gave the once-over ","EYED"
"57","Invention starter ","IDEA"
"58","Sign on for another tour ","REUP"
"59","A chip or two to start with ","ANTE"
"60","Said ""Not guilty!,"" e.g. ","PLED"
"61","Small amounts ","DRAMS"
"62","Permanent provider ","SALON"
"63","Make boiling mad ","INCENSE"
"64","Say ""There, there"" to, say ","CONSOLE"
"65","Wonderfully foreign ","EXOTIC"
"66","""The Road"" star Mortensen ","VIGGO"
"67","Fjord, e.g. ","INLET"
"68","""With ___ of thousands!"" (movie ad boast) ","ACAST"
"69","They turn litmus paper red ","ACIDS"
"70","Cheese with a red coat ","EDAM"
"71","Ellipsoid ","OVAL"
"72","Minus ","LESS"
"73","Art Deco artist ","ERTE"
"74","Non's opposite ","OUI"
