"","clues","answers"
"1","Players in a play ","CAST"
"2","In a while ","ANON"
"3","One of thousands in a Rose Bowl float ","PETAL"
"4","Prussia's ___ von Bismarck ","OTTO"
"5","Fat-removing surgery, for short ","LIPO"
"6","Extreme pain ","AGONY"
"7","Caboose's location ","REAR"
"8","Ode or sonnet ","POEM"
"9","Shrink in fear ","COWER"
"10","""Jeez, lighten up, will ya!"" ","GIMMEABREAK"
"11","Ram's mate ","EWE"
"12","How extraterrestrials come, we hope ","INPEACE"
"13","Think (over) ","MULL"
"14","U.S. intelligence org. ","NSA"
"15","Bombarded, as with questions ","PEPPERED"
"16","Ham it up ","EMOTE"
"17","Score in hockey ","GOAL"
"18","Black-tie charity event, maybe ","GALA"
"19","Sprinted ","RAN"
"20","As expected ","ONCUE"
"21","Long-running CBS drama ","CSI"
"22","The ""I"" of I.M.F.: Abbr. ","INTL"
"23","Abode in Aachen ","HAUS"
"24","Earns ","MAKES"
"25","Pieces of evidence in court ","EXHIBITS"
"26","Grammy winner ___ Nas X ","LIL"
"27","Replacement for the lira and mark ","EURO"
"28","Faux fireplace items ","GASLOGS"
"29","U.S.S.R. intelligence org. ","KGB"
"30","Like medical expenses you pay for yourself ","OUTOFPOCKET"
"31","Long (for) ","YEARN"
"32","What a wheel connects to ","AXLE"
"33","Author/journalist Quindlen ","ANNA"
"34","Cove ","INLET"
"35","Order to someone holding a deck of cards ","DEAL"
"36","On/off device ","VALVE"
"37","Fare for aardvarks ","ANTS"
"38","Letters on love letters ","SWAK"
"39","Welsh ___ (dog) ","CORGI"
"40","Had dinner at home ","ATEIN"
"41","It may say ""Forever"" ","STAMP"
"42","Suffering ","TORMENT"
"43","Andean animal valued for its wool ","ALPACA"
"44","Iditarod terminus ","NOME"
"45","Get stuff ready to go ","PACKUP"
"46","Bigheadedness ","EGO"
"47","Bar from the bathroom? ","TOWELRACK"
"48","Once more ","ANEW"
"49","Muse's instrument ","LYRE"
"50","""At ___, soldier!"" ","EASE"
"51","Enough ","AMPLE"
"52","Turkey drumstick, e.g. ","LEG"
"53","Hocus-___ ","POCUS"
"54","Évian and Perrier ","EAUS"
"55","Alternatively ","ELSE"
"56","Speaker's platform ","DAIS"
"57","Great Lake with the smallest volume ","ERIE"
"58","Tail-less cat ","MANX"
"59","Alert ","ONTHEBALL"
"60","Insect you may swat away ","GNAT"
"61","State school SE of Columbus, in brief ","OHIOU"
"62","Lucy of TV's ""Elementary"" ","LIU"
"63","Kind of soup often served at a sushi bar ","MISO"
"64","Sign of online shouting ","ALLCAPS"
"65","Literary Emily or Charlotte ","BRONTE"
"66","Places for tiny U.S. flags ","LAPELS"
"67","Key for Debussy's ""La fille aux cheveux de lin"" ","GFLAT"
"68","""All righty then ..."" ","OKNOW"
"69","Italian city known for its salami ","GENOA"
"70","What holds up an ear of corn ","STALK"
"71","Ukraine's capital, to Ukrainians ","KYIV"
"72","Actress Rowlands ","GENA"
"73","""Look what I did!"" ","TADA"
"74","Animals in a yoke ","OXEN"
"75","Gun, as an engine ","REV"
