"","clues","answers"
"1","It isn't much ","TAD"
"2","Elemental ","BASIC"
"3","Penguins and Sharks are found in it ","RINK"
"4","The ""U"" in U.X. ","USER"
"5","Actress Alexander of ""Living Single"" ","ERIKA"
"6","Phone tapping target? ","ICON"
"7","Go, go, go ","RACE"
"8","Seeking a dry Italian wine? ","AFTERSOAVE"
"9","""Pick me! Pick me!"" ","OHOHOH"
"10","Tankard filler ","ALE"
"11","""Don't reckon so"" ","NAW"
"12","Screen makeup ","WIREMESH"
"13","Taking care of business ","ONIT"
"14","Fervor over Senator Rubio? ","MARCOMADNESS"
"15","Put on ","DON"
"16","Political columnist Peggy ","NOONAN"
"17","Like many tracks ","OVAL"
"18","Graphic text? ","EMOJI"
"19","___ favor ","POR"
"20","Muse of memory ","MNEME"
"21","Year in Tuscany ","ANNO"
"22","Colorful woven shawl ","SERAPE"
"23","Just released ","NEW"
"24","Blazer worn next to a blaze? ","FIRESIDECOAT"
"25","Plenty ","ALOT"
"26","They might get busted at a rock concert ","EARDRUMS"
"27","Road trip respite ","INN"
"28","Valuable diamond ","ACE"
"29","Rip into ","TEARAT"
"30","TV show about a group of whales? ","PODPROGRAM"
"31","""Good one!"" ","NICE"
"32","Concern for Cupid ","AMOR"
"33","Cafe order ","MOCHA"
"34","Roger who wrote ""A Season in the Sun"" ","KAHN"
"35","Showroom display ","DEMO"
"36","Tough spot to get out ","STAIN"
"37","Best-selling author of legal thrillers ","TUROW"
"38","Kirin alternative ","ASAHI"
"39","Furnishings ","DECOR"
"40","Come to the rescue ","BEAHERO"
"41","Bit of yapping ","ARF"
"42","___ pretty ","SIT"
"43","Carnival locale, briefly ","RIO"
"44","[speechless!] ","ICANTEVEN"
"45","Stellar phenomenon ","NOVA"
"46","Had down ","KNEW"
"47","Take up again, in a way ","REHEM"
"48","What a paper airplane may represent ","SEND"
"49","Saudi neighbor ","OMANI"
"50","Checked (out) ","SCOPED"
"51","Roast target, e.g. ","HONOREE"
"52","Aware of ","INON"
"53","One of a percussive pair ","MARACA"
"54","""Me too!"" ","SAME"
"55","Whole bunch ","SLEW"
"56","Like many signers ","DEAF"
"57","Prefix with bus or science ","OMNI"
"58","Like the results of loaded dice ","NONRANDOM"
"59","Gettysburg general ","MEADE"
"60","Light shows? ","SITCOMS"
"61","Best Actress Oscar winner between Bullock and Streep ","PORTMAN"
"62","Take off ","SOAR"
"63","Sedative, for short ","TRANK"
"64","Husband of Bathsheba ","URIAH"
"65","Court recorder ","STENO"
"66","Big Apple product ","IPAD"
"67","Home to Alaska's oldest newspaper ","NOME"
"68","Feat for a performer, in brief ","EGOT"
"69","No amateur ","PRO"
"70","Victrola maker ","RCA"
"71","Tuna variety ","AHI"
