"","clues","answers"
"1","""Alas"" ","SOSAD"
"2","""Chariots of the Gods"" author Erich Von ___ ","DANIKEN"
"3","John Denver's ""___Song"" ","ANNIES"
"4","Iridescent ","OPALINE"
"5","Jordan River's outlet ","DEADSEA"
"6","Extirpates ","UPROOTS"
"7","Yodeler's perch ","ALP"
"8","Apt to fall apart ","CRUMBLY"
"9","Astuteness ","WIT"
"10","Start of a classic question ","TOBE"
"11","Twinkle-toed ","AGILE"
"12","Size up ","RATE"
"13","Abraham's wife in Genesis ","SARAI"
"14","Ship's heading ","ENE"
"15","Husky-voiced singer from Vienna ","LENYA"
"16","Post-kickoff game status ","FIRSTANDTEN"
"17","Rudolph Valentine, e.g. ","MATINEEIDOL"
"18","Kind of suit ","CLASSACTION"
"19","Israel's Arens ","MOSHE"
"20","""My mamma done ___ me"" ","TOL"
"21","Welles of the Mercury Theater ","ORSON"
"22","Play money? ","ANTE"
"23","Fire fighter ","WATER"
"24","God of destruction ","SIVA"
"25","Reagan program: Abbr. ","SDI"
"26","Calif. neighbor ","NEV"
"27","Food preservative ","TINFOIL"
"28","Get cozy ","SNUGGLE"
"29","Mark a marker? ","ENGRAVE"
"30","Some car deals ","RESALES"
"31","Singer James and others ","ETTAS"
"32","Former AI-Qubbah Palace residents ","SADATS"
"33","Visored hat style ","SNAPBRIM"
"34","Go to bat for ","AID"
"35","Family tree abbr. ","DESC"
"36","Traitorous ones ","DOUBLEDEALERS"
"37","Beatles record label ","APPLE"
"38","___ a one ","NARY"
"39","Of a Plains people ","KIOWAN"
"40","Something or someone ","ENTITY"
"41","Lipton competitor ","NESTEA"
"42","Word repeated in a Doris Day song ","SERA"
"43","Site of one of Hercules's labors ","AUGEANSTABLES"
"44","F. Scott Fitzgerald's birthplace ","MINNESOTA"
"45","Otologist's case ","EARACHE"
"46","Impressionist collection ","RENOIRS"
"47","Carpet fiber ","ISTLE"
"48","Resulted in ","LEDTO"
"49","Argentine aunt ","TIA"
"50","Mannerism ","TIC"
"51","Blowing one's cool ","LOSINGIT"
"52","""Billy Budd,"" e.g. ","NOVELLA"
"53","Chess or bridge ranking ","MASTER"
"54","Sir Frederick Ashton ballet ","ONDINE"
"55","Smarts ","STINGS"
"56","Adam and Eve lacked them ","NAVELS"
"57","Give up ","WAIVE"
"58","Where exes are made ","RENO"
"59","Scuttle load ","COAL"
"60","Adjust ","TUNE"
"61","Brother ","FRA"
"62","Pick up ","GET"
