"","clues","answers"
"1","Shindigs ","PARTIES"
"2","Elf costume add-ons, maybe ","EARTIPS"
"3","Overwhelmingly ","INAROMP"
"4","Property receiver ","ALIENEE"
"5","Vitamin A ","RETINOL"
"6","Game with four jokers ","CANASTA"
"7","Qty. ","AMT"
"8","Like loot, often ","STASHED"
"9","Caste member ","ANT"
"10","Spilled the beans ","TOLD"
"11","Abbr. often repeated redundantly ","ETC"
"12","Detection device ","SONAR"
"13","Monterrey month ","ENERO"
"14","Big truck ","RIG"
"15","Big truck ","SEMI"
"16","Asian goatlike animal ","SEROW"
"17","Official gemstone of Alaska ","JADE"
"18","___ school ","PREP"
"19","Latin lesson word ","AMAS"
"20","Preceded, with ""to"" ","LEDUP"
"21","Apple, e.g. ","POME"
"22","Set ","GEL"
"23","Loy of old Hollywood ","MYRNA"
"24","Weak ones ","RUNTS"
"25","Self-esteem ","EGO"
"26","End of many company names ","SONS"
"27","Cork's home: Abbr. ","IRE"
"28","Unchanged ","THESAME"
"29","Boxer's handler? ","VET"
"30","Made safe ","ENSURED"
"31","Composer Antonio ","SALIERI"
"32","Sequestering, legally speaking ","SEIZING"
"33","Cowardly ","UNBRAVE"
"34","Trudge ","TRAIPSE"
"35","Foreign currency unit ","PIASTER"
"36","Literally, ""daughter of the wind"" ","ANEMONE"
"37","Mojave Desert sight ","RATTLER"
"38","Prefix on many chemical compound names ","TRI"
"39","Plus and minus items ","IONS"
"40","Make a big scene? ","EMOTE"
"41","Comic book sound ","SPLAT"
"42","A pop ","EACH"
"43","Wings, zoologically ","ALAE"
"44","Orange coats ","RINDS"
"45","Leaves with a caddy? ","TEA"
"46","More cracked ","INSANER"
"47","Sweets, e.g. ","PETNAME"
"48","Cruise, say ","SEATRIP"
"49","Weight training unit ","DROPSET"
"50","Fish-eating raptors ","OSPREYS"
"51","""You ___ me!"" ","OWE"
"52","Head light? ","IDEA"
"53","Pick up ","GET"
"54","Be in sync ","JIBE"
"55","Not the most authoritative journalism source ","RAG"
"56","Slippery ___ ","ELM"
"57","""The one-l lama,"" to Ogden Nash ","APRIEST"
"58","Funeral attendee ","MOURNER"
"59","Result of butting heads? ","AMNESIA"
"60","Intended to convey ","DROVEAT"
"61","Upset ","UNNERVE"
"62","More sallow ","PASTIER"
"63","Word with club or mine ","STRIP"
"64","Fill the tank ","GASUP"
"65","Rial spender ","OMANI"
"66","Layers ","HENS"
"67","Sharpness ","EDGE"
"68","Island in the Arcipelago Toscano ","ELBA"
"69","Destination of many filings, for short ","IRS"
