"","clues","answers"
"1","Opportunity to hit ","ATBAT"
"2","Rocks in a bar ","ICE"
"3","Long green ","MOOLA"
"4","The Beatles' ""Eight Days ___"" ","AWEEK"
"5","Turf ","SOD"
"6","Result of eating ice cream too fast, possibly ","BRAINFREEZE"
"7","Moth-eaten ","OLD"
"8","Best guess: Abbr. ","EST"
"9","Fastens with a band ","GIRDS"
"10","""That is ___ ..."" (in other words) ","TOSAY"
"11","Town next to Elizabeth, N.J. ","ROSELLE"
"12","Flexible, electrically ","ACDC"
"13","Fondue dip ","MELTEDCHEESE"
"14","Bops hard ","WHAMS"
"15","Light as a feather ","AIRY"
"16","Pot's top ","LID"
"17","Spa wear ","ROBE"
"18","En ___ (all together) ","MASSE"
"19","Place for a ham ","DELI"
"20","Where Schwarzenegger was born: Abbr. ","AUS"
"21","""Lost our lease"" event ","SALE"
"22","Airplane seating option ","AISLE"
"23","Entreater's words ","PRETTYPLEASE"
"24","Asta's mistress ","NORA"
"25","The whole ___ (everything) ","SCHMEAR"
"26","Must, slangily ","GOTTA"
"27","Debaters debate it ","TOPIC"
"28","Shaq's alma mater: Abbr. ","LSU"
"29","Copy ","APE"
"30","Sunshine State vacation area ","FLORIDAKEYS"
"31","Snore letter ","ZEE"
"32","Largish combo ","NONET"
"33","Golfer Ernie ","ELS"
"34","Collar inserts ","STAYS"
"35","Quaint footwear ","SPATS"
"36","Color of waves of grain, in song ","AMBER"
"37","Sculpted figure ","TORSO"
"38","Bath toys ","BOATS"
"39","Comb stoppers ","TANGLES"
"40","Attic ","GARRET"
"41","Was in the red ","OWED"
"42","Dregs ","LEES"
"43","Shriner's topper ","FEZ"
"44","Missing many details ","SKETCHY"
"45","Kind of triangle ","ISOSCELES"
"46","RC, for one ","COLA"
"47","Whirling water ","EDDY"
"48","""___ 'er up!"" ","FILL"
"49","Pindar work ","ODE"
"50","One-named supermodel ","EMME"
"51","Plot unit ","ACRE"
"52","Studio prop ","EASEL"
"53","Insult, slangily ","DIS"
"54","Spot for a warm pie ","SILL"
"55","Falco of ""The Sopranos"" ","EDIE"
"56","Shawl or stole ","WRAP"
"57","Billing unit ","HOUR"
"58","Some voters ","ABSENTEES"
"59","Yucatán native ","MAYA"
"60","Grand Paradiso, for one ","ALP"
"61","Per ___ ","DIEM"
"62","Attacks from the air ","STRAFES"
"63","Sub sinkers, in slang ","ASHCANS"
"64","Young 'un ","TOT"
"65","Catches sight of ","ESPIES"
"66","Like gastric juice ","ACID"
"67","Dementieva of tennis ","ELENA"
"68","So far ","ASYET"
"69","Corrodes ","RUSTS"
"70","Stare intently ","GAZE"
"71","Kadett automaker ","OPEL"
"72","Fraternity party attire ","TOGA"
"73","Paris airport ","ORLY"
"74","Long. crosser ","LAT"
"75","Keystone lawman ","KOP"
