"","clues","answers"
"1","Eye affliction ","STYE"
"2","Wearing a long dress and a collar buttoned to the top, maybe ","PRIM"
"3","Was ","LIVED"
"4","Raise hell ","ACTUP"
"5","Évian and others ","EAUX"
"6","Harried ","RODE"
"7","Manuscript marks noting possible errors ","OBELI"
"8","Go on and on ","PRATE"
"9","Corps veterans ","EXMARINES"
"10","Painful prod ","REDHOTPOKER"
"11","Engagement gift ","DIAMONDSOLITAIRE"
"12","Turned on the waterworks ","WEPT"
"13","After-Christmas sale shoppers, e.g. ","MOBS"
"14","Papier-___ ","MACHE"
"15","Shows in a theater ","SCREENS"
"16","___ Nurmi, the Flying Finn ","PAAVO"
"17","Penne ___ vodka ","ALLA"
"18","Bygone party attire ","ZOOTSUITS"
"19","Part of a family ","SPECIES"
"20","Munic. official ","ALD"
"21","Showcase Showdown prize, perhaps ","DINETTESET"
"22","Stripe ","SORT"
"23","Down ","BLUE"
"24","Help desk sign ","ASKME"
"25","Fancy salad ingredients ","ARTICHOKEHEARTS"
"26","Easily beat all the competition ","DOMINATE"
"27","Petty ","MERE"
"28","Man with cups and pieces ","REESE"
"29","River separating continents ","URAL"
"30","Singular praise? ","KUDO"
"31","Speakeasy supply ","BATHTUBGIN"
"32","H.S. class ","ENG"
"33","Montréal-___ International Airport ","MIRABEL"
"34","Fair-haired ","TOWHEADED"
"35","Subject of a nursery rhyme that has only eight different words ","LONDONBRIDGE"
"36","English poet laureate Henry ","PYE"
"37","Singular ","LONE"
"38","Energy source ","STEAM"
"39","Having only the forepart visible, as a beast in heraldry ","ISSUANT"
"40","___ nerve (funny bone tingler) ","ULNAR"
"41","Untouchable, say ","TMAN"
"42","""A table, a chair, a bowl of fruit and a ___; what else does a man need to be happy?"": Albert Einstein ","VIOLIN"
"43","Historian's Muse ","CLIO"
"44","Big name in real estate ","CENTURYTWENTYONE"
"45","Classic name in chain restaurants ","PIZZERIAUNO"
"46","Like, with ""to"" ","ANALOGOUS"
"47","Spinning ","AREEL"
"48","Untagged, in tag ","NOTIT"
"49","Michelangelo's David, e.g. ","NUDE"
"50","Princess of literature ","OZMA"
"51","""Alas ..."" ","SADLY"
"52","""On the Beach"" author ","SHUTE"
"53","Showed disdain, in a way ","SPAT"
"54","Gray side ","REBS"
"55","Origin ","SEED"
"56","Get ready to take off ","TAXI"
"57","Desert in the Southwest ","YUMA"
"58","This is a test ","EXAM"
"59","It may be fine or fine art ","PRINT"
"60","Typeface imitative of handwriting ","RONDE"
"61","Words of explanation ","IDEST"
"62","Quark/antiquark pairs ","MESONS"
"63","""Full House"" actress Loughlin ","LORI"
"64","""Su-u-ure"" ","IBET"
"65","Sacred Hindu text ","VEDA"
"66","Christian of the cloth? ","DIOR"
"67","Killer ___ ","APP"
"68","One with prier engagements? ","CROWBAR"
"69","Leaves ","TAKESAWALK"
"70","Sch. near the Rio Grande ","UTEP"
"71","Cheeky ","PERT"
"72","Pro ___ ","TEM"
"73","Like some petticoats ","LACY"
"74","Symphony, e.g. ","OPUS"
"75","""Zoom-zoom"" sloganeer ","MAZDA"
"76","Eponymous Dr. Alzheimer ","ALOIS"
"77","Dull, hollow sound ","CLONK"
"78","Often-anonymous intimidation technique ","HATEMAIL"
"79","Author Asquith of children's books ","ROS"
"80","Hirohito's title: Abbr. ","EMP"
"81","Scratches (out) ","EKES"
"82","Designer Miller ","NICOLE"
"83","Flowering shrub ","SPIREA"
"84","""x"" in an equation ","VALUE"
"85","""At-ten-SHUN!,"" e.g. ","ORDER"
"86","Protrude ","JUT"
"87","""Bah!"" ","FIE"
"88","""Quo vadis?"" speaker ","PETER"
"89","Rear of a galley ","STERN"
"90","Rogen of ""Knocked Up"" ","SETH"
"91","___ Yorke, lead singer of Radiohead ","THOM"
"92","Brave activity ","BASEBALL"
"93","Alibi ___ (Ring Lardner character) ","IKE"
"94","Balkan native ","SERB"
"95","Based on ___ story ","ATRUE"
"96","Pianist José ","ITURBI"
"97","Los Angeles's ___-Sinai Medical Center ","CEDARS"
"98","Basic cooking instruction ","HEAT"
"99","They're often scheduled at noon ","DUELS"
"100","""... then again, I could be wrong"" ","ORNOT"
"101","Made more attractive? ","MAGNETIZED"
"102","Thomas Hardy's ___ Heath ","EGDON"
"103","Home of St. Catherine ","SIENA"
"104","Rear-___ ","ENDER"
"105","Sometimes-satin items of apparel ","OBIS"
"106","Certain m.p.g. rating: Abbr. ","HWY"
"107","French beverage ","THE"
"108","Home of Mondrian's ""Broadway Boogie Woogie"" ","MOMA"
"109","Part of an academic address ","EDU"
"110","Young woman, old-style ","DAMOZEL"
"111","Green-eyed monster ","ENVY"
"112","""___ the Sons"" (Gay Talese best seller) ","UNTO"
"113","Big A.T.M. maker ","NCR"
"114","Accept responsibility ","OWNUP"
"115","___ double life ","LEADA"
"116","Fjord, for example ","INLET"
"117","Ones working on columns, for short ","CPAS"
"118","Old Italian bread ","LIRA"
"119","Fünf minus vier ","EINS"
"120","Sodium hydroxide, chemically ","NAOH"
"121","Peace Nobelist from South Africa ","TUTU"
"122","Second, e.g. ","UNIT"
"123","Mechanical ","ROTE"
"124","""Son of Frankenstein"" role ","YGOR"
"125","Squishy stuff ","OOZE"
"126","Feeling no pain ","NUMB"
"127","Juan's ""those"" ","ESAS"
"128","Ron of ""Tarzan"" ","ELY"
