"","clues","answers"
"1","""Who is it?"" prompter ","DINGDONG"
"2","The Ten Commandments, mostly ","TABOOS"
"3","Title king of a Mozart opera ","IDOMENEO"
"4","""Beats me!"" ","IDUNNO"
"5","Some pledge drive gifts ","TOTEBAGS"
"6","Post production ","CEREAL"
"7","Dallas Cowboys founder Murchison ","CLINT"
"8","Bundled units, in some product names ","PAKS"
"9","Bill: Abbr. ","INV"
"10","Something not to say when taking a sobriety test ","HIC"
"11","Be a sign of ","BODE"
"12","O.T. book ","EZEK"
"13","Medieval capital of Flanders ","LILLE"
"14","___ collar ","ETON"
"15","""The Story of Civilization"" author ","DURANT"
"16","Architectural recess ","APSE"
"17","Investor's desire ","RETURN"
"18","Fast one ","FLIMFLAM"
"19","""... poison'd with ___ of ale"": Shakespeare ","APOT"
"20","Link ","TIEIN"
"21","Splitting syllables ","TATA"
"22","Part of a gas mileage rating ","CITY"
"23","Gridiron maneuvers ","SNEAKS"
"24","""Under a Glass Bell"" author ","NIN"
"25","Landing info: Abbr. ","ETA"
"26","Card catalogue abbr. ","ETAL"
"27","More than mere jitters ","ANGST"
"28","Rum drink ","COLADA"
"29","Defeatist declaration ","ITSNOUSE"
"30","Supposed source of good fortune ","AMULET"
"31","Preacher's target ","LOSTSOUL"
"32","Kvetch ","REPINE"
"33","Star of nine Dr. Kildare films ","LEWAYRES"
"34","Eighty-sixed ","DITCHED"
"35","More than look up to ","IDOLIZE"
"36","Bulletin board array ","NOTICES"
"37","They're on big cases ","GMEN"
"38","Scores, of a sort ","DEBTS"
"39","Darkroom master: Abbr. ","NEG"
"40","John and others ","GOSPELS"
"41","Sent ","TICKLEDPINK"
"42","Some vitamin C sources ","ADES"
"43","Sticker ","BUR"
"44","The tiniest bit ","ONEIOTA"
"45","Incessantly ","ONANDON"
"46","Tie indicator ","ALL"
"47","Cuba, once, to the Soviet Union ","CLIENTSTATE"
"48","""Java"" man ","HIRT"
"49","Stripped (of) ","BEREFT"
"50","G.I.'s assignment, maybe ","KPDUTY"
"51","Show ","AIR"
"52","Mil. branch ","USM"
"53","Others, to Ovid ","ALIA"
"54","Fast one ","RACECAR"
"55","Model ","EPITOME"
"56","Reckon ","TOTALUP"
"57","Ail ","FEELILL"
"58","Absence of animation ","LANGUOR"
"59","Under discussion ","ATISSUE"
"60","Places for vases ","MANTELS"
"61","Feminine name suffix ","INA"
"62","Producer of a famous laugh ","SANTA"
"63","Perfect plot ","EDEN"
"64","Looking for dirt, perhaps ","NOSY"
"65","Noted knocker-outer ","ALI"
"66","Piggy ","TOE"
"67","Storm heading: Abbr. ","SSW"
