"","clues","answers"
"1","Wolf's tooth ","FANG"
"2","Ice hazard ","SLIP"
"3","___ a clue (is out of it) ","HASNT"
"4","S-shaped molding ","OGEE"
"5","Queen of the Heavens ","HERA"
"6","Baseball great Banks ","ERNIE"
"7","Toadies ","YESMEN"
"8","Catch in the act ","NAB"
"9","Played chef to ","FED"
"10","Priest's robe ","ALB"
"11","Kind of women's shoe ","OPENTOE"
"12","Where China is ","ASIA"
"13","Chum ","PAL"
"14","Hold back a year in school ","FLUNK"
"15","Make cutting remarks ","SNIPE"
"16","Moray, e.g. ","EEL"
"17","Links peg ","TEE"
"18","Dr. Seuss's ""Horton Hears ___"" ","AWHO"
"19","Babe in a maternity ward ","NEWBORN"
"20","Motorists' org. ","AAA"
"21","Computer screen, for short ","CRT"
"22","Polynesian wrap ","SARONG"
"23","Very, in music ","MOLTO"
"24","Bridle strap ","REIN"
"25","Not-so-lazy river ","OHIO"
"26","At the minimum setting ","ONLOW"
"27","Booty, in slang ","SWAG"
"28","An orange, minus the juice ","PULP"
"29","Old ___ (not the modern type) ","FOGY"
"30","Pulitzer writer James ","AGEE"
"31","Revivalists ","NEOS"
"32","Munich citizen ","GERMAN"
"33","Often-bumped part of the leg ","SHINBONE"
"34","Meadow ","LEA"
"35","Shackles ","IRONS"
"36","Canal site ","PANAMA"
"37","""Watch it, buster!"" ","HEY"
"38","Elbow's site ","ARM"
"39","Haughty response ","SNIFF"
"40","Frisco footballer ","NINER"
"41","Classic doll ","TEDDY"
"42","Moolah ","GELT"
"43","Budding entrepreneurs, for short ","MBAS"
"44","Biography ","LIFE"
"45","""Le Roi d'Ys"" composer ","LALO"
"46","Chooses ","OPTS"
"47","Frequent chess sacrifice ","PAWN"
"48","""The Time Machine"" people ","ELOI"
"49","Before ","ERE"
"50","Mimic ","APE"
"51","___ snuff ","UPTO"
"52","N.Y. Met, e.g. ","NLER"
"53","Eager ","KEEN"
"54","Practice in the ring ","SPAR"
"55","Off-color ","LEWD"
"56","Hankering ","YEN"
"57","Harmonious ","PLEASING"
"58","Hollywood treasures ","OSCARS"
"59","W.W. II female ","WAAC"
"60","Go from pub to pub ","BARHOP"
"61","Stupid jerk ","SCHMO"
"62","Scottish resort town ","TROON"
"63","To any degree ","ATALL"
"64","Hurled ","THREW"
"65","Honolulu's location ","OAHU"
"66","Moon walker Armstrong ","NEIL"
"67","Food served with a ladle ","GLOP"
"68","Sports car ","GTO"
"69","""That hurts!"" ","YOW"
"70","""Mamma ___!"" ","MIA"
