"","clues","answers"
"1","Hypothetical eccentricities in time ","WARPS"
"2","Competition ","RACE"
"3","Jail unit ","CELL"
"4","""___ man with seven wives"" ","IMETA"
"5","Miss Cinders of old comics ","ELLA"
"6","Singer Guthrie ","ARLO"
"7","Brightly sunburned ","REDASABEET"
"8","Leaning ","BIAS"
"9","Heroic legends ","SAGAS"
"10","Teen woe ","ACNE"
"11","Beelzebub ","SATAN"
"12","Aware of ","ONTO"
"13","French painter Jean ","COROT"
"14","Hesitation sounds ","ERS"
"15","___ -di-dah ","LAH"
"16","Sports sites ","ARENAS"
"17","Mr. Whitney ","ELI"
"18","Slippery one ","EEL"
"19","Calms medically ","SEDATES"
"20","Car gear ","REVERSE"
"21","Mount St. Helens spew ","ASH"
"22","""How dry ___"" ","IAM"
"23","Cylindrical ","TERETE"
"24","Self ","EGO"
"25","Pass receiver ","END"
"26","""M*A*S*H"" character ","RADAR"
"27","Flake material ","BRAN"
"28","Boors ","LOUTS"
"29","Cordial ","WARM"
"30","They get smashed ","ATOMS"
"31","Clumsy ships ","ARKS"
"32","One of five ","ERIE"
"33","Oscar winner for ""Sayonara"" ","REDBUTTONS"
"34","Lease ","RENT"
"35","___ Stanley Gardner ","ERLE"
"36","Boundary ","AMBIT"
"37","Advantage ","EDGE"
"38","Philosopher A.J. ___ ","AYER"
"39","Versifiers ","POETS"
"40","Use Western Union ","WIRE"
"41","Prayer's closing ","AMEN"
"42","Effect a makeover ","REDO"
"43","School orgs. ","PTAS"
"44","Airline to Stockholm ","SAS"
"45","Cash back ","REBATE"
"46","Sour brew ","ALEGAR"
"47","Under-the-sink item ","CLEANSER"
"48","Sups ","EATS"
"49","Poolside hut ","CABANA"
"50","Greenland settler ","ERICTHERED"
"51","Grassy plain ","LLANO"
"52","Mislay ","LOSE"
"53","Botanist Gray ","ASA"
"54","Depot ","STATION"
"55","Hardy and North ","OLIVERS"
"56","Pedro's house ","CASA"
"57","Silver holders ","ORES"
"58","It misleads ","REDHERRING"
"59","Broadway's ""Three Men ___ Horse"" ","ONA"
"60","Ocean ","SEA"
"61","Permit ","LET"
"62","This, in Barcelona ","ESTA"
"63","Amorous gaze ","LEER"
"64","Place of refinement ","SMELTERY"
"65","Baseball stat ","ERA"
"66","Reproductive cell ","GAMETE"
"67","Kind of soup ","NOODLE"
"68","Not so clever ","DUMBER"
"69","Exposed ","BARED"
"70","Houston sch. ","TSU"
"71","Had been ","WERE"
"72","Length x width, for a rectangle ","AREA"
"73","Prefix with sphere ","ATMO"
"74","Judicial cover? ","ROBE"
"75","Mend, as bones ","KNIT"
"76","Speedy planes ","SSTS"
"77","Spigot ","TAP"
