"","clues","answers"
"1","Poe poem, with ""The"" ","BELLS"
"2","A lot ","RAFTS"
"3","Cutesy-___ ","POO"
"4","Furthermore ","AND"
"5","Blue ","BAWDY"
"6","""___ Bangs"" (Ricky Martin hit) ","SHE"
"7","Newborn ","BUNDLEOFJOY"
"8","Concern for an Allied ship ","UBOAT"
"9","Part of many a job title: Abbr. ","ASST"
"10","Gratifying ","ENJOYABLE"
"11","Hershey's brand ","ALMONDJOY"
"12","Part of the home computer market ","MACS"
"13","Talk up ","HYPE"
"14","Hydrocarbon suffixes ","ENES"
"15","Home of London's Palace Theatre ","SOHO"
"16","Pastime for a car thief, perhaps ","JOYRIDING"
"17","Euphoric ","OVERJOYED"
"18","Region known as the Valley of the Moon ","SONOMA"
"19","Évian and Vichy ","SPAS"
"20","Like most music ","TONAL"
"21","Top of a Roman candle? ","IGNIS"
"22","Sophocles skill ","IRONY"
"23","Middling mark ","CEE"
"24","Ding Dong filler ","CREME"
"25","Cézanne contemporary ","MANET"
"26","Elizabethan dramatist Thomas ","KYD"
"27","""___ to you!"" ","HERES"
"28","Not just big ","OBESE"
"29","Kind of lettuce ","BIBB"
"30","Grandson of Abraham ","ESAU"
"31","It extends about a yard ","LAWN"
"32","Diane of ""Wild at Heart"" ","LADD"
"33","Nucleic acid sugar ","RIBOSE"
"34","Up ","ALOFT"
"35","One way to jump ","FORJOY"
"36","Norris Dam agcy. ","TVA"
"37","Relief pitchers prior to closers ","SETUPMEN"
"38","El ___ (certain Texan) ","PASOAN"
"39","Present ","ONHAND"
"40","Night sch. course ","ESL"
"41","Life, in brief ","BIO"
"42","Swiss ___ ","ALPS"
"43","Attaché's place: Abbr. ","EMB"
"44","Aye's opposite ","NAE"
"45","""Dubliners"" author ","JOYCE"
"46","Hrs. in Puerto Rico ","AST"
"47","Writer Rand ","AYN"
"48","Jack and billy ","HES"
"49","Eponymous doctor with a maneuver ","HEIMLICH"
"50","Tony-nominated choreographer White ","ONNA"
"51","Part of a food pyramid, briefly ","VEG"
"52","Neighbor of Jordan: Abbr. ","ISR"
"53","What there was in Mudville ","NOJOY"
"54","French beverage ","THE"
"55","Container on a pole ","HOD"
"56","Gamer's device ","JOYSTICK"
"57","TV's Andy ","ROONEY"
"58","Short of resources ","INNEED"
"59","___ favor ","DOA"
"60","Works ","OPUSES"
"61","Dust collector, for short ","VAC"
"62","Certain sled driver ","ESKIMO"
"63","Lowlifes ","SLIME"
"64","Zodiac creature ","CRAB"
"65","Solo ","LONE"
"66","Quelques-___ (some: Fr.) ","UNES"
"67","Part of a gig ","BYTE"
"68","Hurdle for some srs. ","GRE"
