"","clues","answers"
"1","Mastered ","TAMED"
"2","Scissor ","CLIP"
"3","Red Sea vessel ","DHOW"
"4","Bounty rival ","VIVA"
"5","Conquer one's phobias? ","ESCAPEFEAR"
"6","___ impulse ","ONAN"
"7","Eugene Debs, e.g.: Abbr. ","SOC"
"8","Team members ","OXEN"
"9","Sour ","CURDLE"
"10","Peloponnesian War victor ","SPARTA"
"11","Brine-cured cheeses ","FETAS"
"12","Fail to work ","LOAF"
"13","Speaker of baseball ","TRIS"
"14","Prefix with graphic ","GEO"
"15","Pupil's place ","IRIS"
"16","Goes through ","SIFTS"
"17","Go after ","SHAG"
"18","View from Marseille ","MER"
"19","Secluded spot ","GLEN"
"20","Treatment for an English earl? ","ESSEXTHERAPY"
"21","Fold ","PLEAT"
"22","Peek ","GLANCE"
"23","Basis of a comparison ","BRANDX"
"24","Jellystone Park resident ","YOGI"
"25","Fish delicacy ","EEL"
"26","Hubs ","LOCI"
"27","Extra time to finish a written test? ","ESSAYGRACE"
"28","""... two fives for ___?"" ","ATEN"
"29","Sorry sort ","RUER"
"30","Roadside offer ","HOPIN"
"31","Not great ","SOSO"
"32","Men ","SIRS"
"33","Induction motor inventor ","TESLA"
"34","Ear cover, maybe ","TRESS"
"35","Noted didacticist ","AESOP"
"36","Travelers' destination ","MECCA"
"37","""Uncle Tom's Cabin"" girl ","EVA"
"38","Stops on a line ","DEPOTS"
"39","It may be alfresco ","CAFE"
"40","Debt protection ","LIEN"
"41","Writer Tarbell ","IDA"
"42","Distribute, with ""out"" ","PARCEL"
"43","""Rusalka"" composer ","DVORAK"
"44","Lap path, perhaps ","OVAL"
"45","Taper off ","WANE"
"46","Demands ","EXACTS"
"47","Foe of the Navajo ","UTE"
"48","Court figures ","REFS"
"49","Properly ","ARIGHT"
"50","Search and rob ","RIFLE"
"51","Like some drinks ","NEAT"
"52","Energetic ","GOGO"
"53","Gimlet flavoring ","LIME"
"54","They're found in streaks ","ORES"
"55","National security concerns ","AIRSPACES"
"56","Like rosebushes ","SNAGGY"
"57","Versatile bean ","SOYA"
"58","Weather newsmaker ","ELNINO"
"59","Crossed (out) ","XED"
"60","Governments, by their nature ","TAXERS"
"61","Tough spot ","PLIGHT"
"62","Some tides ","NEAPS"
"63","Rhodes known for his scholarship ","CECIL"
"64","Ecuador's Santa ___ Bay ","ELENA"
"65","Le Sage's ""Gil ___"" ","BLAS"
"66","Prefix with gravure ","ROTO"
"67","W.W. I locale ","YSER"
"68","They're used during a row ","OARS"
"69","___ generis ","SUI"
"70","Eggs ","ROE"
