"","clues","answers"
"1","Buried treasure site, maybe ","ISLE"
"2","Eagles' band?: Abbr. ","BSA"
"3","What confirmed bachelors avoid ","ALTARS"
"4","Wet missile ","SPITBALL"
"5","Jay ___, onetime Obama press secretary ","CARNEY"
"6","Potato? ","MASHUNIT"
"7","Benefits ","AVAILS"
"8","""Bewitched"" spinoff ","TABITHA"
"9","Take in, as patients ","ADMIT"
"10","Major tanker port ","ADEN"
"11","Ebb tide? ","SHORELEAVE"
"12","Fled or bled ","RAN"
"13","Not quite enough ","SHY"
"14","Philanthropist Broad ","ELI"
"15","Sci-fi author Stanislaw ","LEM"
"16","Most of the symbols on a traditional slot machine ","FRUIT"
"17","Willow shoot ","OSIER"
"18","Inoculation order? ","PRESENTARMS"
"19","Rotten tomato's sound ","SPLAT"
"20","Put into law ","ENACT"
"21","Org. originating the three-point shot ","ABA"
"22","Suffix with super ","IOR"
"23","Neither his nor hers ","ITS"
"24","___ mag (Maxim or FHM) ","LAD"
"25","""Clean out your desk!""? ","FIRINGLINE"
"26","Goes down ","SETS"
"27","Commencement participants, for short ","GRADS"
"28","Eases ","SOFTENS"
"29","Like Superman and Spider-Man ","HEROIC"
"30","Actress Bynes of ""She's the Man"" ","AMANDA"
"31","Letterman's favorite activity? ","ANAGRAMS"
"32","Took home ","NETTED"
"33","A, B and C, in D.C. ","STS"
"34","Suffix with sex ","ISM"
"35","Masseuse's workplace ","SPA"
"36","""Pay attention!"" ","LISTENUP"
"37","Allen who captured Fort Ticonderoga ","ETHAN"
"38","Exile ","BANISH"
"39","Like the toves in ""Jabberwocky"" ","SLITHY"
"40","E'en if ","ALTHO"
"41","Signature Obama health measure, for short ","ACA"
"42","Some microphones ","LAVALIERES"
"43","Major League Baseball news ","TRADE"
"44","Savage ","ANIMAL"
"45","Go through again ","RELIVE"
"46","What an anarchist rails against, with ""the"" ","SYSTEM"
"47","Pal ","BUB"
"48","""Give it ___!"" ","AREST"
"49","Toy sound ","ARF"
"50","Historical org. ","DAR"
"51","Director Kazan ","ELIA"
"52","Words of welcome ","STEPINSIDE"
"53","Code letters? ","IRS"
"54","One side of Niagara Falls: Abbr. ","ONT"
"55","Watergate initials ","RMN"
"56","Tough trek ","SLOG"
"57","Infomercial figure ","SALESMAN"
"58","Cool ___ ","CAT"
"59","Scores of Vikings, for short ","TDS"
"60","Warm blanket ","AFGHAN"
"61","Old galley ","BIREME"
"62","Biblical debarkation point ","ARARAT"
"63","Baby ","INFANT"
"64","Aquarium fish ","TETRAS"
"65","Midwest tribe ","IOWAS"
"66","Snide comments ","SNARK"
"67","Humpty Dumpty, e.g. ","EGG"
"68","Scoundrel ","CAD"
"69","Music genre ","EMO"
"70","Chicago-to-Houston dir. ","SSW"
