"","clues","answers"
"1","Big name in bikes ","KAWASAKI"
"2","Happen (upon) ","ALIGHT"
"3","Medal of Honor recipient, say ","BRAVEMAN"
"4","Hotel waiters? ","TAXICABS"
"5","Be a catalyst for ","INCITE"
"6","Accessories whose colors may indicate rank ","OBIS"
"7","Flavoring in a Tom and Jerry ","NUTMEG"
"8","Put down on the street ","DIS"
"9","Part of a philosophical dichotomy ","YIN"
"10","Port on Osaka Bay ","SAKAI"
"11","Temper, informally ","IRISH"
"12","Research venue: Abbr. ","INST"
"13","About ","ORSO"
"14","___ Cabos, Mexico ","LOS"
"15","Sits beside a fireplace, perhaps ","THAWSOUT"
"16","Self-contained music equipment ","KARAOKEMACHINES"
"17","Half a pair for pairs ","ICESKATE"
"18","Burns into film ","KEN"
"19","Clammy ","DANK"
"20","Former news gatherer ","TASS"
"21","Grass unit ","SPEAR"
"22","Pilothouse dir. ","NNW"
"23","Cry from a litter ","MEW"
"24","Untimely comment? ","IMLATE"
"25","Anatomical part named after the Latin for ""grape"" ","UVEA"
"26","Go by ","ELAPSE"
"27","It's heard at a slumber party ","GIRLTALK"
"28","In it together ","ALLIED"
"29","""Spamalot"" lyricist ","ERICIDLE"
"30","Depilatory equipment ","LASERS"
"31","Like some watermelons ","SEEDLESS"
"32","Retail chain popular with kids ","KBTOYS"
"33","Coffee source ","ARABIA"
"34","Not yet full ","WAXING"
"35","Warren of the car rental business ","AVIS"
"36","Mo ","SEC"
"37","Dryer maker ","AMANA"
"38","Drama in which male actors play both male and female parts ","KABUKI"
"39","E-mail alternatives ","INSTANTMESSAGES"
"40","Chérie ","AMIE"
"41","Piece of pi? ","LONGI"
"42","Yellow pages abbr. ","INC"
"43","Where guards are stationed ","GRIDIRON"
"44","Highly sought shares ","HOTISSUE"
"45","Drives ","TEESHOTS"
"46","Thumbing-the-nose gesture ","SNOOK"
"47","Almaviva serenades her in ""The Barber of Seville"" ","ROSINA"
"48","Its motto is ""North to the future"" ","ALASKA"
"49","Strategy ","TACK"
"50","Activity in which people are not playing with a full deck ","SKAT"
"51","Snail variety ","WHELK"
"52","Smaller fare, usually ","KIDSMEAL"
"53","Like many doo-wop groups: Var. ","ACAPELLA"
"54","Big part of magazine income ","RENEWALS"
"55","What PayPal facilitates ","ETAIL"
"56","""The Colbert Report"" and such ","SATIRE"
"57","Irrupt ","INVADE"
"58","Sounds ominously ","KNELLS"
"59","Thing to soar to and from ","AERIE"
"60","Some are covered by insurance, informally ","MEDS"
"61","Monopoly buy: Abbr. ","UTIL"
"62","Kind of filling ","PIE"
"63","Laptop feature, for short ","LCD"
