"","clues","answers"
"1","Persian War participant ","SPARTA"
"2","It may take a beating ","BREAST"
"3","Pillars of the community ","ELDERS"
"4","Film critic Kael ","PAULINE"
"5","Wind god ","AEOLUS"
"6","Like some stomachs ","CASTIRON"
"7","Rattle of a sort ","MARACA"
"8","National competitor ","AVIS"
"9","Claustrophobic patient's dread ","MRI"
"10","Siren ","SEXKITTEN"
"11","Make snaps, say ","BAKE"
"12","Sled parts ","SLATS"
"13","Comparatively cockeyed ","WRIER"
"14","Mass communication? ","LITANY"
"15","Flu symptom ","CHILLS"
"16","It's a wrap ","SARONG"
"17","Playground equipment ","SLIDES"
"18","Swallow ","ACCEPT"
"19","Like some pie crusts ","FLUTED"
"20","If-___ (computer routines) ","THENS"
"21","Popular supermarket tabloid ","GLOBE"
"22","""___ sorry..."" ","WERE"
"23","Desire in the offing? ","DEATHWISH"
"24","Mathematician Lovelace ","ADA"
"25","Preener, perhaps ","BEAK"
"26","Made a pig of oneself? ","OINKED"
"27","Guardian ","TUTELARY"
"28","Big rolls ","ELEVENS"
"29","Boil ","SEETHE"
"30","Grayish green ","RESEDA"
"31","Treasure ","ESTEEM"
"32","Place vulnerable to ripping ","SEAM"
"33","They're entered in court ","PLEAS"
"34","Like loads ","ADORE"
"35","Become less gripping? ","RELAX"
"36","Gas station plazas ","TRUCKSTOPS"
"37","Attacker ","ASSAILANT"
"38","It holds water ","BASIN"
"39","Causes of some spinning wheels ","RUTS"
"40","Philip Roth's ""___, the Fanatic"" ","ELI"
"41","Sent flying? ","AIRMAILED"
"42","Does some shoal searching? ","SNORKELS"
"43","""The Alchemist"" painter ","TENIERS"
"44","Makes concrete? ","PAVES"
"45","Malicious ","CATTY"
"46","Punch ","TANG"
"47","One given away ","BRIDE"
"48","Sancerre and Sylvaner ","WHITEWINES"
"49","Tears ","LACERATES"
"50","Like some pie crusts ","FLAKY"
"51","Subjects of ratios ","GEARS"
"52","Country singer Carter ","DEANA"
"53","Small fjord ","INLET"
"54","It may have a blade ","SKATE"
"55","Ran ","BLED"
"56","Believe ","DEEM"
"57","Early evictee ","EVE"
