"","clues","answers"
"1","Star of India, once ","SABU"
"2","Concert spectacles ","LIGHTSHOWS"
"3","""Prêt-à-Porter"" actress ","ANOUKAIMEE"
"4","Material for a suit? ","TORT"
"5","Convention fighter ","ICONOCLAST"
"6","Ring bearer ","TREETRUNK"
"7","""Roots"" name ","KUNTA"
"8","It's free in Paris ","LIBRE"
"9","Hazardous obstruction ","REEF"
"10","Humidifier output ","MIST"
"11","It often gets fed ","EGO"
"12","Where the biblical lost tribes were held captive ","ASSYRIA"
"13","N.Y.P.D. descriptor ","FINEST"
"14","What Taft, Hoover and Carter each had ","ONETERM"
"15","Gave a face-lift ","DIDOVER"
"16","People with saving accounts? ","RESCUERS"
"17","One worthy of emulation ","PARAGON"
"18","Simon & Schuster's parent ","CBS"
"19","Tunnel creator ","MOLE"
"20","Leaving lines ","TATAS"
"21","Order in a rush order ","TODAY"
"22","Barn dance accessory ","BANJOPICK"
"23","Onetime Chevy Blazer competitor ","ISUZURODEO"
"24","Mythological trickster who was punished by being held to a rock ","LOKI"
"25","Steam roller? ","LOCOMOTIVE"
"26","Peck, e.g. ","UNIT"
"27","What loaded people have ","EXTRAMONEY"
"28","Strings used in payroll depts. ","SSNS"
"29","Take, finally ","SETTLEFOR"
"30","Native ","ABORIGINE"
"31","Far from frilly ","BAREBONES"
"32","Spot of seclusion ","LAIR"
"33","Racks up ","INCURS"
"34","Dingbats ","GOONEYS"
"35","Dug in, with ""down"" ","HUNKERED"
"36","What stops swings, briefly ","TKO"
"37","Give the heave-ho ","SACK"
"38","Area where blood vessels enter an organ ","HILUM"
"39","Sur citizen ","OMANI"
"40","Bridge openers ","WESTS"
"41","Rip into ","SETAT"
"42","Make stand on end, as hair ","TEASEUP"
"43","""That's it!"" ","FINITO"
"44","Course ","STREAM"
"45","Pad ","ADDONTO"
"46","""That sorta thing"" ","ETC"
"47","Pumpkin ","HON"
"48","Publicists' preparations ","PRESSKITS"
"49","Palais des Nations setting ","GENEVE"
"50","Not worthless ","UTILE"
"51","Yanks' foes ","BOSOX"
"52","Drawn-out chemical ","EDUCT"
"53","It may cut things close ","RAZOR"
"54","Educational ideal ","APLUS"
"55","Arizona county or its seat ","YUMA"
"56","Bouncing baby ","JOEY"
"57","Kind of chip ","ROM"
