"","clues","answers"
"1","Indian home ","HOGAN"
"2","Store ","STASHAWAY"
"3","Gloucester and Kent, in ""King Lear"" ","EARLS"
"4","President Harding's Laddie Boy and others ","AIREDALES"
"5","Big mouth ","MAW"
"6","Carmen Sandiego cover-up? ","TRENCHCOAT"
"7","""Tempest"" Golden Globe nominee Julia ","RAUL"
"8","Purple ","LURID"
"9","Lived in King James's era? ","DWELT"
"10","""Jason Lives,"" e.g. ","PARTVI"
"11","Notes in passing? ","REQUIEM"
"12","Like the word ""its,"" often ","MISUSED"
"13","Crows ","EXULTS"
"14","Ice cream case selections ","PINTS"
"15","Take what one oughtn't ","POACH"
"16","Weapon that comes in easy-to-carry and hard-to-carry varieties ","MACE"
"17","Lacuna ","GAP"
"18","Snarling, say ","RUDE"
"19","Ursi maritimi ","POLARBEARS"
"20","Place that shows placing and showing: Abbr. ","OTB"
"21","Miami or Amsterdam, for example ","GATEWAYCITY"
"22","Uniform shade ","OLIVEDRAB"
"23","""Let's ___ there"" ","NOTGO"
"24","Something one might be forced to wear at work ","FAKESMILE"
"25","Top ","ONEUP"
"26","Deal incentive ","SWEETENER"
"27","Some of them are flukes ","WORMS"
"28","Withdrawals that may incur substantial penalties? ","HEISTS"
"29","Tom Mix vehicles ","OATERS"
"30","Second Commandment word ","GRAVEN"
"31","Wrench handle? ","ALLEN"
"32","Emergency directive? ","STAYCALM"
"33","Become sparse ","THINOUT"
"34","From above ","AERIAL"
"35","Blown ","SPENT"
"36","Mask ","HIDE"
"37","Constellation between Scorpius and Triangulum Australe ","ARA"
"38","Supercenters, e.g. ","WALMARTS"
"39","More than gnawed at ","ATEALIVE"
"40","Basketball long shots ","THREES"
"41","Mavens ","GURUS"
"42","In a bad place? ","LAST"
"43","Sweet, to Scipio ","DULCE"
"44","Dating ","WITH"
"45","Reprimands ","REPROOFS"
"46","Gary Cooper played one in ""Man of the West"" ","EXOUTLAW"
"47","Certain ATV ","QUADBIKE"
"48","Dickens character whose first name is Wilkins ","MICAWBER"
"49","Blonde picked up at a bar? ","PALEALE"
"50","""We feel your pain"" sloganeer ","MOTRIN"
"51","Ankle covering ","GAITER"
"52","Kind of eraser ","ARTGUM"
"53","""Hearts and minds"" activities, in military slang ","PSYOPS"
"54","Luke's mother in ""Star Wars"" ","PADME"
"55","Already ","BYNOW"
"56","Tightwads' prefix ","ECONO"
"57","Exploit ","GEST"
"58","Capital of Victoria ","VEE"
