"","clues","answers"
"1","Exhibit vibrancy ","CRACKLE"
"2","Diamond statistic ","STEALS"
"3","One in a balloon ","AERONAUT"
"4","No social butterfly ","HERMIT"
"5","Part of the pectoral girdle ","CLAVICLE"
"6","Cover up ","ENROBE"
"7","Land on a high plateau ","TIBET"
"8","Attack ","ONSET"
"9","Thwack ","RAP"
"10","Fermi or Faraday ","UNIT"
"11","___ Heath (""The Return of the Native"" setting) ","EGDON"
"12","Member of the first family ","SETH"
"13","Captain's domain ","SEA"
"14","Utterance on the way out ","ADIEU"
"15","Doll ","CUTIE"
"16","Earlier ","OLDER"
"17","Reed's partner in silverware ","BARTON"
"18","Morning side ","ENGLISHMUFFIN"
"19","Ancient meeting places ","AGORAE"
"20","Moves slowly and carefully ","EASES"
"21","Game in which players play one at a time ","DARTS"
"22","More, in Málaga ","MAS"
"23","Stripes ","SORTS"
"24","Barber's supply ","TALC"
"25","Ring ___ (marbles game) ","TAW"
"26","Family member, informally ","AUNTY"
"27","From ","SINCE"
"28","It consists of a top and a bottom ","INNING"
"29","Cataclysmic occurrence ","ERUPTION"
"30","Gustav Klimt's birthplace ","VIENNA"
"31","Godforsaken ","DESOLATE"
"32","One who's taxed ","EARNER"
"33","Senses ","DETECTS"
"34","Natural sticker ","CACTUS"
"35","Fix, as brakes ","RELINE"
"36","Home of Ishmael's descendants ","ARABIA"
"37","Desire badly? ","COVET"
"38","Jersey, e.g. ","KNIT"
"39","Érié, e.g. ","LAC"
"40","Deliveries for the departed ","EULOGIES"
"41","Radiance ","SHEEN"
"42","Nomadic home ","TENT"
"43","Stumble ","ERR"
"44","Botticelli figures ","AMORETTI"
"45","Drink ","LIBATION"
"46","Gentle ","TENDERHEARTED"
"47","Pittance ","SOU"
"48","""___ up!"" (beach cry) ","SURFS"
"49","Dispel ","ALLAY"
"50","Champs-Élysées sights ","CAFES"
"51","Some giants ","OGRES"
"52","Many a dictator's problem ","EGOMANIA"
"53","In the mood ","AMATIVE"
"54","Get into ","DON"
"55","Psycho ","MANIAC"
"56","Marches' creator ","ALCOTT"
"57","Some people work behind them ","SCENES"
"58","Doll ","SUGAR"
"59","Deed ","TITLE"
"60","British royal ","ANNE"
"61","Kind of announcement ","SPOT"
"62","Overnight letter? ","INN"
"63","Consume ","USE"
