"","clues","answers"
"1","Treat for a dog ","TBONE"
"2","California's ___ Woods National Monument ","MUIR"
"3","Near eternity ","AEONS"
"4","Runner's place ","SLED"
"5","Moses' brother ","AARON"
"6","""___ cost to you!"" ","ATNO"
"7","Civil War signature ","RELEE"
"8","Sinatra's ""Meet Me at the ___"" ","COPA"
"9","Organisation des ___ Américains ","ETATS"
"10","Calls the shots? ","REFS"
"11","Einstein's asset? ","GREATBRAIN"
"12","Acerbic rock/folk singer? ","BITINGCROSBY"
"13","Plenty ","OPULENCE"
"14","Like some garages ","ONECAR"
"15","Jim Palmer, notably ","ORIOLE"
"16","Graf ___ ","SPEE"
"17","Interminably ","NOEND"
"18","Shell alternative ","SUNOCO"
"19","Protest gone bad? ","DEADLYSITIN"
"20","The Henry who founded the Tudor line ","VII"
"21","Faulkner character ___ Varner ","EULA"
"22","Little ___ ","UNS"
"23","Manche's capital ","STLO"
"24","Sign up for more ","RENEW"
"25","By and by ","SOON"
"26","Worked (up) ","HET"
"27","Done in ","SLAIN"
"28","Con ","ANTI"
"29","Magic words ... or a hint to the other long answers in this puzzle ","NOWYOUSEEITNOWYOUDONT"
"30","Fashion ","MODE"
"31","Percolate ","LEACH"
"32","Heretofore ","ERENOW"
"33","Doo-wop syllable ","SHA"
"34","Copy illegally ","PIRATE"
"35","Greeting with a salute ","HEIL"
"36","""Baloney!"" ","NOTSO"
"37","Certain NASA probes? ","SUNVISITORS"
"38","Not docked ","ASEA"
"39","In the know ","HIP"
"40","Eastern royal ","RANI"
"41","Way-off ","FAR"
"42","Deer season hairdo? ","HUNTINGPERM"
"43","End of an act, maybe ","SCENEV"
"44","Person at court ","BARON"
"45","France ___ (Parisian daily) ","SOIR"
"46","Library indexing abbr. ","ETAL"
"47","Engine capability, slangily ","HORSES"
"48","Not stay alert ","DROWSE"
"49","Post-accident inquiry ","AREYOUOK"
"50","Troupe of suspects from ""The Fugitive""? ","ONEARMEDBAND"
"51","Tennessee offense and defense? ","TITANLINES"
"52","Lead-in to girl ","ATTA"
"53","""___ Dream"" (""Lohengrin"" piece) ","ELSAS"
"54","Space: Prefix ","ASTR"
"55","Chocolate, e.g. ","TREAT"
"56","Fed ","TMAN"
"57","Fix, as a bow ","RETIE"
"58","Sore, with ""off"" ","TEED"
"59","Ones picking up things? ","SEERS"
"60","Psychiatrist's appt. ","SESS"
"61","Detect, in a way ","SMELL"
"62","Modern workout system ","TAEBO"
"63","Bring home? ","BATIN"
"64","Make a delivery ","ORATE"
"65","Saw ","NOTICED"
"66","Tangle up ","ENSNARL"
"67","French film director Allégret ","MARC"
"68","Unborn, after ""in"" ","UTERO"
"69","About to receive ","INFOR"
"70","""The Barber of Seville"" composer ","ROSSINI"
"71","Sock pattern ","ARGYLE"
"72","Ending with ballad ","EER"
"73","Cooking staple ","OLEO"
"74","Certain tides ","NEAPS"
"75","Cons ","SETUPS"
"76","Airport worker ","SCREENER"
"77","Cadger's request ","LOAN"
"78","Anthony Mann's ""The Fall of the Roman Empire,"" e.g. ","EPIC"
"79","Any King Christian I-X ","DANE"
"80","French flag color ","BLEU"
"81","Lady Jane and Zane ","GREYS"
"82","Blessings ","BOONS"
"83","Ballade ending ","ENVOI"
"84","Onetime French fleet ","SSTS"
"85","Dagger ","DIRK"
"86","""Yow!"" ","OUCH"
"87","Word in many a Nancy Drew title ","CLUE"
"88","Hops-drying oven ","OAST"
"89","Boxer nicknamed ""Hands of Stone"" ","DURAN"
"90","Año starter ","ENERO"
"91","Good ___ ","ASNEW"
"92","Admission of defeat ","ILOSE"
"93","""A Confederacy of Dunces"" author ","TOOLE"
"94","""___ come as no surprise ..."" ","ITMAY"
"95","Title woman in a Woody Allen film ","HANNAH"
"96","River rental ","CANOE"
"97","Sequentially ","INTURN"
"98","Dict. info ","ETYM"
"99","First name in comedy ","WHOOPI"
"100","Hammer user ","NAILER"
"101","Some German imports ","AUDIS"
"102","Relative of -ian ","ITE"
"103","Logical start? ","IDEO"
"104","Font feature ","SERIF"
"105","Where an echograph is used in measuring ","OCEAN"
"106","Tricks are played in it ","WHIST"
"107","Words with house or move ","ONTHE"
"108","Polite refusal ","NOSIR"
"109","Soap time, maybe ","TWOPM"
"110","Georgia and others, once: Abbr. ","SSRS"
"111","Sen. McCarthy ally ","HUAC"
"112","Run ___ (owe) ","ATAB"
"113","Literally, ""instruction"" ","TORAH"
"114","Rings of plumerias, e.g. ","LEIS"
"115","Napa sight ","VINEYARD"
"116","Cut off ","SHORN"
"117","+ part ","ANODE"
"118","Defeats, in a way ","UNSEATS"
"119","Beams ","GIRDERS"
"120","""No ___!"" ","PROBLEM"
"121","___ Society (English debating group) ","ETON"
"122","Jumps ","VAULTS"
"123","Hen cages ","ROOSTS"
"124","Tours can be found on it ","LOIRE"
"125","Wonderland cake message ","EATME"
"126","Sp. women ","SRTAS"
"127","Devastate ","WASTE"
"128","Slowpoke ","SNAIL"
"129","Rat follower? ","ATAT"
"130","Progress ","RISE"
"131","Suffix with major ","ETTE"
"132","Orthopedic specialty ","KNEE"
"133","Staffs ","MANS"
"134","What barotrauma affects ","EAR"
