"","clues","answers"
"1","Licks ","BEATSUP"
"2","Plant production ","NECTAR"
"3","In a position of prominence ","ONTHEMAP"
"4","Hydrocarbon with two carbons ","ETHANE"
"5","City founded by Shiva, according to legend ","VARANASI"
"6","Reasons to presoak ","STAINS"
"7","Reform ","AMEND"
"8","One in a crowded delivery room ","SEPTUPLET"
"9","Soup thickener ","ROUX"
"10","It may be written in code ","VIRUS"
"11","Overdo the tanning ","FRY"
"12","Information on wine bottles: Abbr. ","YRS"
"13","Insufferable guests ","BOORS"
"14","Mobile home dweller ","SNAIL"
"15","Fish catchers ","SEINES"
"16","Puerto Rican seaport ","PONCE"
"17","Expressions of affection made with the eyes ","BUTTERFLYKISSES"
"18","Renew old connections? ","REWIRE"
"19","Shows anger publicly, say ","RIOTS"
"20","Throw in together ","UNITE"
"21","Kahn of Broadway ","GUS"
"22","Drill item ","RIFLE"
"23","Unhappy influence ","BANE"
"24","Not fully reliable, as evidence ","ANECDOTAL"
"25","Viola da ___ (old stringed instrument) ","GAMBA"
"26","Mideast dough ","DINARS"
"27","William Cullen Bryant poem that begins ""Yet one smile more, departing, distant sun!"" ","NOVEMBER"
"28","Like many songbirds ","OSCINE"
"29","It's more than just a game ","TWINBILL"
"30","Monologue writers? ","STENOS"
"31","Fill up ","SATIATE"
"32","Literary adulteress's surname ","BOVARY"
"33","Bewitch ","ENAMOR"
"34","Father of Agamemnon ","ATREUS"
"35","""I appreciate it,"" in text messages ","THANX"
"36","Transport ","SEND"
"37","Meryl's ""Prime"" co-star ","UMA"
"38","It's also known as a maypop ","PASSIONFRUIT"
"39","Forest homes ","NESTS"
"40","Shakespeare rebuke ","ETTU"
"41","Get rough ","CHAP"
"42","Crayfish features ","TAILFANS"
"43","Creator of the Mayfair Witches ","ANNERICE"
"44","Makes over ","RESTYLES"
"45","Architect interred in Arlington National Cemetery ","PIERRELENFANT"
"46","Russian Orthodox substitutes for palm branches on Palm Sunday ","PUSSYWILLOWS"
"47","___ dire ","VOIR"
"48","Case load? ","BEERS"
"49","Staple of gothic architecture ","SPIRE"
"50","Slim win margin ","NOSE"
"51","""At once!"" ","STAT"
"52","Island nation with a trident on its flag ","BARBADOS"
"53","Supporter of the North ","UNIONIST"
"54","One of many lost by Charlie Brown ","KITE"
"55","Smallest republic on the African mainland ","GAMBIA"
"56","Begin disrobing, possibly ","UNBELT"
"57","English illustrator who created the ""St. Trinian's"" cartoon series ","SEARLE"
"58","Anniversary order ","ROSES"
"59","First son ","CAIN"
"60","Mannerly man ","GENT"
"61","Through ","VIA"
