"","clues","answers"
"1","Where Napoleon died in exile ","STHELENA"
"2","Pursues, as a hunch ","ACTSON"
"3","Assails with emails ","SPAMS"
"4","Pauses for service ","TEATIMES"
"5","Droid with a holographic projector, informally ","ARTOO"
"6","Equally pensive? ","INTHOUGHTASMUCH"
"7","""Heaven forbid!"" ","GODNO"
"8","Foldable beds ","FUTONS"
"9","Witticism ","BONMOT"
"10","Canada's largest brewer ","LABATT"
"11","Daschle's successor as Senate majority leader ","FRIST"
"12","Commit a peccadillo? ","SINSOMESMALLWAY"
"13","Mo. with Constitution Day ","SEP"
"14","""___ calling"" ","AVON"
"15","Irish ""John"" ","SEAN"
"16","Part of E.S.L.: Abbr. ","ENG"
"17","Shoot off ","EMIT"
"18","Break down, in a way ","WEEP"
"19","Beyond passionate ","RABID"
"20","Perform the hit ""Things I Should Have Said""? ","SINGOFOMISSION"
"21","Pet portal ","CATDOOR"
"22","Horror, e.g. ","GENRE"
"23","The Police frontman filming a shampoo commercial? ","STINGINTHESHOWER"
"24","Golden State, informally ","CALI"
"25","The night before, to a hard partier? ","HAZE"
"26","Whimsical ","FEY"
"27","Bolted ","RAN"
"28","""___ autumn, and a clear and placid day"": Wordsworth ","TWAS"
"29","All-inclusive ","ATOZ"
"30","Tying packages, securing helium balloons, etc.? ","STRINGOPERATIONS"
"31","Lessens in force ","WANES"
"32","Flirtatious quality ","COYNESS"
"33","Throng ","HORDE"
"34","The Beatles showing absolute amazement? ","STARINGQUARTET"
"35","Martial art with bamboo swords ","KENDO"
"36","Ketel One rival, familiarly ","STOLI"
"37","Selling point ","HOOK"
"38","Handholds while slow-dancing ","HIPS"
"39","""The Walking Dead"" channel ","AMC"
"40","Headey of ""Game of Thrones"" ","LENA"
"41","Salon offering, familiarly ","PEDI"
"42","Important but sometimes ignored piece ","COG"
"43","First weapons used in a knife fight? ","STARTINGDAGGERS"
"44","Yoga pose ","ASANA"
"45","Oxygen-reliant organism ","AEROBE"
"46","Oh-so-handsome ","DREAMY"
"47","Jungian souls ","ANIMAS"
"48","Disney bear ","BALOO"
"49","Surprising group of suspects? ","STARTLINGLINEUP"
"50","Endorse digitally ","ESIGN"
"51","""Baby, baby, baby!"" ","OHMAMA"
"52","Lean fillet, as of lamb ","NOISETTE"
"53","Enthusiastic consent ","YESYES"
"54","Doesn't pay ","STIFFS"
"55","___ track ","TENURE"
"56","Metaphoric acknowledgment ","HATTIP"
"57","Shared values ","ETHOS"
"58","Performance for which one might grab a chair ","LIONTAMING"
"59","Tridactyl birds ","EMUS"
"60","Blood type modifier, for short ","NEG"
"61","Waste receptacle ","ASHBIN"
"62","Astronauts Bean and Shepard ","ALANS"
"63","Mag featuring ""Fun Fearless Females"" ","COSMO"
"64","Clair Huxtable or Peg Bundy ","TVMOM"
"65","Browns ","SAUTES"
"66","Nonprescription, briefly ","OTC"
"67","Drama with many fans ","NOH"
"68","Katey who played Peg Bundy ","SAGAL"
"69","Parts of math textbooks ","PROBLEMSECTIONS"
"70","When duelers may meet ","ATDAWN"
"71","Beginning of the German workweek ","MONTAG"
"72","Like chimneys ","SOOTY"
"73","Truckload ","TON"
"74","Island veranda ","LANAI"
"75","Barfly ","SOT"
"76","Kind of lily ","SEGO"
"77","School closing? ","MARM"
"78","Snapchat posting, for short ","VID"
"79","One seeing ghosts ","EBENEZERSCROOGE"
"80","Including ","WITH"
"81","Michael who wrote ""The Neverending Story"" ","ENDE"
"82","Things that clash in Washington ","EGOS"
"83","Pouty exclamation ","POOH"
"84","""No ___"" ","MSG"
"85","Rap sound ","RATATAT"
"86","Woodland god ","SATYR"
"87","Do with a pick, maybe ","FRO"
"88","Briefly ","INAWORD"
"89","The Theme Park Capital of the World ","ORLANDO"
"90","German border river ","NEISSE"
"91","Quaint dismissals ","PSHAWS"
"92","Tech news website ","CNET"
"93","Hypotheticals ","IFS"
"94","Take with force ","WREST"
"95","Bears ___ (national monument in Utah) ","EARS"
"96","Messenger ___ ","RNA"
"97","Post-op stop ","ICU"
"98","One releasing a dove in the Bible ","NOAH"
"99","Food truck menu item ","GYRO"
"100","Not tricked by ","ONTO"
"101","Advance look, say ","PEEK"
"102","Film for which Adrien Brody won Best Actor ","THEPIANIST"
"103","""Park it"" ","SIT"
"104","""Honestly"" ","NOLIE"
"105","Verdant spot ","GLEN"
"106","Last Chinese dynasty ","QING"
"107","Not be serious ","KID"
"108","Relaxing ","ATEASE"
"109","Catch in ""The Old Man and the Sea"" ","MARLIN"
"110","Title family name in old TV ","ADDAMS"
"111","Hawthorne heroine ","PRYNNE"
"112","Snapped out of it ","CAMETO"
"113","Out of control? ","ONAUTO"
"114","Showed shock ","GASPED"
"115","Cossack weapon ","SABER"
"116","Crash into the side of, informally ","TBONE"
"117","Marshal ","ARRAY"
"118","""You follow?"" ","GETME"
"119","Fancy soirees ","GALAS"
"120","Old record co. conglomerate ","EMI"
"121","Strength ","SINEW"
"122","Celebrated boxing family ","ALIS"
"123","Edamame source ","SOY"
"124","Alternative to café ","THE"
"125","___ long way ","GOA"
