"","clues","answers"
"1","Formless lump ","BLOB"
"2","""Chop-chop!"" ","ASAP"
"3","Vague sense ","VIBE"
"4","Opera set in Egypt ","AIDA"
"5","H.S. health course ","SEXED"
"6","To be, to Bernadette ","ETRE"
"7","Fraternity party purchase ","BEER"
"8","Blacken, in cooking ","CHAR"
"9","Game piece on a Stratego board ","SCOUT"
"10","Green figure, briefly ","STPAT"
"11","Fungus that affects cereal ","ERGOT"
"12","Pre-euro money ","PESETA"
"13","Medieval Eur. domain ","HRE"
"14","Subject of this puzzle ","LOCHNESSMONSTER"
"15","Biblical sanctuary ","ARK"
"16","Feel in one's bones ","INTUIT"
"17","""Your guess ___ good ..."" ","ISAS"
"18","Utterly tired ","SPENT"
"19","""You called?"" ","YES"
"20","French states ","ETATS"
"21","Marty's scientist pal in ""Back to the Future"" ","DOC"
"22","Voting alliance ","BLOC"
"23","All lit up ","AGLOW"
"24","Lotion additive ","ALOE"
"25","In-tray item ","MEMO"
"26","DEER XING and others ","SIGNS"
"27","Quaint literary work ","IDYL"
"28","Some Halloween décor ","WEBS"
"29","Poetic contraction ","NEER"
"30","Streisand, familiarly ","BABS"
"31","In ___ of ","LIEU"
"32","Baltic Sea feeder ","ODER"
"33","Chart in many a PowerPoint presentation ","BARGRAPH"
"34","Cousin of a neckerchief ","ASCOT"
"35","Reggae artist ___ Paul ","SEAN"
"36","Pivotal line ","AXIS"
"37","Crook, to a cop ","PERP"
"38","Missile heading ","VECTOR"
"39","""My suspicions were right!"" ","ITHOUGHTSO"
"40","Item offering support ","BRA"
"41","Homer Simpson outbursts ","DOHS"
"42","""___ your heart out!"" ","EAT"
"43","The Atlantic, e.g. ","OCEAN"
"44","Tried to claw open ","TOREAT"
"45","Miserly Marner ","SILAS"
"46","Grooming item for one on the go ","POCKETCOMB"
"47","Peckish ","TESTY"
"48","Debate topic ","ISSUE"
"49","Haulers on the highway ","SEMIS"
"50","Hardly wandering ","TERSE"
"51","Confident solver's tool ","PEN"
"52","Rug rat ","TOT"
"53","___-gritty ","NITTY"
"54","Upton who wrote ""Oil!"" ","SINCLAIR"
"55","Bust figures ","NARCOS"
"56","Whisper sweet nothings ","COO"
"57","Five-star hotel offerings ","SPAS"
"58","Search for water, in a way ","DOWSE"
"59","""Whew! What a long week!"" ","TGIF"
"60","Korbut on a balance beam ","OLGA"
"61","Fall dead asleep, with ""out"" ","ZONK"
"62","Adjective for a shoppe ","OLDE"
"63","Prado artist ","GOYA"
"64","Hoot and holler ","YELL"
"65","Spike behind a camera ","LEE"
