"","clues","answers"
"1","Reject someone, in a way ","SWIPELEFT"
"2","Reject ","SCRAP"
"3","Mammal that jumps vertically when startled ","ARMADILLO"
"4","Kind of seating ","ARENA"
"5","Went without ","HADNT"
"6","Face-planted ","ATEIT"
"7","Vegas hotel with a name from English legend ","EXCALIBUR"
"8","""Cheese and rice!"" ","NERTS"
"9","Without having a second to lose? ","SOLO"
"10","Wee, informally ","ITSY"
"11","Present from the start ","ABORIGINAL"
"12","Iowa college ","COE"
"13","First Indochina War's Battle of Dien ___ Phu ","BIEN"
"14","Ones taking a lode off? ","MINERS"
"15","Worry ","CARE"
"16","Streak breaker, maybe ","LOSS"
"17","Puts down ","SCORNS"
"18","Corrupt, in British slang ","BENT"
"19","Car ad letters ","APR"
"20","""Get a ___!"" ","CLUE"
"21","Made like ","APED"
"22","Users' resources ","FAQS"
"23","Stays out all night? ","CAMPS"
"24","Like dollhouse furnishings ","MINIATURE"
"25","Keynote, e.g. ","ORATE"
"26","Former employer of Keith Olbermann ","MSNBC"
"27","Number of bacteria living on a surface that has not been sterilized ","BIOBURDEN"
"28","___ des Beaux-Arts ","ECOLE"
"29","Bubbling over ","EBULLIENT"
"30","Aglisten, in a way ","DEWED"
"31","Hellish ","SATANIC"
"32","Emailed, say ","WROTETO"
"33","Dunk ","IMMERSE"
"34","All things being equal? ","PARITY"
"35","Cross-outs and others ","EDITS"
"36","Impudence ","LIP"
"37","Linda ___, ""Girl Reporter"" series author ","ELLERBEE"
"38","Bodybuilder's pose, e.g. ","FLEXION"
"39","Matchbox item ","TOYCAR"
"40","Satirist who said ""If you were the only person left on the planet, I would have to attack you. That's my job"" ","SAHL"
"41","Trail mix ingredients ","CRAISINS"
"42","Hunting dog breed ","REDBONE"
"43","Shaped like Cheerios ","ANNULAR"
"44","Keeps the beat? ","PATROLS"
"45","High cost of leaving? ","ALIMONY"
"46","Sport similar to paintball ","AIRSOFT"
"47","Essence ","GIST"
"48","Seat in court ","BANC"
"49","Having a ring of truth ","CREDIBLE"
"50","Offer on Airbnb, say ","LEASEOUT"
"51","Taken to the cleaners ","SCAMMED"
"52","""Ya got me?"" ","CAPISCE"
"53","Note in a Yelp business listing ","OPENNOW"
"54","Entree often served with a moist towelette ","BBQRIBS"
"55","Popular California winemaker ","ALMADEN"
"56","Boy Scout shelter ","PUPTENT"
"57","Is rankled by ","RESENTS"
"58","Applied, as face paint ","DAUBED"
"59","Stephen King's first novel ","CARRIE"
"60","Had the know-how ","COULD"
"61","Slipped one by, in a way ","ACED"
"62","Primary color in italiano ","BLU"
