"","clues","answers"
"1","Astaire with steps ","ADELE"
"2","Onetime Virginia senator Jim ","WEBB"
"3","French parish priests ","CURES"
"4","Piece of merchandise ","WARE"
"5","""___ homo"" ","ECCE"
"6","Camaraderie ","TEAMSPIRIT"
"7","Autumn spice ","MACE"
"8","Words to the disloyal ","ETTU"
"9","Cheryl of ""Curb Your Enthusiasm"" ","HINES"
"10","Binge-watch, maybe ","ODON"
"11","Like a Hail Mary ","DOORDIE"
"12","""By the way ..."" ","FYI"
"13","Channel with several spinoff channels ","ESPN"
"14","Pay ","REMIT"
"15","Ones who may dress down those dressing up? ","FASHIONPOLICE"
"16","Some detox diets ","JUICECLEANSES"
"17","Modern college major ","GENDERSTUDIES"
"18","Former Giants G.M. Al ","ROSEN"
"19","Big name in Art Deco ","ERTE"
"20","Many a time suck ","APP"
"21","Social reformer Dorothea ","DIX"
"22","Comment after a bump ","OHSORRY"
"23","Caustic soda, chemically ","NAOH"
"24","What you might charge for a ride ","TESLA"
"25","Onetime Korean statesman Syngman ","RHEE"
"26","Movie villain whose first name is Julius ","DRNO"
"27","Part of many an N.Y.C. subway station wall ","INLAIDTILE"
"28","Lip ","EDGE"
"29","Video game neophyte, informally ","NOOB"
"30","Mod bottoms ","MINIS"
"31","Kvass grains ","RYES"
"32","Workers on the hill ","ANTS"
"33","Brno-born, e.g. ","CZECH"
"34","Made (like) ","ACTED"
"35","On account of ","DUETO"
"36","Mythical figure often depicted holding a lyre ","ERATO"
"37","Arboreal primate ","LEMUR"
"38","Largest section of the dictionary ","ESS"
"39","""Dunkirk"" and ""Pearl Harbor,"" for short ","WWIIEPICS"
"40","Merit ","EARN"
"41","Court submission ","BRIEF"
"42","She convinced George to switch to five-pointed stars, in American legend ","BETSY"
"43","Show ","DEMO"
"44","Places of learning ","ACADEMIES"
"45","Distributor of Penguin classics? ","DCCOMICS"
"46","What an asterisk may mean ","SEENOTE"
"47","""Nigerian prince,"" often ","PHISHER"
"48","Sink ","DESCEND"
"49","Some of life's twists and turns ","IRONIES"
"50","Nick of Hollywood ","NOLTE"
"51","Part of a programmer's conditional ","ELSE"
"52","One who sucks the joy out of the room ","FUNSPONGE"
"53","Worker on the Hill ","AIDE"
"54","Places where brain waves are analyzed ","NEUROLABS"
"55","Panang curry alternative ","PADTHAI"
"56","Show that once had an April Fools' Day episode hosted by Pat Sajak ","JEOPARDY"
"57","More sweeping ","GRANDER"
"58","Book that's the basis for the movie ""What's Love Got to Do With It"" ","ITINA"
"59","Gas in arc lamps ","XENON"
"60","Actress Ana of ""Devious Maids"" ","ORTIZ"
"61","Thing often described redundantly as ""of the past"" ","RELIC"
"62","""Gimme a break!"" ","YEESH"
"63","Prepares a bed? ","HOES"
"64","Tab's counterpart ","SLOT"
"65","Hip-hop's Run-___ ","DMC"
