"","clues","answers"
"1","Aldrin, Armstrong and Collins ","CREWMATES"
"2","Large parts of some support systems? ","DCUPS"
"3","Bit of the magic of Disney ","PIXIEDUST"
"4","Increased ","RANUP"
"5","Start practicing, as bad habits ","LAPSEINTO"
"6","University next to the Centers for Disease Control headquarters ","EMORY"
"7","A.B.A. team that signed Moses Malone out of high school ","UTAHSTARS"
"8","Yellow fever carrier ","AEDES"
"9","""Vexations"" composer ","SATIE"
"10","Cause people to disbelieve, with ""on"" ","CASTDOUBT"
"11","Flintstones vitamins maker ","BAYER"
"12","Pull up stakes, informally ","RELO"
"13","Dunce-cap-shaped ","CONOID"
"14","""The Great Santini"" author ","CONROY"
"15","Nutty as can be ","IDIOTIC"
"16","Kept slightly open artificially, maybe ","WEDGED"
"17","Storms on the road ","GEOS"
"18","Spanish uncle? ","NOMAS"
"19","Anne Brontë's first novel ","AGNESGREY"
"20","The U.S.S. Constitution has three ","MASTS"
"21","Grounation Day celebrant ","RASTA"
"22","Snack item next to a dip bowl ","NACHOCHIP"
"23","With lid rattling, say ","ABOIL"
"24","These days ","INOURTIME"
"25","Waterfall or rapid ","SAULT"
"26","Feature of many a pizzeria ","STONEOVEN"
"27","Builds up ","HYPES"
"28","Sticks firmly ","HOLDSFAST"
"29","A little above average ","CPLUS"
"30","Loop taken on a drive? ","RIATA"
"31","Gertrude Stein or Alice B. Toklas ","EXPAT"
"32","""___ could"" (expression of regret) ","WISHI"
"33","Thornburgh's predecessor as attorney general ","MEESE"
"34","Mine entrance ","ADIT"
"35","Makeshift cat dish ","TUNACAN"
"36","Animal that has escaped from its owner ","ESTRAY"
"37","Fox Business Network show ","STOSSEL"
"38","Horrible ","DREAD"
"39","Provider of relief for a finger? ","CAMEORING"
"40","Roman count? ","UNODUETRE"
"41","All in the family? ","PUREBLOOD"
"42","Le Carré specialty ","SPYSTORY"
"43","Flashes ","TRICES"
"44","Ominous ","BODING"
"45","Coastal setting of ""The Birds"" ","BODEGABAY"
"46","Bistro offering ","ONIONSOUP"
"47","Bathroom item on a honey-do list ","LOOSETILE"
"48","Bit of retribution ","TIT"
"49","Locust tree feature ","POD"
"50","Cuban remnant ","CIGARASH"
"51","From Land's End, e.g. ","CORNISH"
"52","Aces, nowadays ","WAYCOOL"
"53","Will, if intentions bear out ","MEANTO"
"54","De-ices, perhaps ","SALTS"
"55","Rules of conduct ","MORES"
"56","Lead-in to God or Congress ","ACTOF"
"57","Trinity member ","SHIVA"
"58","Post-marathon posts ","TIMES"
"59","Wiped out ","SPENT"
"60","""Best friend"" from Germany? ","HUND"
