"","clues","answers"
"1","Spotlight hog ","HAM"
"2","Circuit ","LAP"
"3","Radio component ","AMTUNER"
"4","Words of homage ","ODE"
"5","*First Supreme Court chief justice ","JOHNJAY"
"6","Bungles ","GOOFSUP"
"7","Conciliatory offering ","SOP"
"8","*It's west of Okinawa ","CHINASEA"
"9","Johnny who sang on the duet ""Too Much, Too Little, Too Late"" ","MATHIS"
"10","Beverage that contains taurine ","REDBULL"
"11","Part of a stage ","APRON"
"12","Bluejacket ","TAR"
"13","Draft choice ","ALE"
"14","Still competing ","INIT"
"15","Show ___ ","BIZ"
"16","Bank statement abbr. ","DEP"
"17","*Sort with a full schedule ","BUSYBEE"
"18","Essen article ","DER"
"19","Respectful greeting ","SALAAM"
"20","___ gun (sci-fi weapon) ","ION"
"21","Paraphernalia ","GEAR"
"22","Cougar prey ","ELK"
"23","Medication-regulating org. ","FDA"
"24","""I've seen ___"" ","WORSE"
"25","Visa problem ","LATEFEE"
"26","Obeyed an order at the dentist's ","RINSED"
"27","*Oil, jocularly ","TEXASTEA"
"28","Neighbor of Ky. ","IND"
"29","Generally ","OVERALL"
"30","*""I don't care either way"" ","UPTOYOU"
"31","Baseball great Hodges ","GIL"
"32","Sign of summer ","LEO"
"33","Kitchen tools ","PEELERS"
"34","Numbskull ","ASS"
"35","""Yikes!"" ","EEK"
"36","Reachable ","INRANGE"
"37","___ Express (train from Delhi to Agra) ","TAJ"
"38","Latin lover's word ","AMO"
"39","Kind of root in math ","NTH"
"40","Crime show sound effect ","GUNSHOT"
"41","Legally prohibit ","ENJOIN"
"42","Occurrences during half-moons ","NEAPS"
"43","Test ","TRY"
"44","Word before calling or learning ","HIGHER"
"45","Circumvent ","AVOID"
"46","Hypothetical settlement ","MOONBASE"
"47","Big bargains, maybe ","LOSSLEADERS"
"48","Challenge to ___ ","ADUEL"
"49","Hip-hop's Salt-N-___ ","PEPA"
"50","Crack in the crust ","FAULT"
"51","Surprisingly, it just might work ","CRAZYIDEA"
"52","Breathing problem ","APNEA"
"53","Jumps rarely attempted in women's figure skating ","TRIPLEAXELS"
"54","Christmas song contraction ","TIS"
"55","Depress, with ""out"" ","BUM"
"56","Knowledge ","KEN"
"57","Rib ","TEASE"
"58","Made a faux pas ","ERRED"
"59","Common fund-raiser ","BAKESALE"
"60","Diva's accessory ","BOA"
"61","Place where one is encouraged to swear? ","ALTAR"
"62","Ski slope sight ","GONDOLA"
"63","""How ya holdin' up?"" ","FEELOK"
"64","Perpetual period in Narnia in ""The Lion, the Witch and the Wardrobe"" ","WINTER"
"65","San Francisco's ___ Stadium ","LEVIS"
"66","N.J. city on the Hudson ","FTLEE"
"67","Grow red, say ","RIPEN"
"68","___ party ","TOGA"
"69","Longtime news inits. ","UPI"
"70","Currency adopted after the Meiji Restoration ","YEN"
"71","___ chart ","ORG"
"72","Exploit ","USE"
