"","clues","answers"
"1","Rotters ","BADEGGS"
"2","Fabled fliers ","CARPETS"
"3","Royal aide in charge of horses ","EQUERRY"
"4","Pillar of a community ","OBELISK"
"5","Drainageways ","GULLIES"
"6","Polish national anthem, e.g. ","MAZURKA"
"7","Bully's retort ","SAYSME"
"8","TV address for kids, briefly ","SESAMEST"
"9","Get tangled up ","ENMESH"
"10","Baja's opposite ","ALTA"
"11","When repeated, a vitamin B deficiency ","BERI"
"12","Sap ","PATSY"
"13","Requiring no care ","MAINTENANCEFREE"
"14","It's not necessarily gold ","ALLTHATGLITTERS"
"15","Figure used by marketing planners ","NATIONALAVERAGE"
"16","Military plane acronym ","AWACS"
"17","Virna ___ of ""La Reine Margot"" ","LISI"
"18","Some sports drinks ","ADES"
"19","Blemish ","BLOTCH"
"20","In addition to ","ASWELLAS"
"21","Prepare pupils for examination ","DILATE"
"22","Buttress ","SHOREUP"
"23","Trial location ","JURYBOX"
"24","Turkish bath wear ","TERRIES"
"25","Womb-related ","UTERINE"
"26","""Probably ..."" ","ODDSARE"
"27","Goes in circles ","GYRATES"
"28","Seeks change, maybe ","BEGS"
"29","Pool shade ","AQUA"
"30","As required ","DULY"
"31","Seals' meals ","EELS"
"32","Sandblaster's target ","GRIME"
"33","Stew ingredient ","GREENBEAN"
"34","Network: Abbr. ","SYS"
"35","Brings up the rear ","COMESINLAST"
"36","Embarrass ","ABASH"
"37","Iran's ___ Shah Pahlavi ","REZA"
"38","Coveted ","PLUM"
"39","Revolutionary Michael Collins's country ","EIRE"
"40","Tut's kin? ","TSKS"
"41","Card game in which jacks are highest trumps ","SKAT"
"42","Harems ","SERAGLIOS"
"43","Senior moment, e.g. ","MENTALLAPSE"
"44","Big name on the range? ","AMANA"
"45","___-Whirl (midway ride) ","TILTA"
"46","""To put an ___ disposition on"": Hamlet ","ANTIC"
"47","St. ___ Beach, Fla. ","PETE"
"48","Broadcast workers' union ","AFTRA"
"49","Opposite of baldness ","TREAD"
"50","Conductor Koussevitzky ","SERGE"
"51","Those in favor ","YESES"
"52","Companion of Geo. or Wm. ","THOS"
"53","Voting, it's said ","CIVICDUTY"
"54","More down ","BLUER"
"55","Whom a headhunter calls ","HIRER"
"56","About ","ASTO"
"57","Peel off ","SHED"
"58","News ","WORD"
"59","Screws up ","ERRS"
"60","Princess in a spaceship ","LEIA"
"61","Neighbor of Cygnus ","LYRA"
"62","Not much ","ABIT"
"63","Voice mail cue ","TONE"
"64","Two in sixty-six? ","EXES"
"65","Wine container ","JUG"
