"","clues","answers"
"1","Club charges for nonmembers ","GUESTFEES"
"2","One-named singer ","SADE"
"3","Straight man of comedy ","ABBOTT"
"4","Lit ___ (college course) ","CRIT"
"5","Athlete in a crease ","GOALIE"
"6","Party person ","POL"
"7","Where to find a story online ","EBOOK"
"8","Not ___ many words ","INSO"
"9","Sensitive ","TENDER"
"10","Some people who send I.M.'s ","AOLERS"
"11","Rich soils ","LOAMS"
"12","Reformer born in Denmark ","RIIS"
"13","Trap ","WEB"
"14","Armstrong on wheels ","LANCE"
"15","Join, with ""in"" ","ENROL"
"16","Part of S.A.S.E.: Abbr. ","ENV"
"17","Pull off ","EXECUTE"
"18","Filled up ","SATED"
"19","Yours, in Italy ","TUO"
"20","Properly lined up ","INORDER"
"21","Certain dweller on the Danube ","SERB"
"22","Statute: Abbr. ","ORD"
"23","Beach sight in W.W. II: Abbr. ","LST"
"24","Ratio marks ","COLONS"
"25","Presumptions ","IFS"
"26","Bring up, as a grievance ","AIR"
"27","""Aladdin"" role ","GENIE"
"28","Musical with the song ""Rainbow Tour"" ","EVITA"
"29","Kind of party ","FRAT"
"30","One of the baseball Boones ","BRET"
"31","Have value ","RANK"
"32","Dreamcast game maker ","SEGA"
"33","Mata ___ (spy) ","HARI"
"34","""You betcha"" ","YEAH"
"35","Bias ","SKEW"
"36","Aromatic herb used by the ancients ","NARD"
"37","To ___ (perfectly) ","ATEE"
"38","Movie shot ","FADE"
"39","Mediterranean cruise stop ","MALTA"
"40","Mealtime plea to junior ","TRYIT"
"41","Part of Lombard Street in San Francisco ","ESS"
"42","Gray matter? ","ODE"
"43","Astronaut Collins ","EILEEN"
"44","Nod, maybe ","BID"
"45","___ Locks ","SOO"
"46","Took by force ","WRESTED"
"47","Eggs in water? ","ROE"
"48","Observant one ","NOTER"
"49","Torch carriers? ","ADORERS"
"50","Sung syllable ","TRA"
"51","Avril is part of it ","ANNEE"
"52","Famous fountain ","TREVI"
"53","Old Mideast grp. ","UAR"
"54","___ hall ","MESS"
"55","Bacon piece ","ESSAY"
"56","Offering relief ","AIDING"
"57","Eponymous doctor who studied hypnosis ","MESMER"
"58","Diner side ","SLAW"
"59","""Cultured insolence,"" according to Aristotle ","WIT"
"60","Scout's interest ","TALENT"
"61","Auberges ","INNS"
"62","Overeater's plateful, sometimes ","THIRDS"
"63","""I'll ___ brief as possible"" ","BEAS"
"64","Age category of most college entrants ","LATETEENS"
"65","Break ","GAP"
"66","Valve opening? ","UNI"
"67","Word with candy or drops ","EAR"
"68","Works, as wet clay ","SHAPES"
"69","___ Range, in the West ","TETON"
"70","Specialty ","FIELD"
"71","Miami duo? ","EMS"
"72","""Baudolino"" author ","ECO"
"73","Call with outstretched arms ","SAFE"
"74","High ___ ","SCHOOLER"
"75","Ring of color ","AREOLA"
"76","Sydney Carton's creator ","DICKENS"
"77","Traveler's request: Abbr. ","ETA"
"78","Averse to, in dialect ","AGIN"
"79","Dogfaced primate ","BABOON"
"80","Flamenco dancer's shout ","OLE"
"81","Actress Carrere ","TIA"
"82","Wallet item ","TEN"
"83","Not yet scheduled, in schedules ","TBA"
"84","Meet ","RISETO"
"85","It doesn't rain but it pours ","EWER"
"86","___ room ","REC"
"87","DVD player maker ","RCA"
"88","Turnstile feature ","SLOT"
"89","Works more to get the swelling down ","REICES"
"90","Pay for some rides ","BUSFARES"
"91","Dame from Down Under ","EDNA"
"92","Deletes, with ""out"" ","XES"
"93","Most irritable ","TESTIEST"
"94","Work unit ","ERG"
"95","Traffic circle ","ROTARY"
"96","It may be dribbled ","BABYFOOD"
"97","Steamed ","IRATE"
"98","""Roger"" ","IREADYOU"
"99","English novelist Charles ","READE"
"100","Some speech sounds ","NASALS"
"101","Large mtge. insurer ","FHA"
"102","After-dinner serving in France ","THE"
"103","Funny Sykes and others ","WANDAS"
"104","Architect ___ van der Rohe ","MIES"
"105","Extremely ","TOO"
"106","Drop a brick ","ERR"
"107","Aberdeen hillside ","BRAE"
"108","Capital city on a river of the same name ","OTTAWA"
"109","Dry ","RAINLESS"
"110","Used to be ","WERE"
"111","Verdi's ""___ tu"" ","ERI"
"112","Gridiron area near the goal line ","REDZONE"
"113","Farm-made butter ","RAM"
"114","Not as strenuous ","EASIER"
"115","Schönbrunn Palace site ","VIENNA"
"116","Pluck ","METTLE"
"117","Army members, for short ","GIS"
"118","King Carl XVI Gustaf, e.g. ","SWEDE"
"119","North Dakota city with an air force base ","MINOT"
"120","Army members ","ANTS"
"121","Cooler overseas ","GAOL"
"122","Old telecom inits. ","ITT"
"123","""Fuhgedaboutit!"" ","NAH"
"124","Sixth-century year ","DLI"
"125","Triangular sail ","JIB"
"126","Lab exam subject ","DNA"
"127","Lab examiner ","VET"
"128","Suffix with glob ","ULE"
"129","Took off ","RAN"
"130","Where IV's may be administered ","ERS"
