"","clues","answers"
"1","MacLeish said it ""should not mean / But be"" ","APOEM"
"2","G.I. grub ","SPAM"
"3","Strikebreaker ","SCAB"
"4","East China Sea island ","MATSU"
"5","It's controlled by the moon ","TIDE"
"6","Broadway ""auntie"" ","MAME"
"7","Mythical giant ","TITAN"
"8","One with comforting words ","REASSURER"
"9","Spanish hero El ___ ","CID"
"10","One with pointy shoes ","ELF"
"11","Sgt. York ","ALVIN"
"12","Blockhead ","ASS"
"13","Kind of check or rack ","HAT"
"14","Culinary captivator ","AROMA"
"15","Permitted ","LEGAL"
"16","Remote Russians ","SIBERIANS"
"17","Hula hoop? ","LEI"
"18","___ de mer ","MAL"
"19","Lost strength ","WANED"
"20","Hesiod's H ","ETA"
"21","Figaro article ","LES"
"22","Rub and dub ","ANOINTING"
"23","Conrad of ""Casablanca"" ","VEIDT"
"24","Stiller and Meara routine ","SKIT"
"25","Blues singer James ","ETTA"
"26","Pliny the ___ ","ELDER"
"27","Tennis champ Mandilikova ","HANA"
"28","French silk center ","LYON"
"29","Tuscany city ","SIENA"
"30","Qty. ","AMT"
"31","Bucket ","PAIL"
"32","Swimming gold medalist Kristin ","OTTO"
"33","Son of Rebekah ","ESAU"
"34","Kind of bond ","MUNICIPAL"
"35","High-priced violin ","STRAD"
"36","Berth place ","PIER"
"37","Economist Smith ","ADAM"
"38","Military meals ","MESSES"
"39","Biographer Robert ","CARO"
"40","""You said it, brother"" ","AMEN"
"41","North Sea floater ","BERG"
"42","Cardinal cap logo ","STL"
"43","Exodus mountain ","SINAI"
"44","""Three Tall Women"" dramatist ","ALBEE"
"45","Playwright Pirandello ","LUIGI"
"46","Lyra star ","VEGA"
"47","Blacksmith's work site ","ANVIL"
"48","Use a dagger ","STAB"
"49","Goddesses of the seasons ","HORAE"
"50","Fix up ","AMEND"
"51","Uses a UV lamp ","TANS"
"52","""Cinderella"" event ","BALL"
"53","Rick's love, in ""Casablanca"" ","ILSA"
"54","Grinders ","ABRASIVES"
"55","Completely botch ","RUIN"
"56","Banister post ","NEWEL"
"57","Christmas stocking site ","MANTEL"
"58","Musical set in Argentina ","EVITA"
"59","Can material ","TIN"
"60","Director Josh ","LOGAN"
"61","Bills and coins ","CASH"
"62","""Lonely Boy"" singer ","ANKA"
"63","Mutton cut ","LOIN"
"64","Metropolis ","CITY"
"65","Latch ___ (get) ","ONTO"
"66","Bagel shop ","DELI"
"67","French writer André ","GIDE"
"68","Heaven on earth ","EDEN"
"69","___-la-la ","TRA"
