"","clues","answers"
"1","___ C. J. Walker, first American woman to become a self-made millionaire, per Guinness ","MADAM"
"2","Pretend ","UNREAL"
"3","Flowers known botanically as Leucanthemum vulgare ","OXEYES"
"4","Lady Gaga album named for her aunt ","JOANNE"
"5","Stops being stubborn ","RELENTS"
"6","""There's no accounting for taste"" ","ITTAKESALLSORTS"
"7","Birthplace of Buddha ","NEPAL"
"8","More spacious ","AIRIER"
"9","Walks in the park ","STROLLS"
"10","Carries on ","RAVES"
"11","Up ","RISEN"
"12","Compliment to a chef ","YUM"
"13","Tartarus, by another name ","HELL"
"14","Prefix with night or day ","MID"
"15","Mimicked ","DID"
"16","Tepid assessment ","MEH"
"17","Actress whose nickname derives from her middle name, Stamatina ","FEY"
"18","Family prefix ","STEP"
"19","Make it, gamewise ","TAG"
"20","Eponym of a red-and-white heraldic rose ","TUDOR"
"21","Decorated athlete whose name could be parsed as ""zero"" + ""loss"" ","NADAL"
"22","""Way to go!"" ","BOOYAH"
"23","Replenish ","TOPUP"
"24","Eliminate from contention ","CROSSOFFTHELIST"
"25","More affected ","ARTSIER"
"26","Outfit with flaps and snaps ","ONESIE"
"27","Pays in the Alps? ","SUISSE"
"28","Move around ","ROTATE"
"29","""The Divine Miss M"" ","BETTE"
"30","Thought and thought and thought (about) ","STEWED"
"31","Playing past regulation, informally ","INOT"
"32","___ house ","FRAT"
"33","Letters ","TENANTS"
"34","Had a craving ","HANKERED"
"35","Take time to think about something ","SLEEPONIT"
"36","By ethical standards ","MORALLY"
"37","Cousin of a lutz ","AXEL"
"38","Reese in ""Touched by an Angel"" ","DELLA"
"39","Affirmative on the U.S.S. Enterprise ","AYESIR"
"40","State emblem of Israel ","MENORAH"
"41","Target ","STRIVEFOR"
"42","Member of the A.F.C. team with most division titles ","STEELER"
"43","___ y pimienta ","SAL"
"44","Lesser-used passages ","SIDEDOORS"
"45","Total ","SUM"
"46","British singer with the hits ""How We Do (Party)"" and ""Your Song"" ","RITAORA"
"47","They may be mixed ","METAPHORS"
"48","Network with Joy Reid's ""The ReidOut"" ","MSNBC"
"49","""I like telling ___ jokes. Sometimes he laughs!"" ","DAD"
"50","French Calvinist ","HUGUENOT"
"51","Check attachment ","PAYSTUB"
"52","Escape ","GETFREE"
"53","Sap ","DEPLETE"
"54","Quickly put down ","JOT"
"55","Give a lift ","HOIST"
"56","Suffix akin to ""-o-rama"" ","FEST"
"57","""You don't have to tell me!"" ","ISAW"
"58","One of the few places where traffic is appreciated ","SITE"
"59","Ticked (off) ","TEED"
