"","clues","answers"
"1","Lithium or iridium ","METAL"
"2","Math subj. with proofs ","GEOM"
"3","W.C.'s ","LAVS"
"4","En masse ","ASONE"
"5","Area jiggled while twerking ","REAR"
"6","Touched down ","ALIT"
"7","Food critic's assessments of calamari? ","SQUIDMARKS"
"8","Disbursed ","OUTLAID"
"9","Part of a Holmes comment to Watson ","MYDEAR"
"10","Nintendo's Super ___ ","NES"
"11","Maneuver on a chessboard? ","SQUARETACTIC"
"12","Ones coming on board ","HIREES"
"13","Biblical verb ending ","ETH"
"14","River under the Ponte Vecchio ","ARNO"
"15","Steinway offering ","GRAND"
"16","___ Cruces, N.M. ","LAS"
"17","Follow-the-leader sorts ","APERS"
"18","Identifies, on Facebook ","TAGS"
"19","One seeing pink elephants ","SOT"
"20","Kosygin of Russia ","ALEXEI"
"21","Rug rat pursuer? ","SQUIRTCHASER"
"22","Believers in one god ","THEISTS"
"23","Elvis's label ","RCA"
"24","Stallone's genre ","ACTION"
"25","Talk show physician ","DROZ"
"26","Outstanding posture for a catcher? ","GREATSQUAT"
"27","AT&T Stadium feature ","DOME"
"28","Antidiscrimination org. ","EEOC"
"29","Horse with a patchy coat ","PINTO"
"30","Floored it ","SPED"
"31","Long and lean ","LANK"
"32","Elvis's trademark look ","SNEER"
"33","Perry who's on the case ","MASON"
"34","Ending like ""-like"" ","ESQUE"
"35","Sellers of tips ","TOUTS"
"36","Dye-yielding shrub ","ANIL"
"37","Helen of Troy's mother ","LEDA"
"38","Dairy aisle rating ","GRADEA"
"39","Suffix with sonnet ","EER"
"40","Symbol of strength ","OAK"
"41","James Stewart title role ","MRSMITH"
"42","Topiary pro ","LANDSCAPER"
"43","Burn application ","ALOE"
"44","Cheer starter ","VIVA"
"45","Southern Cross unit ","STAR"
"46","Drawback ","MINUS"
"47","One on the first side to vote, usually ","YEA"
"48","Year-end decorations ","WREATHS"
"49","Collections ","SETS"
"50","Made more aware ","SENSITIZED"
"51","Proof finale letters ","QED"
"52","Cloned menace of film ","TREX"
"53","About, on memos ","INRE"
"54","""___ Fan Tutte"" ","COSI"
"55","Elevs. ","HGTS"
"56","""The Hurt Locker"" setting ","IRAQ"
"57","Prego competitor ","RAGU"
"58","Centers of attention ","LOCI"
"59","The ""A"" of I.P.A. ","ALE"
"60","Baseball's Old Professor ","STENGEL"
"61","Strong point ","ASSET"
"62","P on campus ","RHO"
"63","Battle cry ","ATTACK"
"64","Attend a homecoming, say ","REUNE"
"65","Jalopy ","CRATE"
"66","Tycoon on the Titanic ","ASTOR"
"67","Puts in ","ADDS"
"68","Trim, as a photo ","CROP"
"69","""The Complete Works of Shakespeare,"" e.g. ","TOME"
"70","Cobras of Egypt ","ASPS"
"71","Newspaper ad meas. ","SQIN"
"72","Mens ___ (criminal intent) ","REA"
"73","Proterozoic ___ ","EON"
