"","clues","answers"
"1","Common Halloween costumes ","GHOSTS"
"2","Opposite of all ","NOTONE"
"3","Went on and on ","RANTED"
"4","Loser ","ALSORAN"
"5","Hosts ","EMCEES"
"6","Try, as something new ","TESTOUT"
"7","Engine meas. ","RPM"
"8","Like some low-rise buildings ","THREESTORY"
"9","West Indies, e.g. ","ISLES"
"10","Suffix with super ","IOR"
"11","Inaugural oath starter ","IDO"
"12","Places where fans may gather to watch a game ","SPORTSBARS"
"13","End of a match ","PIN"
"14","Summer clock setting: Abbr. ","DST"
"15","Buffoon ","OAF"
"16","Deem appropriate ","SEEFIT"
"17","Imitate ","APE"
"18","Irish playwright who wrote ""The Shadow of a Gunman"" ","SEANOCASEY"
"19","Bill of Rights freedom: Abbr. ","REL"
"20","Countryman of Chancellor Konrad Adenauer ","WESTGERMAN"
"21","Long-billed wading bird ","SNIPE"
"22","Shade of green ","PEA"
"23","Target of chondrolaryngoplasty surgery ","ADAMSAPPLE"
"24","English king who was the youngest son of William the Conqueror ","HENRYI"
"25","Barely ","BYANOSE"
"26","Canine coat? ","ENAMEL"
"27","Comforting words ","ITSOKAY"
"28","Some dips ","SALSAS"
"29","What some browsers browse ","THENET"
"30","Spanish card suit ","OROS"
"31","Kind of mile: Abbr. ","NAUT"
"32","Inner: Prefix ","ENTO"
"33","London shades ","GREYS"
"34","Part of a western sandwich ","HAM"
"35","One way to buy things ","ONCREDIT"
"36","Hamlet, to Claudius ","STEPSON"
"37","Abound (with) ","TEEM"
"38","Card, e.g. ","NLER"
"39","Bone: Prefix ","OSSE"
"40","Bear ","TOTE"
"41","Like a thumb struck with a hammer ","ATHROB"
"42","Spring (from) ","RISE"
"43","___ the morning ","TOPOF"
"44","Not really sing ","LIPSYNC"
"45","Certain Middle Easterner ","ISRAELI"
"46","Cloud up ","BEFOG"
"47","One of the Honeymooners ","ALICE"
"48","Fix, as a road ","RETAR"
"49","Visit anew ","RESEE"
"50","Mint dept. ","TREAS"
"51","Blockage fix ","STENT"
"52","Early American patriot Silas ","DEANE"
"53","Guests may be greeted with them ","OPENARMS"
"54","Symbol in Wal-Mart ads ","SMILEY"
"55","Magazine locale ","ARSENAL"
"56","Scand. language ","SWED"
"57","Parts of beach kits ","PAILS"
"58","Like some online forum postings: Abbr. ","ANON"
"59","Move slowly (along) ","POKE"
"60","H.S. exam ","PSAT"
"61","Former Royals manager Tony ","PENA"
"62","Somewhat ","ABIT"
"63","Belief that toads cause warts, for example ","MYTH"
"64","Encl. to facilitate a response ","SASE"
"65","Guys ","HES"
"66","Verily ","YEA"
