"","clues","answers"
"1","B.M.O.C., typically ","JOCK"
"2","Aids in keeping up with the daily grind? ","DISPOSALS"
"3","Biblical figure believed to be buried near Basra ","EZRA"
"4","Yucca named by Mormon settlers ","JOSHUATREE"
"5","Handel work featuring David ","SAUL"
"6","Poorly educated ","UNLETTERED"
"7","Pleasant surprise for a buyer ","SWEETDEAL"
"8","Cretan peak ","MTIDA"
"9","Have chops, say ","EAT"
"10","Its purpose is in sight ","EYE"
"11","Papuan port ","LAE"
"12","Phishing string: Abbr. ","SSN"
"13","Lee in Hollywood ","ANG"
"14","One of Steinbeck's twins ","CAL"
"15","Coiner of the phrase ""global village"" ","MARSHALLMCLUHAN"
"16","Indians may participate in it ","MAJORLEAGUEGAME"
"17","Frequent American flier? ","STARSANDSTRIPES"
"18","Hill person: Abbr. ","SEN"
"19","Pros in power: Abbr. ","EES"
"20","Texting qualifier ","IMO"
"21","W. Coast setting, more often than not ","PDT"
"22","Now, in Italy ","ORA"
"23","""Live at the Apollo"" airer ","BBC"
"24","Key name ","LARGO"
"25","All-day sucker? ","APRILFOOL"
"26","Linchpin locale ","AXLE"
"27","Fading out ","EVANESCING"
"28","Sixth in a series ","ZETA"
"29","""Tin Cup"" co-star ","RENERUSSO"
"30","Aforetime ","ERST"
"31","General Reno for whom Reno, Nev., is named ","JESSE"
"32","Oil vessel ","CRUET"
"33","Moola ","KALE"
"34","Gifted person? ","DONEE"
"35","Creta, e.g. ","ISLA"
"36","Beach house? ","SHELL"
"37","Apply ","PUT"
"38","Quaker offering ","OATMEALCEREAL"
"39","Keep in order? ","STET"
"40","""Mrs."" in a Paul Gallico novel title ","ARRIS"
"41","City called ""Knightsbridge of the North"" ","LEEDS"
"42","Auto suggestion? ","SEDAN"
"43","""Judgment at Nuremberg"" Oscar nominee ","JUDYGARLAND"
"44","Like some outboard motors ","TENHORSEPOWER"
"45","Getting in gear ","ACCOUTERING"
"46","Noted Titanic couple ","ASTORS"
"47","Nintendo's ___ Mansion ","LUIGIS"
"48","Delivery people? ","MOMS"
"49","""How now! ___?"": Hamlet ","ARAT"
"50","Delhi cheese? ","RAJA"
"51","It may be on the house ","LIEN"
"52","Bridge designer's concern ","LOAD"
"53","E-mail, e.g.: Abbr. ","MSGS"
"54","Mountain ","HEAP"
"55","""Look ___ now"" ","ATME"
"56","Bill ___ Climate Lab (Oakland science exhibit) ","NYES"
"57","Cooler, in the 'hood ","ILLER"
"58","Violet relative ","MAUVE"
"59","Like Mork ","ORKAN"
"60","Puts soft rock on? ","TALCS"
"61","Black Bears' home ","ORONO"
"62","Lord of the ring? ","BOXER"
"63","They get nuts ","BOLTS"
"64","Grip improver ","CLEAT"
"65","Characteristic dictator ","GENE"
"66","Electric flux symbols ","PSIS"
"67","Throw for a loop ","FAZE"
"68","Cyclones' sch. ","ISU"
