"","clues","answers"
"1","Archaeological find ","TOMB"
"2","Son of Mary, Queen of Scots ","JAMESI"
"3","Entrance feature ","JAMB"
"4","Fishing site ","DORY"
"5","""What a ride!"" ","WHEE"
"6","Corrects ","EMENDS"
"7","Part of a conjugation lesson ","AMAT"
"8","Symphony member ","OBOE"
"9","They may be rolled ","OATS"
"10","Writer's favorite recipe? ","ANNESRICEPUDDING"
"11","Used ","PREOWNED"
"12","Holiday song ","NOEL"
"13","Security need ","IDTAG"
"14","Comedian's favorite recipe? ","MARTINSSHORTBREAD"
"15","Mid-first-century date ","LII"
"16","Before, in verse ","ERE"
"17","Like the lungs ","LOBAR"
"18","One of the continents: Abbr. ","AFR"
"19","Place known anciently as Lacus Asphaltites ","DEADSEA"
"20","It established banks in Switzerland ","AARE"
"21","Sugar suffixes ","OSES"
"22","Clerk's counterpart ","LAIC"
"23","Actress's favorite recipe? ","HALLESBERRYPIE"
"24","Predecessor of Tiberius ","AUGUSTUS"
"25","One whose business is picking up ","MAID"
"26","Guard dog, e.g. ","SNARLER"
"27","Ready for occupation ","VACANT"
"28","Hearty cuts ","TBONES"
"29","Game show hostess's favorite recipe? ","VANNASWHITECORN"
"30","Emphasize ","ACCENT"
"31","Windup ","FINALE"
"32","Losing ground ","ERODING"
"33","Question ","DOUBT"
"34","Box ","LOGE"
"35","Highlighted ","PLAYEDUP"
"36","Poet's favorite recipe? ","EZRASPOUNDCAKE"
"37","WB sitcom ","REBA"
"38","Mice catchers ","OWLS"
"39","Rebels ","UPRISES"
"40","Dunderhead ","ASS"
"41","AstroTurf fiber ","NYLON"
"42","Guanabara Bay city ","RIO"
"43","Jokester ","IMP"
"44","Actor's favorite recipe? ","KEVINSBACONBURGER"
"45","Not cede the point ","ARGUE"
"46","Mexican poet Juana ___ de la Cruz ","INES"
"47","""Sorry"" ","PARDONME"
"48","Politician's favorite recipe? ","JERRYSBROWNBETTY"
"49","Places ","LOCI"
"50","Cuckoos ","ANIS"
"51","Sharp ","KEEN"
"52","The Joker player on ""Batman"" ","ROMERO"
"53","Gathering clouds, say ","OMEN"
"54","TV sword wielder ","XENA"
"55","Doctrines ","ISMS"
"56","Puma rival ","ADIDAS"
"57","Attends ","SEES"
"58","Afternoon hr. ","TWOPM"
"59","What a reader may read ","METER"
"60","Stupefy ","BESOT"
"61","Common soap opera affliction ","AMNESIA"
"62","Patches ","MENDS"
"63","Suffix with menth- ","ENE"
"64","Ebenezer's partner in ""A Christmas Carol"" ","JACOB"
"65","Eastern chieftain: Var. ","AMEER"
"66","Sugar ___ ","MAPLE"
"67","A.C. output ","BTU"
"68","Longtime Connecticut senator ","DODD"
"69","Life lines? ","OBIT"
"70","Author Jaffe ","RONA"
"71","Person with a safe job? ","YEGG"
"72","C.D. earnings ","INT"
"73","Unbroken ","WILD"
"74","Peggy Lee's ""___ Tramp"" ","HESA"
"75","City south of Moscow ","OREL"
"76","Honest-to-God ","REAL"
"77","Yank or Blue Jay ","ALER"
"78","The young Mozart, e.g. ","BOYWONDER"
"79","Constance d'Arles, e.g. ","REINE"
"80","""Sad to say ..."" ","ALAS"
"81","Horned deity ","FAUN"
"82","Baltic's Gulf of ___ ","RIGA"
"83","Some batters, for short ","DHS"
"84","People of Ghana ","ASANTE"
"85","Grab ___ ","ABITE"
"86","Bloodshot ","RED"
"87","Legis. meeting ","SESS"
"88","It may cause a strike ","CURVEBALL"
"89","Letters that can't be found at the post office ","EMAIL"
"90","Drink made with Scotch ","ROBROY"
"91","Angles ","SLANTS"
"92","It's pitched ","TENT"
"93","Agora purchase ","URN"
"94","Digital displays? ","VSIGNS"
"95","Bristly, like barley ","AWNED"
"96","Half a dance ","CHA"
"97","Part of a Japanese war cry ","TORA"
"98","Against the rules ","AFOUL"
"99","Collectible frame ","CEL"
"100","Yemeni city ","ADEN"
"101","Swindle ","COZEN"
"102","Frizzed ","CURLY"
"103","Head piece? ","IDEA"
"104","Central points ","NUBS"
"105","Transcript stats ","GPAS"
"106","Blue ","LOW"
"107","Charlottetown's prov. ","PEI"
"108","Southern side? ","PONE"
"109","Parking spot ","CURB"
"110","Samoan port ","APIA"
"111","Golden Arches founder Ray ","KROC"
"112","""On the Town"" actor ","SINATRA"
"113","Biologists' study ","EMBRYOS"
"114","Idaho, informally ","SPUD"
"115","___-dokey ","OKEY"
"116","Feelings ","VIBES"
"117","Directed against a thing, legally ","INREM"
"118","Some Dodges ","NEONS"
"119","Fairbanks-to-Anchorage dir. ","SSW"
"120","Chose ","OPTED"
"121","Candy brand ","ROLOS"
"122","Lawn decoration ","GNOME"
"123","Jon Stewart, for one ","EMCEE"
"124","They may run down the neck ","REINS"
"125","""Iliad"" figure ","AJAX"
"126","Artist Magritte ","RENE"
"127","Beam ","GRIN"
"128","Animal in the sky ","URSA"
"129","Charlton Heston org. ","NRA"
"130","Gym-goer's concern, for short ","BOD"
"131","Record inits. ","EMI"
