"","clues","answers"
"1","Mrs. Dithers of the comics ","CORA"
"2","Holder of billiard balls ","RACK"
"3","County, in Britain ","SHIRE"
"4","Breakfast chain ","IHOP"
"5","Jazz's Fitzgerald ","ELLA"
"6","Blender setting ","PUREE"
"7","Huge ","VAST"
"8","Numbskull ","BOOB"
"9","Modern missive ","EMAIL"
"10","Anger ","IRE"
"11","Carnival treat ","COTTONCANDY"
"12","More shrewd ","CAGIER"
"13","""It's not easy ___ green"" ","BEIN"
"14","Like some modern music ","ATONAL"
"15","___ Pieces ","REESES"
"16","Lindbergh's trans-Atlantic destination ","PARIS"
"17","Farm billies ","GOATS"
"18","Charlottesville sch. ","UVA"
"19","Cutlass, e.g., informally ","OLDS"
"20","Gets older ","AGES"
"21","Golf ball position ","LIE"
"22","Storms ","RAGES"
"23","Eurasian mountains ","URALS"
"24","Groove-making tool ","ROUTER"
"25","Tiny hill dwellers ","ANTS"
"26","Skip ","PASSUP"
"27","Carbonated citrus-flavored drink ","ORANGECRUSH"
"28","Medical care grp. ","HMO"
"29","Cape ___ Islands ","VERDE"
"30","Diaper problem ","RASH"
"31","Keep ___ on (watch) ","TABS"
"32","___ tube ","INNER"
"33","Nabisco best-seller ","OREO"
"34","Jim Morrison's group, with ""the"" ","DOORS"
"35","Feathered missile ","DART"
"36","""Sure, go ahead"" ","OKAY"
"37","___ center ","CIVIC"
"38","""Gone With the Wind"" surname ","OHARA"
"39","White House setting ","ROSEGARDEN"
"40","Likely ","APT"
"41","Like many evangelicals ","REBORN"
"42","Loads ","ALOT"
"43","Arterial blockage ","CLOT"
"44","Shish ___ ","KABOB"
"45","Canis lupus familiaris, for dogs ","SPECIES"
"46","Compassionate ","HUMANE"
"47","Neighbor of Pakistan ","IRAN"
"48","Actor/director Tim ","REID"
"49","Slithery ","EELY"
"50","Corporate V.I.P.'s ","CEOS"
"51","""Phooey!"" ","NERTS"
"52","""How sweet ___!"" ","ITIS"
"53","Wide-eyed ","AGOG"
"54","Toward the bottom ","LOWER"
"55","Daredevil Knievel ","EVEL"
"56","Impudent talk ","SASS"
"57","President before Taylor ","POLK"
"58","Inter ___ ","ALIA"
"59","Too ","ALSO"
"60","Moisten, as poultry ","BASTE"
"61","Mars' Greek counterpart ","ARES"
"62","New York N.H.L.'ers ","RANGERS"
"63","Great Salt Lake's state ","UTAH"
"64","Wood-smoothing tool ","SANDER"
"65","Result ","UPSHOT"
"66","Atlantic food fish ","SCROD"
"67","Shadow ","UMBRA"
"68","Actress Parker ___ ","POSEY"
"69","""Metamorphoses"" poet ","OVID"
"70","Nevada city ","RENO"
"71","River through Florence ","ARNO"
"72","___ avis ","RARA"
"73","One getting a manual ","USER"
"74","Confucian path ","TAO"
