"","clues","answers"
"1","Head of a monastery ","ABBOT"
"2","___ Carlo (gambling mecca) ","MONTE"
"3","Corn on the ___ ","COB"
"4","Dry heat bath ","SAUNA"
"5","Accessory for a witch ","BROOM"
"6","Serve up a whopper ","LIE"
"7","Traditional end of summer ","LABORDAYWEEKEND"
"8","Alternative to Beano ","GASX"
"9","Corner pieces in chess ","ROOKS"
"10","Things bullfighters wave ","CAPES"
"11","""Othello"" villain ","IAGO"
"12","Dare to exceed normal limits ","PUSHTHEENVELOPE"
"13","Swing clarinetist Shaw ","ARTIE"
"14","Salvador who painted melting watches ","DALI"
"15","Most emails offering life insurance policies, say ","SPAM"
"16","Word after bumper or cable ","CAR"
"17","Stray from a topic ","DIGRESS"
"18","Brian who was once with Roxy Music ","ENO"
"19","Airport guesses, for short ","ETAS"
"20","Alternative to suspenders ","BELT"
"21","Frankly admit something ","OWNIT"
"22","FedEx or DHL ","DELIVERYSERVICE"
"23","Parts of i's and j's ","DOTS"
"24","Tilts ","LEANS"
"25","Hot dog topping ","CHILI"
"26","Extreme happiness ","GLEE"
"27","Setting for a couples cruise? ","ARK"
"28","___ Gay (W.W. II bomber) ","ENOLA"
"29","Bird on the Mexican flag ","EAGLE"
"30","U.S. airer of ""Downton Abbey"" ","PBS"
"31","Believer in a nonintervening God ","DEIST"
"32","Many vaccinations ","SHOTS"
"33","Handy way of communicating, in brief? ","ASL"
"34","Sound heard in a herd ","BAA"
"35","""Listen, ___!"" ","BUB"
"36","Musical Yoko ","ONO"
"37","Aimed at ","TARGETED"
"38","Degrees for C.E.O.s ","MBAS"
"39","""___ and Crake"" (Margaret Atwood novel) ","ORYX"
"40","This very instant ","NOW"
"41","Little piggy ","TOE"
"42","Come into view ","EMERGE"
"43","Queen of the Nile, informally ","CLEO"
"44","Sound from a piggy ","OINK"
"45","Places for flowers and oysters ","BEDS"
"46","Sprinkle, as of salt ","DASH"
"47","Some menthol cigarettes ","KOOLS"
"48","Organize, as an exhibition ","CURATE"
"49","Of the stars ","ASTRAL"
"50","___ Beta Kappa ","PHI"
"51","Coves and fjords ","INLETS"
"52","""We try harder"" auto rental company ","AVIS"
"53","Walked nervously back and forth ","PACED"
"54","Lawn-cutting tools ","EDGERS"
"55","Before the due date, say ","EARLY"
"56","What screen doors usually don't do ","OPENIN"
"57","Freaks out ","PANICS"
"58","Be overdramatic ","EMOTE"
"59","""Yeah, right!"" ","IBET"
"60","Recipients of a welcome sight, proverbially ","SOREEYES"
"61","Move crabwise ","SIDLE"
"62","State with the words ""Wild Wonderful"" on its license plates: Abbr. ","WVA"
"63","Said aloud ","VOICED"
"64","Like the first through fifth grades: Abbr. ","ELEM"
"65","Crack and redden, as lips ","CHAP"
"66","Basil or dill ","HERB"
"67","Ruffles the feathers of ","IRKS"
"68","Some toothpastes and hair goops ","GELS"
"69","Aspiring atty.'s exam ","LSAT"
"70","""We're number ___!"" ","ONE"
"71","Me, to Miss Piggy ","MOI"
"72","Scrooge's ""Phooey!"" ","BAH"
"73","In the past ","AGO"
"74","Diner sandwich, for short ","BLT"
"75","""Definitely"" ","YES"
