"","clues","answers"
"1","Supersonic unit ","MACH"
"2","Goalie's stat ","SAVES"
"3","Frizzy do ","AFRO"
"4","Old Greek theaters ","ODEA"
"5","One of the Horae ","IRENE"
"6","Speakeasy risk ","RAID"
"7","Look-alike of a source of oil? ","POLLUXBEAN"
"8","Concerned with ","INTO"
"9","WWW address ","URL"
"10","Second ltr. addendum ","PPS"
"11","Dugout V.I.P. ","MANAGER"
"12","Place to play? ","PEORIA"
"13","Overdo the T.L.C. ","DOTE"
"14","Spitting image of a children's storybook character? ","UNCLEROMULUS"
"15","Grills or pumps ","ASKS"
"16","Wine-and-cassis drink ","KIR"
"17","School assignment ","REPORT"
"18","Devilfish ","MANTA"
"19","Microwave ","ZAP"
"20","Together ","ASONE"
"21","Self-interest doctrine ","EGOISM"
"22","Easter preceder ","NOR"
"23","Part of M.I.T.: Abbr. ","INST"
"24","Exact replica of six Northeastern states? ","NEWCHANGLAND"
"25","Less assertive ","MEEKER"
"26","Shoots down ","DEBUNKS"
"27","In accordance with ","PER"
"28","Historic Virginian ","LEE"
"29","Tandoor, e.g. ","OVEN"
"30","Carbon copy of a Cleveland ballpark? ","ESAUSFIELD"
"31","Witty remark ","JEST"
"32","Contents list ","TABLE"
"33","Drawn ","TIED"
"34","Maybe more, maybe less ","ORSO"
"35","Loses it ","SNAPS"
"36","""Handy"" one ","ANDY"
"37","Finish ","MOPUP"
"38","Be nuts about ","ADORE"
"39","String quartet member ","CELLO"
"40","Lyricist David ","HAL"
"41","Beer buy ","SIXPACK"
"42","Wall St. figures ","ARBS"
"43","Skein formation ","VEE"
"44","Captivate ","ENAMOR"
"45","One serving a long term ","SENATOR"
"46","Met highlight ","ARIA"
"47","Part of the mouth of a cottonmouth ","FANG"
"48","Liturgy ","RITE"
"49","Something in the air ","ODOR"
"50","___ arms ","UPIN"
"51","Where Hercules slew the lion ","NEMEA"
"52","Country ","RUSTIC"
"53","Send over the edge ","DERANGE"
"54","Dick's mate, twice ","LIZ"
"55","Positive aspect ","UPSIDE"
"56","Crackpot ","LOON"
"57","Buffet dispensers ","URNS"
"58","Mark in the margin ","STET"
"59","Prayer period? ","AMEN"
"60","Learned ","SAGE"
"61","Have down cold ","KNOW"
"62","Beyond the pale? ","ASHEN"
"63","Patronage purveyor, for short ","POL"
"64","Sells ","MARKETS"
"65","Stanza maker ","NISSAN"
"66","___ ball (spongy plaything) ","NERF"
"67","Anne of fashion ","KLEIN"
"68","Sniggled ","EELED"
"69","Helen who sang ""Angie Baby"" ","REDDY"
"70","Self-defense school ","DOJO"
"71","At any point ","EVER"
"72","Porgy's woman ","BESS"
"73","Biblical preposition ","UNTO"
"74","Papermaking material ","PULP"
"75","Group an atty. gen. might address ","ABA"
"76","Give-go go-between ","ITA"
