"","clues","answers"
"1","When there's nothing on to watch? ","PEEPSHOW"
"2","Frankish king known as ""the Short"" ","PEPIN"
"3","Like an infant agewise ","UNDERONE"
"4","John Deere headquarters city ","MOLINE"
"5","Plants used in herbal medicine ","BONESETS"
"6","""Moscow on the Hudson"" actress ","ALONSO"
"7","Picnic staple ","SLAW"
"8","___ Club ","ROTARY"
"9","Malaysian export ","TIN"
"10","German resort ","EMS"
"11","Pipe part ","ELL"
"12","Stylish, once ","MOD"
"13","Tangle ","MELEE"
"14","Direction to a cellist ","ARCO"
"15","Former Sen. Ribicoff et al. ","ABES"
"16","Trim ","ADORN"
"17","Winter thaw ","SNOWBREAK"
"18","Diner order ","TWOEGGSOVEREASY"
"19","Makes ","TAKESHOME"
"20","""A New Deal for Christmas"" musical ","ANNIE"
"21","They're found in layers ","ORES"
"22","""That is ___..."" ","TOSAY"
"23","Cardinal letters ","STL"
"24","Chucklehead ","ASS"
"25","Year in Robert II's reign ","MVI"
"26","""Pays for ___!"" ","ITSELF"
"27","Across, old-style ","THRO"
"28","Denouement ","FINALE"
"29","Shade lighter than palmetto ","TEAGREEN"
"30","Went mad ","RIOTED"
"31","""___ with history"" (like the Mississippi, to Hart Crane) ","TORTURED"
"32","Vicks spray brand ","SINEX"
"33","Band ","ENSEMBLE"
"34","Bath bars ","PUBS"
"35","Form of ether ","ENOL"
"36","Actress Skinner of ""Mister Ed"" ","EDNA"
"37","L.S.A.T. takers ","SRS"
"38","Cultivating group? ","HOERS"
"39","Aware of ","ONTO"
"40","Diner order ","WESTERNOMELETTE"
"41","Prefix with ethnic ","POLY"
"42","""Shine a Little Love"" rock grp. ","ELO"
"43","Food introduced to Europe by Columbus ","PINTOBEANS"
"44","Vegas sight ","NEON"
"45","""Shakespeare in Love"" role ","MARLOWE"
"46","Crannies ","ALCOVES"
"47","Neoclassicist who painted the fresco ""Parnassus"" ","MENGS"
"48","The Mediterranean, to the Romans ","MARENOSTRUM"
"49","Film shot ","MATTE"
"50","Mrs. Simpson's love ","EDWARDVIII"
"51","Visited ","LOOKEDINON"
"52","Groups ","ASSORTS"
"53","Blue ","SKYEY"
"54","Kindergarten disrupters ","BRATS"
"55","Like some autobiographies ","GHOSTED"
"56","___ and the Issas (former French territory) ","AFARS"
"57","They have plants: Abbr. ","MFRS"
"58","Holly tree ","ILEX"
"59","Castile neighbor ","LEON"
"60","It may be biennial ","HERB"
"61","Spinner ","REEL"
"62","French wave ","ONDE"
"63","Put away ","ATE"
"64","Big cell phone provider ","GTE"
