"","clues","answers"
"1","Hwy. speed ","MPH"
"2","Shocked ... SHOCKED! ","AGHAST"
"3","Brothers and sisters, for short ","SIBS"
"4","Sun. talk ","SER"
"5","Hang around a public place ","LOITER"
"6","Actor/stand-up comic Foxx ","JAMIE"
"7","Opposite of yeah ","NAH"
"8","Words to a local success story ","IKNEWYOUWHEN"
"9","Unexciting ","BLAH"
"10","Org. on a toothpaste tube ","ADA"
"11","After everything's been said and done ","ALLTOLD"
"12","What a local success story achieves ","CELEBRITY"
"13","Italian ""god"" ","DIO"
"14","""Darn it!"" ","DRAT"
"15","Salinger girl ","ESME"
"16","Catch in the act ","NAB"
"17","Longtime Pittsburgh product ","STEEL"
"18","Dispute ","ARGUE"
"19","Mud ","MIRE"
"20","What a local success story comes from ","HUMBLEBEGINNINGS"
"21","Website with a ""Buy It Now"" button ","EBAY"
"22","Not in the ___ ","LEAST"
"23","Cookies that can be twisted apart ","OREOS"
"24","Zero-star review ","PAN"
"25","""___ have to wait"" ","ITLL"
"26","Pacific island ""where America's day begins"" ","GUAM"
"27","Sign of a sellout ","SRO"
"28","What a local success story does ","MAKESGOOD"
"29","Copy-and-paste illustrations ","CLIPART"
"30","Year, in Mexico ","ANO"
"31","Automaker Ferrari ","ENZO"
"32","Local success story ","HOMETOWNHERO"
"33","Dance often done with top hat and cane ","TAP"
"34","With speed ","APACE"
"35","Charlemagne's domain: Abbr. ","HRE"
"36","O.K.'d silently ","NODDED"
"37","Wild blue yonder ","SKY"
"38","Rachel Maddow's channel ","MSNBC"
"39","Norman Vincent ___, author of ""The Power of Positive Thinking"" ","PEALE"
"40","Nixon White House chief of staff ","HRHALDEMAN"
"41","Foreman opponent ","ALI"
"42","Racing vehicle on a small track ","GOKART"
"43","Delhi language ","HINDI"
"44","Greatly bothered ","ATEAT"
"45","Use needle and thread ","SEW"
"46","Dealt with ","SAWTO"
"47","Start of a web address? ","IMHO"
"48","Actress Jessica ","BIEL"
"49","Bad thing to hit if one didn't mean to ""reply all"" ","SEND"
"50","Andrews of ""Mary Poppins"" ","JULIE"
"51","Geezers ","OLDMEN"
"52","As a result, in formal language ","HEREBY"
"53","Event attended by Cinderella ","BALL"
"54","Safecrackers ","YEGGS"
"55","Hearts or clubs ","SUIT"
"56","Pregnant pause? ","NINEMONTHS"
"57","Mrs. Truman ","BESS"
"58","Herding dog, informally ","SHEP"
"59","Big instrument in a marching band ","TUBA"
"60","Brother of Cain ","ABEL"
"61","Kingdom ","REALM"
"62","Vision of a distant oasis, maybe ","MIRAGE"
"63","Six Flags coaster whose name is Spanish for ""The Bull"" ","ELTORO"
"64","Entre ___ ","NOUS"
"65","Livid ","IRATE"
"66","First name of three U.S. presidents ","GEORGE"
"67","Bit of dust ","SPECK"
"68","Oohed and ___ ","AAHED"
"69","Work, as dough ","KNEAD"
"70","Arkansas's ___ Mountains ","OZARK"
"71","Idiotic ","DOPEY"
"72","Fellow ","CHAP"
"73","Horse's run ","LOPE"
"74","Computer whose second letter is capitalized ","IMAC"
"75","Romulus or Remus ","TWIN"
"76","Sgt., for one ","NCO"
