"","clues","answers"
"1","""___ better be!"" ","ITHAD"
"2","Factory staple ","DIE"
"3","Abbr. in a ""works cited"" list ","ETAL"
"4","""I'm not done yet!"" ","THERESMORE"
"5","It's passed on ","LORE"
"6","Oscar-nominated portrayer of Frida Kahlo ","SALMAHAYEK"
"7","Discipline ","AREA"
"8","Financial statement abbr. ","YTD"
"9","Reason to make a prank call, maybe ","DARE"
"10","What a player may mean by knocking on the table ","IPASS"
"11","Relatively close ","WITHINEARSHOT"
"12","Baby shower gift ","ONESIE"
"13","Band members with long necks? ","SITARS"
"14","Many students on ""Gilmore Girls"" ","ELIS"
"15","Something not on the menu ","SPECIAL"
"16","Roll top? ","SCHMEAR"
"17","Certain correlative ","NOR"
"18","Really appeal to ","GRAB"
"19","Early TV news commentator famous for doing Timex ads ","SWAYZE"
"20","Heads up ","CHAIRS"
"21","Makes scarce ","HIDES"
"22","Where a fouled player might go ","FREETHROWLINE"
"23","Crystallizes ","JELLS"
"24","Passage blockers ","NOES"
"25","Stars participate in it: Abbr. ","NHL"
"26","Pendant option ","OPAL"
"27","Comics character with a ""gang"" ","BAZOOKAJOE"
"28","Not be a nobody ","RATE"
"29","Passage enabler ","OPENSESAME"
"30","Not natural ","DYED"
"31","Bond ","WED"
"32","Minute, informally ","ITSY"
"33","""Not ___!"" ","THAT"
"34","Wasn't full of holes ","HELDWATER"
"35","The Adriatic vis-à-vis the Mediterranean ","ARM"
"36","Red-handed ","DEADTORIGHTS"
"37","Helen Thomas in the White House press corps, e.g. ","DOYENNE"
"38","Boiling point? ","IRE"
"39","Cry of surprise ","EEK"
"40","March on ","ELAPSE"
"41","""... love's shadows ___ rich in joy!"": Romeo ","ARESO"
"42","___ of all ","LEAST"
"43","Onetime C.I.A.-backed foreign leader ","SHAH"
"44","Plumber seen in an arcade ","MARIO"
"45","Mayo sauce? ","IRISHWHISKEY"
"46","They might store electric charges ","EELS"
"47","Nike rival ","ASICS"
"48","Part of M.P.A.A.: Abbr. ","ASSN"
"49","Slimming option, for short ","LIPO"
"50","Fast Eddie's girlfriend in ""The Hustler"" ","SARAH"
"51","It might store an electric charge ","LEYDENJAR"
"52","It's often piercing ","GAZE"
"53","Vultures were sacred to him ","ARES"
"54","Refuge ","LAIR"
"55","Cardinal ","MAIN"
"56","Like many beachgoers ","BRONZED"
"57","Single-___ ","CELLED"
"58","Become rapturous ","SWOON"
"59","Product of glacial erosion ","FJORD"
"60","Square things ","REPAY"
"61","Make rapturous ","ELATE"
"62","Independent, noble types, it's said ","LEOS"
"63","Typist's position ","HOME"
"64","Remains ","LEES"
"65","It comes after the last number ","BOW"
"66","Troglodyte ","APE"
"67","""My baby at my breast,"" in Shakespeare ","ASP"
