"","clues","answers"
"1","Dance that simulates the drama of a bullfight ","PASODOBLE"
"2","Chuck wagon fare ","GRUB"
"3","Faux Japanese reply ","AHSO"
"4","One needing kisses, say ","CHOCOHOLIC"
"5","Jazz duo? ","ZEES"
"6","Nooks for books, maybe ","TYPO"
"7","Furry folivores ","KOALABEARS"
"8","It may be set with music ","MOOD"
"9","Cudgel ","DRUB"
"10","Believers' comments ","AMENS"
"11","Escaped ","GOTLOOSE"
"12","Sound at an auto race ","SWOOSH"
"13","It holds the line ","REEL"
"14","Foot of the Appian Way? ","PES"
"15","Trouble, in a way ","HAUNT"
"16","Locale of some mirrors ","CAR"
"17","Letter-shaped girder ","HBEAM"
"18","Study, say ","ROOM"
"19","Winston Churchill's Rufus, for one ","POODLE"
"20","They know the drill ","DENTISTS"
"21","Turned up ","AROSE"
"22","Child's play, perhaps ","SKIT"
"23","Snitch ","SING"
"24","Company that makes Aunt Jemima syrup ","QUAKEROATS"
"25","Area next to an ambulatory ","APSE"
"26","Letter-shaped fastener ","TNUT"
"27","Daydreaming ","INLALALAND"
"28","Days of old ","IDES"
"29","Worked the docks ","STEVEDORED"
"30","Waste of Congress? ","PORK"
"31","""You got it!"" ","OKEYDOKEY"
"32","Early Inverness resident ","PICT"
"33","Cadaverous ","ASHY"
"34","Ticklee's cry ","STOP"
"35","""You have got to be kidding!"" ","OHCOMEON"
"36","The Divine, to da Vinci ","DIO"
"37","City at the mouth of the Fox River ","OSHKOSH"
"38","Shade of red ","BLOOD"
"39","""She was ___ in slacks"" (part of an opening soliloquy by Humbert Humbert) ","LOLA"
"40","Baddie ","EVILDOER"
"41","Cousin of a cassowary ","RHEA"
"42","___ fee ","USER"
"43","One with fire power? ","BOSS"
"44","Trick-taking game ","ECARTE"
"45","March instrument? ","BULLHORN"
"46","Out ","ONSTRIKE"
"47","Au courant ","AWARE"
"48","Keen ","MOURN"
"49","Nutrition units ","GRAMS"
"50","Some essays ","OPEDS"
"51","""A Lonely Rage"" autobiographer Bobby ","SEALE"
"52","The farmer's wife in ""Babe"" ","ESME"
"53","Did a farrier's work ","SHOD"
"54","Start to like ","COTTONTO"
"55","God of life, death and fertility who underwent resurrection ","OSIRIS"
"56","Pattern sometimes called ""Persian pickles"" ","PAISLEY"
"57","""I'm very disappointed in you"" ","TSKTSK"
"58","Song verse ","STAVE"
"59","Canal cleaner ","QTIP"
"60","Menu option ","UNDO"
"61","Teacher of Heifetz ","AUER"
"62","Fashion model Wek ","ALEK"
"63","Ko-Ko's dagger in ""The Mikado"" ","SNEE"
"64","Current happening? ","EDDY"
"65","Kick in ","ADD"
