"","clues","answers"
"1","Move like a butterfly ","FLIT"
"2","School group? ","FISH"
"3","Stood absolutely still ","FROZE"
"4","South American capital ","LIMA"
"5","Baltimore athlete ","RAVEN"
"6","Riyadh resident ","ARAB"
"7","Boor ","LOUT"
"8","Publicist's assignment ","EVENT"
"9","Jabber ","YAP"
"10","""Say what?"" ","HUH"
"11","What to do to hats and waiters ","TIP"
"12","Kind of computer connection ","WIFI"
"13","Tank top? ","GASCAP"
"14","J, F or K, e.g., in J.F.K.: Abbr. ","INIT"
"15","Stellar phenomenon ","NOVA"
"16","Absurd ","INANE"
"17","TV host Lake ","RICKI"
"18","Words before date and record ","SETA"
"19","Terrific, in slang ","PHAT"
"20","Parthenon site ","ATHENS"
"21","Be stuck (on) ","DOTE"
"22","Hosp. locales ","ERS"
"23","Location identifier, for short ","GPS"
"24","""___ treat!"" ","ILL"
"25","Addis ___ ","ABABA"
"26","Sounded, as a phone ","RANG"
"27","Big fuss ","TODO"
"28","Heels are attached to them ","SOLES"
"29","Río contents ","AGUA"
"30","___ of measure ","UNIT"
"31","Banish ","EXILE"
"32","Washington paper, with ""the"" ","POST"
"33","Jolly Roger, for one ","FLAG"
"34","Old Italian currency ","LIRA"
"35","Muslim leader ","IMAM"
"36","Striped cat ","TABBY"
"37","Tagalog speaker ","FILIPINO"
"38","Waffle maker ","IRON"
"39","Very pleased with oneself ","SMUG"
"40","Down the ___ ","HATCH"
"41","What a window fan brings in ","FRESHAIR"
"42","Sitar master Shankar ","RAVI"
"43","Pizzeria fixture ","OVEN"
"44","Greek philosopher known for a paradox ","ZENO"
"45","Tolkien forest creatures ","ENTS"
"46","Police, with ""the,"" informally ","LAW"
"47","Hot time: Abbr. ","AUG"
"48","Princess' adornment ","TIARA"
"49","Northwest Territories native ","INUIT"
"50","Throw ","PITCH"
"51","Watch chains ","FOBS"
"52","Like some college buildings' walls ","IVIED"
"53","Hypnosis ender ","SNAP"
"54","Stash ","CACHE"
"55","Lend ___ (be attentive) ","ANEAR"
"56","Royal pains ","PESTS"
"57","Drag on a cigarette ","TOKE"
"58","Voice below soprano ","ALTO"
"59","Prized Chinese collectible ","MINGVASE"
"60","Bothering badly ","EATINGAT"
"61","Vacation location ","SPA"
"62","Golfer Ernie ","ELS"
"63","Rein, e.g. ","STRAP"
"64","Quickly brightened, as the face ","LITUP"
"65","Comfort ","EASE"
"66","Microsoft game system ","XBOX"
"67","Colombian city ","CALI"
"68","Genesis brother ","ABEL"
"69","""Othello"" villain ","IAGO"
"70","Responsibility ","ONUS"
"71","Author Morrison ","TONI"
"72","Work on after filming ","EDIT"
"73","Ones likely to go ""hic!"" ","SOTS"
